"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
90,"2018-11-28","Delve","Essence",7.4002,1,9,1,6,7.67375,3,5.39,1.32653,3,4,4.37122,7.91091,1,7,1,1.87,4,4.95,5.30102,9,74.5502,22.91,20,0.44625,0.39,0.51,0.39,0.39,0.295,0.3951,0.39,4,0.97,0.47,0.95,0.53,0.53,0.53,0.53,0.53,0.51,0.98,0.39,0.54,0.4951,0.53,0.53,0.53,0.55,0.39,0.5451,0.41,1,0.95,2,0.94,3.725,2.78061,1,1.91,1,1,1,2,3,1.51,2.88,0.99,1,2,1,2,0.48,0.5,0.39,0.4551,0.53,0.64204,0.39,0.39,0.53,0.4951,0.39,0.42,0.45,0.53,0.4351,0.49,0.53,0.53,0.47,0.53,0.48,0.39,0.44,0.39,0.53,0.47,0.49,0.53,0.18,0.26,0.4,0.35
91,"2018-11-29","Delve","Essence",6.56,1,8,1,6,8.96,3,6.94,2,3.04,4,4,7.37,2,7,1,1.17,4,5,7,9.0102,74.26612,25,20,0.51,0.53,0.53,0.51,0.5151,0.44,0.53,0.48,3.43612,1,0.51,1,0.53,1,0.69,0.97,0.9551,0.53,0.97,0.52,0.53,0.59,0.53,0.51,0.53,0.53,0.52,0.53,0.52,1.0051,1,2,1,3.01,3,1,2,1,1,1,2,3,1,2,1,1,2,1,2.14,0.53,0.53,0.5,0.5,0.8751,0.89,0.44,0.43,0.53,0.53,0.39,0.48,0.53,0.98,0.41,0.53,0.53,0.58,0.48,0.53,0.52,0.47,0.52,0.39,0.53,0.46,0.53,0.53,0.18,0.42,0.47,0.39
92,"2018-11-30","Delve","Essence",6,1,8,1,6,9,3,7.50214,2,3,4,4,7.96,1.69,7,1,1.75,4,5,7,10.39,70,25,20,0.43,0.47,0.51,0.5,0.39,0.39,0.52,0.49,4.96041,0.52,0.3902,1,0.68204,0.52,0.53,1,0.9201,0.5701,0.52,0.52,0.52,0.52,0.52,0.42,0.51,0.52,0.52,0.39,0.9,1,1,1.48,1,3.62,2.61,1,2,1,1,1,2,3,1,2,1,1,2,1,2,0.51,0.52,0.39,0.44,0.94,0.52,0.39,0.51,0.51,0.52,0.39,0.4701,0.52,0.52,0.51,0.52,0.52,0.52,0.51,0.52,0.52,0.51,0.52,0.39,0.5201,0.39,0.45,0.84041,0.17,0.44,0.52,0.39
93,"2018-12-01","Delve","Essence",7.9051,1,7,1,6.68273,7.96343,3,7,2,3,3,4,7.90535,2,6.85625,1,2,4,5,7,10,69.1002,24.17204,20,0.39,0.4,0.4,0.38,0.22,0.31,0.52,0.44329,4.22531,0.5,0.39,0.53531,0.4,0.5051,0.52,0.4,0.88,0.51,0.39,0.76,0.41,0.53531,0.52,0.39,0.39,0.4,0.76,0.39,1,1,1,1.5751,1,3,2,1,2,1,1,1,2,2.07,1,1.86,0.52,1,2,1,2,0.49,0.5,0.39,0.39,0.52,0.48551,0.39,0.52,0.5051,0.52,0.39,0.4,0.5,0.39,0.51,0.4,0.44571,0.45,0.5,0.51,0.4951,0.51,0.52,0.39,0.5,0.38,0.3951,0.51,0.13,0.37,0.51,0.39
94,"2018-12-02","Delve","Essence",5.91265,1,6,1,7.85,6.60844,3,7,2,3,3,4,8,1.41,7,1,2,4,4,7.81,10,69.31571,17.76,20,0.26,0.4,0.4,0.36065,0.22,0.29848,0.45,0.39,4,0.43,0.4,0.47,0.4,0.51,0.5,0.43,0.97,0.4,0.4,0.4,0.43,0.4,0.52,0.4,0.4,0.4,0.5,0.4,0.9151,1,1,1.17,1,3,2.03,1,2,1,1,1,2.31,2,1,2,0.55,1,1,1,2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4851,0.4,0.4,0.4,0.4,0.4,0.4,0.43,0.4,0.4,0.4,0.4,0.4451,0.4,0.4,0.5151,0.4,0.39,0.35,0.4,0.43,0.13,0.23,0.41,0.28
95,"2018-12-03","Delve","Essence",8.33,1,5.25,1,8,5.5,3,7,2,3.53,3,4,7.47,1.54,7,1,2,4,4,6.54,10,69.4,20.35,18.35,0.28,0.4,0.47,0.39,0.31,0.34,0.45,0.4,4,0.44,0.44,0.5,0.46,0.5,0.45,0.5,1,0.47,0.48,0.4,0.5,0.46,0.5,0.48,0.41,0.41,0.5,0.46,0.84,0.93,1,1,0.97,3,2.34,1,2,1,1,1,2,2,1,1.54,0.61,1,1,1.01,2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.45,0.4,0.4,1,0.4,0.39,0.4,0.4,0.45,0.24,0.32,0.41,0.36
1,"2016-09-02","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"2016-09-03","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"2016-09-04","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"2016-09-05","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"2016-09-06","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"2016-09-07","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"2016-09-08","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"2016-09-09","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"2016-09-10","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"2016-09-11","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"2016-09-12","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"2016-09-13","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"2016-09-14","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"2016-09-15","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"2016-09-16","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"2016-09-17","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"2016-09-18","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"2016-09-19","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"2016-09-20","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"2016-09-21","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"2016-09-22","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"2016-09-23","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"2016-09-24","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"2016-09-25","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"2016-09-26","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"2016-09-27","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"2016-09-28","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"2016-09-29","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"2016-09-30","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"2016-10-01","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"2016-10-02","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"2016-10-03","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"2016-10-04","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"2016-10-05","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"2016-10-06","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"2016-10-07","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"2016-10-08","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"2016-10-09","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"2016-10-10","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"2016-10-11","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"2016-10-12","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"2016-10-13","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"2016-10-14","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"2016-10-15","Essence","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
