"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
20,"2016-09-21","Essence HC","Currency",0,0.02223,0.04056,0.71911,NA,NA,NA,NA,NA,0,0.07369,7.5993,18.99155,1.18898,0.29348,0.08333,0,0,0,0,0.24998,0.05566,NA,0.04041,0.14994,0.35293,1,0.58824,0.03224,0.02023,1.21236,0.00833,0.2,0.66511,NA,NA,NA,NA,NA,NA,NA,NA,0.01796,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2016-09-22","Essence HC","Currency",0,0.02208,0.04089,0.72102,NA,NA,NA,NA,NA,0.26155,0.073,7.99762,18.97075,1.23146,0.33319,0.08768,0,0,0,0,0.24853,0.05556,NA,0.04043,0.14666,0.34951,1,0.59364,0.03794,0.02285,1.19973,0.00831,0.2,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01719,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2016-09-23","Essence HC","Currency",0,0.02126,0.03788,0.73507,NA,NA,NA,NA,NA,0.27288,0.07143,7.8958,18.96329,1.2493,0.28491,0.09063,0,0,0,2.8145,0.24994,0.05556,NA,0.03982,0.14667,0.3631,1,0.60208,0.03559,0.02147,1.19874,0.0086,0.2,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01745,10.1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2016-09-24","Essence HC","Currency",0,0.02044,0.03596,0.96434,NA,NA,NA,NA,NA,0.28414,0.0725,7.64091,18.99231,1.20106,0.32863,0.09055,0,0,0,3.26818,0.24945,0.05556,NA,0.04152,0.14659,0.36155,1,0.61702,0.03455,0.0186,1.2,0.00894,0.2,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01769,10.1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2016-09-25","Essence HC","Currency",0,0.01902,0.03675,0.83952,NA,NA,NA,NA,NA,0.25477,0.07607,8.01736,18.86458,1.07101,0.31908,0.09054,0,0,0,3.89097,0.24993,0.05556,NA,0.04695,0.15246,0.36751,1,0.60726,0.03569,0.02078,1.2,0.00891,0.19867,0.69264,NA,NA,NA,NA,NA,NA,NA,NA,0.01801,10.09,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2016-09-26","Essence HC","Currency",0,0.01949,0.03221,0.66667,NA,NA,NA,NA,NA,0.25,0.07671,8.19514,19.01285,1.12606,0.28213,0.0916,0,0,0,3.97188,0.24389,0.05627,NA,0.04775,0.16284,0.37732,1,0.60137,0.03124,0.01919,1.19375,0.00881,0.19991,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01799,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2016-09-27","Essence HC","Currency",0,0.0186,0.0321,0.63276,NA,NA,NA,NA,NA,0.25737,0.07663,8.83368,19.12917,1,0.26998,0.09416,0,0,0,3.18507,0.24274,0.05712,NA,0.04051,0.16276,0.38047,1,0.6028,0.03165,0.02051,1.14533,0.00867,0.2,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01841,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2016-09-28","Essence HC","Currency",0,0.01921,0.031,0.66667,NA,NA,NA,NA,NA,0.26672,0.07667,8.9257,20,1.08399,0.2538,0.09955,0,0,0,3,0.24396,0.06125,NA,0.03655,0.15991,0.38898,1,0.59918,0.03151,0.02205,1.19785,0.00992,0.21535,0.68452,NA,NA,NA,NA,NA,NA,NA,NA,0.02691,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2016-09-29","Essence HC","Currency",0,0.02073,0.03129,0.66667,NA,NA,NA,NA,NA,0.2628,0.07735,8.5493,20.85915,1,0.25044,0.0933,0,0,0,3.08486,0.24677,0.05936,NA,0.0443,0.15579,0.39238,1,0.61094,0.03174,0.02353,1.15894,0.00996,0.2466,0.75606,NA,NA,NA,NA,NA,NA,NA,NA,0.0258,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2016-09-30","Essence HC","Currency",0,0.01741,0.03082,0.66667,NA,NA,NA,NA,NA,0.25821,0.07341,8.00069,27.30276,1,0.25,0.09999,0,0,0,3.98448,0.23833,0.05722,NA,0.03848,0.15722,0.39976,1,0.60252,0.02807,0.02059,1.22957,0.11721,0.24038,0.66823,NA,NA,NA,NA,NA,NA,NA,NA,0.02247,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2016-10-01","Essence HC","Currency",0,0.01983,0.03061,0.66362,NA,NA,NA,NA,NA,0.26719,0.07501,8.7618,27.09472,1,0.25,0.1,0,0,0,3.20493,0.24489,0.05835,NA,0.03618,0.12341,0.3922,1,0.59738,0.02601,0.01998,1.12014,0.009,0.21728,0.71954,NA,NA,NA,NA,NA,NA,NA,NA,0.02596,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2016-10-02","Essence HC","Currency",0,0.01976,0.03154,0.66029,NA,NA,NA,NA,NA,0.25037,0.07692,8.4507,25.33497,1,0.2499,0.09963,0,0,0,3.12937,0.24321,0.05601,NA,0.03267,0.15043,0.39301,1,0.58627,0.025,0.01957,1.13703,0.00833,0.2026,0.78057,NA,NA,NA,NA,NA,NA,NA,NA,0.02495,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2016-10-03","Essence HC","Currency",0,0.02072,0.03101,0.66623,NA,NA,NA,NA,NA,0.25,0.07664,7.38479,25,1,0.24993,0.09767,0,0,0,3.44615,0.23674,0.05559,NA,0.03335,0.14927,0.39062,1,0.57953,0.025,0.0194,1.14762,0.00811,0.2,0.78734,NA,NA,NA,NA,NA,NA,NA,NA,0.02363,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2016-10-04","Essence HC","Currency",0,0.01949,0.02976,0.66667,NA,NA,NA,NA,NA,0.24999,0.07674,8.95613,25.67649,1,0.25,0.09966,0,0,0,4,0.23985,0.05573,NA,0.03287,0.15614,0.38814,1,0.57673,0.025,0.0195,1.13192,0.00879,0.20112,0.67464,NA,NA,NA,NA,NA,NA,NA,NA,0.0248,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2016-10-05","Essence HC","Currency",0,0.01826,0.0266,0.65892,NA,NA,NA,NA,NA,0.24337,0.07693,8.86808,26.75176,1,0.24917,0.09968,0,0,0,3.82254,0.24043,0.05642,NA,0.03281,0.15523,0.39355,1,0.57508,0.02415,0.01864,1.19732,0.00805,0.20414,0.79094,NA,NA,NA,NA,NA,NA,NA,NA,0.02264,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2016-10-06","Essence HC","Currency",0,0.01858,0.02641,0.663,NA,NA,NA,NA,NA,0.23972,0.07779,8.24289,27.25664,1,0.25,0.09917,0,0,0,3.93322,0.23832,0.05609,NA,0.02874,0.15542,0.39478,1,0.58795,0.02119,0.01959,1.2,0.00888,0.20843,0.76639,NA,NA,NA,NA,NA,NA,NA,NA,0.02444,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2016-10-07","Essence HC","Currency",0,0.01826,0.02728,0.66462,NA,NA,NA,NA,NA,0.24338,0.08194,8.97506,28.00105,1,0.24879,0.0974,0,0,0,3.93252,0.239,0.05891,NA,0.03178,0.16092,0.39854,1,0.58818,0.02363,0.01953,1.19997,0.00868,0.20018,0.75835,NA,NA,NA,NA,NA,NA,NA,NA,0.02596,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2016-10-08","Essence HC","Currency",0,0.01648,0.0282,0.65583,NA,NA,NA,NA,NA,0.23369,0.08028,9.32238,27.88497,1.17259,0.24995,0.09803,0,0,0,3.99301,0.2428,0.05989,NA,0.03298,0.16111,0.40374,1,0.58673,0.02244,0.01924,1.19986,0.00819,0.2007,0.78061,NA,NA,NA,NA,NA,NA,NA,NA,0.02704,9.81119,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2016-10-09","Essence HC","Currency",0,0.01567,0.02677,0.64895,NA,NA,NA,NA,NA,0.23104,0.07955,9.43415,28.0588,1.09756,0.24456,0.10007,0,0,0,3.62606,0.23638,0.06139,NA,0.03091,0.15499,0.40143,1,0.58696,0.02178,0.01618,1.15964,0.00735,0.21138,0.76084,NA,NA,NA,NA,NA,NA,NA,NA,0.02565,8.16197,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2016-10-10","Essence HC","Currency",0,0.01553,0.02555,0.66667,NA,NA,NA,NA,NA,0.23772,0.07959,9.01888,28.00769,1.03737,0.24225,0.10019,0,0,0,3.37797,0.22864,0.06208,NA,0.02863,0.14882,0.41091,1,0.58589,0.02341,0.0157,1.10576,0.00791,0.2213,0.73075,NA,NA,NA,NA,NA,NA,NA,NA,0.02281,9.28462,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2016-10-11","Essence HC","Currency",0,0.01376,0.02533,0.6572,NA,NA,NA,NA,NA,0.23646,0.07924,9.18671,28,1.00862,0.20756,0.0998,0,0,0,3.34825,0.22643,0.0597,NA,0.03068,0.15131,0.4,1,0.58824,0.02441,0.01464,1.08685,0.00781,0.22047,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0.02163,8.63636,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2016-10-12","Essence HC","Currency",0,0.01542,0.03105,0.65816,NA,NA,NA,NA,NA,0.23383,0.08022,9.35664,28.0521,1.11672,0.21044,0.09979,0,0,0,3.02203,0.2327,0.06064,NA,0.03007,0.15191,0.4,1,0.58824,0.02484,0.0143,1.09958,0.00797,0.22348,0.67167,NA,NA,NA,NA,NA,NA,NA,NA,0.01857,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2016-10-13","Essence HC","Currency",0,0.01338,0.02528,0.6662,NA,NA,NA,NA,NA,0.22258,0.08175,8.99371,27.99126,1.09581,0.24719,0.09947,0,0,0,3.89685,0.23524,0.0623,NA,0.03243,0.15234,0.39963,1,0.58797,0.02455,0.01355,1.12117,0.008,0.22009,0.7073,NA,NA,NA,NA,NA,NA,NA,NA,0.01693,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2016-10-14","Essence HC","Currency",0,0.01609,0.02881,0.65021,NA,NA,NA,NA,NA,0.23244,0.08292,9.0549,28.15594,1.15282,0.24674,0.09929,0,0,0,3.60699,0.23443,0.0625,NA,0.03161,0.15356,0.40002,1,0.58773,0.02476,0.01392,1.14366,0.00802,0.21601,0.69668,NA,NA,NA,NA,NA,NA,NA,NA,0.01872,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2016-10-15","Essence HC","Currency",0,0.01633,0.02723,0.66667,NA,NA,NA,NA,NA,0.23304,0.08317,9.51199,28.04196,1.14887,0.2469,0.10004,0,0,999,3.83357,0.23893,0.06244,NA,0.03106,0.15615,0.40437,1,0.59623,0.02494,0.01613,1.15311,0.00831,0.21302,0.67051,NA,NA,NA,NA,NA,NA,NA,NA,0.01831,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2016-10-16","Essence HC","Currency",0,0.01515,0.02413,0.64779,NA,NA,NA,NA,NA,0.23245,0.08358,9.0014,28.02622,1.15742,0.24628,0.10026,0,0,0,3.64336,0.23922,0.06223,NA,0.0322,0.1599,0.41336,1,0.5985,0.02414,0.01444,1.13916,0.00834,0.20634,0.72688,NA,NA,NA,NA,NA,NA,NA,NA,0.01903,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2016-10-17","Essence HC","Currency",0,0.01544,0.02197,0.66005,NA,NA,NA,NA,NA,0.23575,0.08316,9.94895,28.53077,1.01753,0.22134,0.09994,0,0,0,3,0.2356,0.05931,NA,0.0328,0.16337,0.40025,1,0.59998,0.02462,0.01506,1.14754,0.00847,0.2,0.86435,NA,NA,NA,NA,NA,NA,NA,NA,0.01847,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2016-10-18","Essence HC","Currency",0,0.01677,0.02394,0.66667,NA,NA,NA,NA,NA,0.23606,0.08296,9.96993,28.31748,1.10844,0.22113,0.10277,0,0,0,3,0.23114,0.05882,NA,0.03331,0.16349,0.40641,1,0.6,0.0247,0.01659,1.00994,0.00915,0.2,0.74857,NA,NA,NA,NA,NA,NA,NA,NA,0.01538,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2016-10-19","Essence HC","Currency",0,0.01515,0.02215,0.65077,NA,NA,NA,NA,NA,0.23132,0.08523,10.4338,28.11119,1.08588,0.2,0.1067,0,0,0,3.32587,0.23301,0.06063,NA,0.03333,0.16155,0.41002,1,0.59554,0.02398,0.01354,1.17229,0.00904,0.20348,0.75616,NA,NA,NA,NA,NA,NA,NA,NA,0.01587,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2016-10-20","Essence HC","Currency",1.00429,0.01564,0.02216,0.60561,NA,NA,NA,NA,NA,0.23375,0.0903,9.95069,28.28229,1.0534,0.2135,0.1,1.54,3.9719,0,4,0.22334,0.06243,NA,0.03333,0.16597,0.41126,1.03677,0.60385,0.02497,0.01578,1.1444,0.0083,0.2,0.74913,NA,NA,NA,NA,NA,NA,NA,NA,0.01593,0,NA,NA,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2016-10-21","Essence HC","Currency",1,0.01602,0.0222,0.66216,NA,NA,NA,NA,NA,0.22485,0.09038,10.37483,28.85315,1.12085,0.21125,0.10047,1.5,3.78217,0,3.89091,0.22615,0.06245,NA,0.03293,0.16566,0.41682,1.00986,0.61986,0.02481,0.01745,1.17563,0.00833,0.20665,0.74953,NA,NA,NA,NA,NA,NA,NA,NA,0.01652,0,NA,NA,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"2016-10-22","Essence HC","Currency",1,0.01554,0.02303,0.66393,NA,NA,NA,NA,NA,0.22442,0.09416,10.03217,29.13776,1.18022,0.2,0.10001,1.69825,3.40979,0,3.43636,0.22305,0.06191,NA,0.03173,0.16356,0.4075,1.0992,0.60922,0.025,0.01894,1.01107,0.00914,0.2048,0.74429,NA,NA,NA,NA,NA,NA,NA,NA,0.02007,0,NA,NA,0,6.93007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"2016-10-23","Essence HC","Currency",0.99627,0.0167,0.02285,0.65438,NA,NA,NA,NA,NA,0.22412,0.09334,9.97483,28.9,1.14633,0.22124,0.09968,1.98706,2.9972,0,3.44685,0.21957,0.06045,NA,0.03142,0.16107,0.41274,1,0.61147,0.02481,0.01847,1.00096,0.01634,0.1998,0.71313,NA,NA,NA,NA,NA,NA,NA,NA,0.01932,0,NA,NA,1.64706,4.84895,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2016-10-24","Essence HC","Currency",1,0.01537,0.02357,0.64587,NA,NA,NA,NA,NA,0.22219,0.09153,10.11259,29.20035,1.00207,0.20509,0.09978,1.97483,2.97273,0,3.27063,0.21615,0.06142,NA,0.02918,0.16625,0.41735,1,0.62402,0.02535,0.01629,1.0179,0.01168,0.19678,0.69092,NA,NA,NA,NA,NA,NA,NA,NA,0.01603,0,NA,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2016-10-25","Essence HC","Currency",1,0.01623,0.02557,0.66643,NA,NA,NA,NA,NA,0.22222,0.08827,10.48767,29.0863,1,0.21877,0.1085,1.82466,3,0,3.22329,0.21823,0.0619,NA,0.02873,0.16667,0.40481,1,0.66221,0.02637,0.01592,1.03055,0.01118,0.19612,0.69408,NA,NA,NA,NA,NA,NA,NA,NA,0.01982,0,NA,NA,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2016-10-26","Essence HC","Currency",1,0.01655,0.0282,0.66236,NA,NA,NA,NA,NA,0.22738,0.09074,10.76224,29.06084,1,0.20765,0.1071,1.40979,3,0,3.87762,0.2149,0.06222,NA,0.02998,0.16581,0.42922,1,0.64285,0.02514,0.0141,1.1532,0.00982,0.19746,0.69774,NA,NA,NA,NA,NA,NA,NA,NA,0.01563,0,NA,NA,2,5,8.00629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2016-10-27","Essence HC","Currency",1,0.01628,0.02858,0.66528,NA,NA,NA,NA,NA,0.22441,0.09116,10.91958,30.11259,1.0002,0.20821,0.11313,1.27133,2.66643,0,3.99895,0.21572,0.0647,NA,0.02513,0.16455,0.44146,1,0.61867,0.02593,0.01379,1.12792,0.00949,0.19625,0.69957,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,0,NA,NA,2.02517,4.5972,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2016-10-28","Essence HC","Currency",1,0.01662,0.03028,0.66667,NA,NA,NA,NA,NA,0.2305,0.09017,11.73357,31.25105,1.0353,0.23515,0.11107,1.29545,2.7304,0,4,0.21787,0.06378,NA,0.02475,0.16664,0.43549,1.00403,0.6467,0.0257,0.01361,1.12915,0.00921,0.19225,0.68779,NA,NA,NA,NA,NA,NA,NA,NA,0.01881,0,NA,NA,2.1,3.1035,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2016-10-29","Essence HC","Currency",1,0.01697,0.02729,0.66667,NA,NA,NA,NA,NA,0.23018,0.0899,10.95035,32.13706,1.02907,0.2073,0.10824,1.69371,2.9718,0,4,0.2129,0.06266,NA,0.03053,0.16602,0.41756,1,0.65937,0.0269,0.01454,1.0194,0.00815,0.1883,0.70336,NA,NA,NA,NA,NA,NA,NA,NA,0.01988,0,NA,NA,2.1,3,8.23846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2016-10-30","Essence HC","Currency",1,0.01659,0.02735,0.66667,NA,NA,NA,NA,NA,0.23407,0.08892,11.25159,31.91468,1.01733,0.20152,0.10207,1.64921,3,0,3.97222,0.21024,0.06171,NA,0.02945,0.16604,0.41633,1,0.65915,0.02731,0.01358,1,0.00822,0.18474,0.66741,NA,NA,NA,NA,NA,NA,NA,NA,0.28402,0,NA,NA,2.1,3,8.87143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2016-10-31","Essence HC","Currency",1,0.01638,0.0307,0.66582,NA,NA,NA,NA,NA,0.23358,0.08717,10.99804,32.69216,1,0.2,0.10543,1.47843,3,0,3.84314,0.2,0.06005,NA,0.02993,0.16488,0.41723,1,0.62546,0.02496,0.013,1,0.0074,0.18828,0.65102,NA,NA,NA,NA,NA,NA,NA,NA,0.02617,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2016-11-01","Essence HC","Currency",1,0.01641,0.02894,0.66152,NA,NA,NA,NA,NA,0.24467,0.08708,11,35.09808,1.01712,0.18874,0.10979,1.31036,2.93106,0,3.28221,0.19928,0.06175,NA,0.02854,0.16126,0.42792,1,0.65465,0.025,0.01215,1,0.00716,0.18117,0.63382,NA,NA,NA,NA,NA,NA,NA,NA,0.48058,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2016-11-02","Essence HC","Currency",1,0.01569,0.02879,0.65082,NA,NA,NA,NA,NA,0.23618,0.08767,10.98416,38.6495,1.01374,0.19163,0.11095,1.47361,2.27822,0,3.99059,0.19845,0.06101,NA,0.02857,0.16543,0.44492,0.99771,0.66637,0.02498,0.01212,1,0.00832,0.18113,0.65655,NA,NA,NA,NA,NA,NA,NA,NA,0.01809,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2016-11-03","Essence HC","Currency",1,0.01517,0.02572,0.65048,NA,NA,NA,NA,NA,0.23819,0.08686,10.8098,42.81569,1.01106,0.18695,0.10969,1.99804,2.88941,0,3.94412,0.19589,0.06036,NA,0.02856,0.16667,0.45041,1,0.65923,0.02286,0.0121,1,0.00833,0.18055,0.65796,NA,NA,NA,NA,NA,NA,NA,NA,0.01446,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2016-11-04","Essence HC","Currency",1,0.01502,0.02449,0.62325,NA,NA,NA,NA,NA,0.24103,0.08632,10.77423,42.75567,1.09425,0.18534,0.11108,1.98969,3.19175,0,3.91495,0.19444,0.06051,NA,0.02775,0.16653,0.45035,1,0.63244,0.02222,0.01195,1,0.00833,0.18109,0.66701,NA,NA,NA,NA,NA,NA,NA,NA,0.01844,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2016-11-05","Essence HC","Currency",1,0.01506,0.02675,0.65245,NA,NA,NA,NA,NA,0.24253,0.08498,11.1311,43.10102,1.02435,0.19974,0.11426,2,2.14146,0,3.45732,0.19657,0.06137,NA,0.03069,0.16665,0.45455,1,0.62784,0.02257,0.0121,1.00183,0.00833,0.18386,0.75115,NA,NA,NA,NA,NA,NA,NA,NA,0.35244,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2016-11-06","Essence HC","Currency",0.98605,0.01538,0.02566,0.64477,NA,NA,NA,NA,NA,0.24736,0.08641,10.87368,41.06447,1.0047,0.18471,0.11256,1.28268,2.17632,0,3.048,0.19791,0.06525,NA,0.03281,0.16988,0.46779,1,0.66069,0.02482,0.01197,1,0.00833,0.17612,0.7368,NA,NA,NA,NA,NA,NA,NA,NA,0.04878,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2016-11-07","Essence HC","Currency",0.95257,0.01567,0.02565,0.63434,NA,NA,NA,NA,NA,0.24997,0.08745,10.05644,40.02426,1.03921,0.19857,0.11102,1.58366,2.95347,0,3.14554,0.19813,0.06291,NA,0.03267,0.16384,0.46719,1,0.64777,0.025,0.01207,1.2563,0.00833,0.17071,0.67624,NA,NA,NA,NA,NA,NA,NA,NA,1.23528,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2016-11-08","Essence HC","Currency",1,0.01746,0.02781,0.65246,NA,NA,NA,NA,NA,0.23873,0.08688,10.60472,40.21981,1.13509,0.18037,0.11037,1.85283,3.01132,0,3.18679,0.19424,0.06287,NA,0.03331,0.16388,0.45412,1,0.66415,0.02476,0.01245,1,0.00869,0.16667,0.70547,NA,NA,NA,NA,NA,NA,NA,NA,0.28197,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2016-11-09","Essence HC","Currency",0.98073,0.01538,0.02525,0.61841,NA,NA,NA,NA,NA,0.23431,0.08661,10.24455,40.57045,1.43964,0.18318,0.11111,1.96364,2.78273,0,3.32273,0.19411,0.06481,NA,0.03406,0.16466,0.4551,1,0.65288,0.0249,0.0124,1,0.00833,0.16659,0.66702,NA,NA,NA,NA,NA,NA,NA,NA,0.01529,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2016-11-10","Essence HC","Currency",0.93661,0.01582,0.02173,0.57534,NA,NA,NA,NA,NA,0.24129,0.08698,10.79495,40.97156,1.1978,0.19722,0.11106,1.96697,2.51835,0,3.04037,0.191,0.06543,NA,0.03337,0.16968,0.45278,1,0.67199,0.025,0.01233,1.03945,0.00833,0.16468,0.76874,NA,NA,NA,NA,NA,NA,NA,NA,0.01518,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
