"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Anarchy.s.End.III","Anarchy.s.End.IV","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.II","Beyond.Sight.III","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fallow.At.Last","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Path.of.Betrayal","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","Thaumaturgical.History.IV","The.Alchemist","The.Ambitious.Bandit.I","The.Ambitious.Bandit.II","The.Ambitious.Bandit.III","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Child.of.Lunaris","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.IV","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.III","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Warmongers.IV","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.IV","Unbearable.Whispers.V","Undead.Uprising","Unnatural.Energy","Vaal.Invasion","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Queen.s.Sacrifice","The.Storm.Spire","Trapped.in.the.Tower","Battle.Hardened","Faith.Exhumed","The.Bishop.s.Legacy","The.Mentor","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
109,"2017-06-19","Legacy","Prophecy",0.53641,0.24,3.24436,3.78231,1,0.27385,0.25,0.56795,0.25,0,0.26333,0.25,4.79,10.2,4.05205,34.72103,5.21179,0.36692,1,4.11462,25,34.35026,1.07308,0.25,2.95179,12.57128,0.26667,0.38128,0.79615,1.22923,32.64,38.1,2.43026,8,12.25077,24.17821,35.01256,1,0.81872,0.79897,0.70795,0.25,1,1.99974,1.59,690.3459,0.62564,75.39667,1.08359,1,2.39667,3.58436,0.25,0.26359,12.94256,0.75128,0.25205,0.29282,0.3659,0.25,0.18692,1.62026,0.36538,0.25,0.25359,1,1,0.27077,0.99256,0.93154,38.40231,43.54205,0.25,0.9859,0.29974,1.29974,0.93538,0.34795,0.73846,0.98077,0.90846,0.3941,0.65641,2,0.25,0.29744,1,0.36333,0.93462,0.27205,1.72103,0.47359,0.25,0.27,NA,1,1,0,19.29,37.33231,0.48179,0.98795,14.41,34.94564,0.62333,2.91718,0.25,0.25,54.17718,0.58,0.54,1,0.25,0.99487,1.8859,1,0.43462,0.23872,0.65051,5,4.94692,2.59487,0,0.71615,0.50513,0,3.05359,2.00641,0.57,1,2,0.74641,0.71513,29.78282,1.07897,8.61128,0.55231,0.25,3,0.90795,0.74641,0.78513,1.99256,5,6.82,0.24282,0.25,4,2,2.53513,0.25,0.43154,2.35974,0.97179,1.33615,1,0.99872,1,0.32692,0.25,0.97385,NA,0.90769,0.68564,0.25,0.25,0.72308,0.74205,2.3,4.70513,0.35667,0.27077,3,0.25,0.38,1,3.04513,15,19.18359,1.89,0.51103,0.26385,0,8.59026,0.25,0.45,0.75,3.62077,2.03615,0.75,0.76872,1.29872,45.01462,0.90667,0.23,0.32308,3.9,2.78,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38051,11.4841,22.06615,32.85,0.4559,0,1,0.36128,0.74769,1
110,"2017-06-20","Legacy","Prophecy",0.32282,0.24744,3.30308,3.92872,0.7359,0.27051,0.24923,0.43333,0.24923,0,0.28718,0.24923,6.66436,10.21923,4.08359,33.52051,6.12026,0.24923,1,4.02692,0,31.68692,1.82487,0.24923,2.66256,11.77897,0.2641,0.24923,0.45641,1.0959,32.54256,33.50744,2.99128,7.35846,20.04641,23.97051,33.55872,1,0.52846,0.71282,0.24923,0.24923,1,2.01795,3.67923,689.44103,0.24923,70.28103,1.23615,0.83385,3,3.74154,0.24923,0.24923,15.52385,0.31103,0.24923,0.24256,0.24923,0.24923,0.16744,1.09564,0.37026,0.24923,0.27949,1,1,0.35385,0.91641,1.5541,38.80154,43.40333,0.24923,0.84538,0.26744,1.33256,0.80282,0.34795,0.41154,0.47462,0.96692,0.50308,0.79692,2,0.24923,0.25692,0.99692,0.34282,1,0.24923,2,0.91205,0.24923,0.27949,NA,1,0.81026,0,19.20231,35.66487,0.25769,1,10.54872,34.1859,0.50487,2.37718,0.24923,0.24923,54.88462,0.57923,0.24923,0.79,0.24923,1,2.41487,0.99333,0.27821,0.24923,0.75077,4.34923,4.68077,2.07564,0,0.82436,0.69795,0.1675,3.00359,2.00077,0.46949,1,1574.10692,0.96821,0.75564,31.13308,1.06256,8.68436,0.72923,0.24923,1.19097,0.90718,0.34051,0.96769,2.12923,5,6.82051,0.24308,0.24923,4,2,2.44923,0.24923,0.4141,2,1,2.43769,1,1,0.99538,0.34718,0.24923,0.24923,NA,0.55231,0.25641,0.24923,0.24923,1,0.77462,2.14063,4.66436,0.43564,0.25769,3.03077,0.24923,0.24923,1,3.46436,15,19.22872,1.89,0.49077,0.2641,0,9.52282,0.24615,0.40077,0.70051,2.96231,2,0.70564,0.95077,1.38359,47.23436,0.79051,0.23205,0.34949,3.60256,1.78615,0.24923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72256,12.83282,23.35692,32.35256,0.65051,0,0.81,0.36949,1,1
111,"2017-06-21","Legacy","Prophecy",0.335,0.24875,3.885,3.84575,0.90975,0.347,0.24875,0.44425,0.24875,0,0.24875,0.24875,7.275,10.09875,8.3125,32.705,5.421,0.25975,1,4,21.01958,30.59625,1.99,0.24875,3.01475,12.63175,0.29375,0.24875,0.431,1.526,31.6175,38.227,3.49075,7.392,15.48675,21.66925,30.85,1,0.605,0.72875,0.24875,0.24875,1,2,4.45,630.06875,0.24975,70.2325,1.212,0.36525,3,3.92875,0.24875,0.24875,20.48725,0.24875,0.25075,0.2465,0.24875,0.24875,0.16,1.40925,0.3465,0.24875,0.33625,1,0.9085,2.84,0.6645,1.513,40.00125,41.28375,0.24875,0.9545,0.30725,1.33775,0.79275,0.27125,0.41375,0.6895,0.994,0.503,0.53075,2.00725,0.24875,0.24875,0.79475,0.58775,1,0.24875,1.923,0.8965,0.24875,0.25375,NA,1,0.26675,0,18.03375,38.6215,0.16,0.94575,13.51,30.435,0.24875,2.84125,0.24875,0.24875,54.875,0.59075,0.24875,0.37,0.24875,0.99925,2.96025,0.89125,0.27625,0.24875,0.479,1.42875,4.35125,2.24575,0,0.89325,0.64175,0.16,3,1.98875,0.45575,1.33225,1281.56025,0.93575,0.94175,29.69,1,8.44075,0.9445,0.33325,1.31425,0.9115,0.24875,1,2.10325,5,33.451,0.24875,0.24875,4,2,2.501,0.25375,0.44375,2.038,1,2.816,1,1.05775,1,0.40925,0.24875,0.24875,NA,0.54875,0.42325,0.24875,0.24875,0.67725,0.72675,4.71364,6,0.79475,0.8165,3.1,0.24875,0.372,1,4.59,15,17.699,2.3045,0.52725,0.34975,6911,8.948,0.24875,0.29375,0.69875,2.643,2,0.701,2.383,1.21525,46.7915,0.62125,0.35875,0.28775,1.024,2.1345,0.24875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75625,10.525,22,31.5845,0.64025,0,0.81475,0,0.973,0.7115
112,"2017-06-22","Legacy","Prophecy",0.33974,0.25,4.52487,3.46795,0.68,0.39692,0.25,0.43615,0.25,0,0.25,0.25,7.74897,10.65513,6.97667,30.21103,5.17769,0.37718,1,4,21.69974,30.4759,1.95231,0.25,3,12.76333,0.2941,0.25,0.44564,1.62462,30.96872,42.83795,3.85103,6.99821,12.2359,19.78128,29.97897,0.89846,0.71154,0.67231,0.25,0.25,1,2,1.6,536.95513,0.25,75.20564,1.01692,0.32179,2.83846,3.86359,0.25,0.25,20.99487,0.25,0.25179,0.24077,0.25128,0.25,0.16,1.51923,0.31769,0.25,0.35923,0.92179,0.79846,2.86231,1,1.26077,43.70154,42.06026,0.25,0.95359,0.34333,1.38923,0.80077,0.25,0.46462,1,0.97103,0.53385,0.40154,1.97692,0.25,0.25,0.88436,0.58923,0.97487,0.25,1.76718,0.66077,0.25,0.25205,NA,1,0.71256,50,9.76154,38.50256,0.16,0.95462,11.91462,30,0.24744,3,0.25,0.25,51.22923,0.64923,0.25,0.38,0.25,0.87462,2.90179,0.97769,0.25,0.24513,0.31667,1.37385,4.35462,2.24769,0,0.82846,0.63872,0.16,3,2,0.59205,0.95615,2.66,0.62872,1,29.62564,1,8.90949,0.50564,0.31,0.93513,0.94821,0.25,1,2.47744,5,66,0.25,0.25,3.74667,2,3.16846,0.25,0.34974,2.61923,1,1.90923,1,1,0.9159,0.48949,0.25,0.25,NA,0.63308,0.48051,0.49359,0.25,0.74692,0.67333,4.1,6,0.8659,0.98769,3.1,0.31308,0.33846,1.04051,4.95256,13.24846,19.04,1.6741,0.48872,0.35154,6904.53333,9.10744,0.25,0.25,0.71333,2.17923,2.42615,0.52154,5.28205,1.14667,48.99256,0.52,0.68385,0.25974,1.04923,3.92282,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94385,10,20.12821,31.85103,0.65,4,0.9241,1,0.66,0.67
113,"2017-06-23","Legacy","Prophecy",0.33825,0.24825,4.94025,3.03125,0.871,0.27025,0.3095,0.4015,0.24825,0,0.24825,0.24825,6.61825,10.45,7.58875,32.56775,5,0.562,1,4,25,30.099,1.5435,0.24825,3,12.02175,0.2525,0.24825,0.303,2.41075,33.394,37.51325,4.2865,6.1855,16.89125,19.3785,29.93825,0.8025,0.51875,0.58875,0.2275,0.24825,1,2,1,516.3225,0.23375,73.327,1,0.29575,2.1,3.274,0.24825,0.25475,20.86325,0.24825,0.24825,0.23425,0.249,0.24825,0.16325,1.2925,0.24825,0.25725,0.40825,0.8925,0.68575,1.849,0.834,1.1545,44.15,44.711,0.24825,1,0.35825,1.5235,0.77875,0.24825,0.51,1.012,0.78875,0.54875,0.37675,2,0.24825,0.24825,0.9025,0.55575,1,0.24825,2,0.7625,0.24825,0.31275,NA,1,0.96275,50,8.00175,33.978,0.17575,0.9985,13.294,29.2965,0.239,2.7635,0.24825,0.24825,50.923,0.9,0.24825,0,0.23325,0.787,2.73075,1,0.2565,0.2245,0.32425,1.418,4.001,2.001,0,0.809,0.964,0.16,3,2,0.7375,1,2.64,0.7175,1,28.68025,1,9.39425,0.4945,0.24825,0.611,0.973,0.24825,0.999,2.51975,5,1,0.24725,0.24825,2.38,1.5375,3.05825,0.17475,0.30575,2.21375,1,3.1835,1,1.026,0.941,0.5545,0.24825,0.285,NA,0.62775,0.58625,0.468,0.24825,0.75925,0.68825,4.1,6,0.84075,1,3.1,0.25275,0.2475,1.251,4.964,10.8515,17.1515,1.604,0.39,0.23225,0,8.33575,0.23075,0.24825,0.9225,2.15675,2.91,0.785,2,1.07975,49.6915,0.52,0.67275,0.54775,1,3.54075,0.24825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9575,10,20.3235,30.28425,0.64325,4,1.168,0,0.652,0.78
114,"2017-06-24","Legacy","Prophecy",0.70897,0.25923,4.91077,3.49154,0.85513,0.24538,0.42154,0.5241,0.24744,0,0.24538,0.28564,6.23949,10.44179,8.86359,30.96128,5.16128,0.61179,0.99615,3.92974,49,30.09103,1.59,0.29026,3,11.96795,0.24538,0.28205,0.37436,2,39.05128,39.35692,4.65667,6.49359,18.68359,18.94949,29.78385,0.99564,0.20692,0.88718,0.14282,0.27846,1,2,1,540.93564,0.21744,73.18718,1,0.32615,2.08718,3.23641,0.26205,0.24872,18.62821,0.28487,0.24538,0.23179,0.24538,0.24538,0.18538,1.63846,0.24538,0.24538,0.95154,0.89615,0.68564,1.53154,0.36974,2.47821,50.79051,44.25795,0.24538,1,0.32128,2,0.78179,0.54333,0.51,1.28128,0.24538,0.88282,0.43,2,0.24538,0.24538,0.95692,0.61359,0.91179,0.27359,2,0.75333,0.24538,0.34744,NA,1,0.51923,50,9.69256,32.56692,0.22744,0.93615,14.26077,28.92795,0.19333,2.74667,0.24538,0.24538,49.92205,1,0.38308,1,0.16897,0.99,2.55974,0.99872,0.26641,0.24128,0.32692,1.40359,2.96128,2.01026,0,0.97692,1,0.15308,3,1.99154,0.67051,1,2.09846,0.85026,1,27.73846,1,9.92538,0.82538,0.25154,0.43718,0.99436,0.24538,0.99333,2.25949,0,1,0.23436,0.24538,2.15,1,3.33538,0.15718,0.29359,2.38256,1,2.52846,0.92462,0.92564,0.99538,0.58718,0.24538,0.35718,NA,0.63077,0.66564,0.64641,0.24538,0.62513,0.68538,4.1,5.86256,0.75692,1,3.01795,0.24538,0.25385,1.78744,3.96769,10.30179,18.18051,1.64692,0.56487,0.20641,6187.25,8.88564,0.24513,0.31487,0.93,2.24462,2.1841,0.8859,1.33846,0.96103,50,0.52,0.65359,0.64205,1,3.31462,0.24538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89385,10,19.46,29.62359,0.65231,4,1.24,0.37667,0.66308,0.83077
115,"2017-06-25","Legacy","Prophecy",5.0785,0.37025,4.33325,3.8355,0.89575,0.24025,0.476,0.47825,0.24025,0,0.24025,0.3825,6.997,11.36,11.76,30.30075,5.381,0.74075,1,3.29825,45.8725,30,1.2655,0.5025,2.576,12,0.25425,0.64025,0.28975,1.46625,25.58,37.81125,4.743,6.3685,18.61425,19.12725,29.9055,0.9785,0.22725,0.78175,0.1625,0.30225,1,2,1,436.3355,0.201,74.69325,0.897,0.243,2.3055,4.576,0.31625,0.25225,15.3295,0.3435,0.24025,0.2255,0.24025,0.24025,0.468,1.986,0.51025,0.24025,0.641,0.878,0.727,1,0.3705,3,61,42.85325,0.24025,1,0.428,2,0.778,0.99,0.573,2.538,0.24025,0.657,0.4925,2,0.24025,0.24025,0.83675,1,0.4215,0.41375,1.64875,0.63125,0.24025,0.25825,NA,1,0.40775,37.4685,10.83,31.03775,0.177,0.4065,17.19525,27.541,0.213,2.4185,0.24025,0.24025,41.9965,1.425,0.997,1,0.24025,0.55525,2,1,0.27675,0.24025,0.32025,1.33725,2.996,2.00375,0,0.976,0.7245,0.16625,3,1.993,0.699,0.826,2,0.958,1,28.20475,1.112,8.79825,0.82425,0.312,0.32025,0.99375,0.24025,1,2,0,1,0.232,0.24025,0,1,4.0695,0.15375,0.3975,2.004,1,1.5515,0.814,0.7645,1,0.48175,0.21025,0.79925,NA,3.355,0.991,0.66,0.24025,0.3025,4,4.157,5.716,0.33725,1,3,0.2615,0.2715,2.23975,3.771,10.22725,15.76525,1.80375,0.5915,0.2165,5824.34118,7.98225,0.24025,0.291,0.92,2.403,2.258,0.85375,1,0.92825,50,0.52,1,0.598,1.1035,3.46975,0.24025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31875,10,40,28.82325,0.495,4,2.409,0.37,0.66,0.8685
116,"2017-06-26","Legacy","Prophecy",3.00462,0.35949,4.19846,3.86564,1,0.24718,0.67256,0.49436,0.24795,0,0.24718,0.56026,6.66692,12.54615,11.68692,31.24923,4.78359,0.44487,1,3.54,40.33333,29.84462,1,0.50667,2.88641,12,0.25923,0.40949,0.24718,0.74769,18.53385,34.4241,4.51128,5.8,17.07564,19.22846,29.53513,0.92154,0.22154,0.79282,0.16436,0.44026,1,1.99744,1,554.39308,0.18718,73.87462,0.92795,0.24718,8.55179,4.35282,0.33103,0.26051,15.08667,0.31333,0.24718,0.2341,0.24718,0.24718,0.9959,1.92436,0.64487,0.24718,0.97,0.70872,0.61205,1,0.39949,3,60.4359,39.96821,0.24718,0.99692,0.4341,2,0.7668,1,0.34,2.89615,0.27308,0.49564,0.35769,2,0.24718,0.24718,1,0,0.24897,0.74077,1,0.55564,0.24718,0.24718,NA,1,0.25256,22.49974,10.83,29.53564,0.14359,0.27,20,24.28436,0.48051,2.74179,0.24718,0.24718,34.79821,2,1,1,0.24718,0.61564,1.99692,1,0.29744,0.24718,0.29487,1,2.89487,2,0,0.89769,0.69718,0.18821,3,1.89641,0.73897,0.71,2,0.98897,1,28.60359,1.08,8.81872,0.97487,0.45949,0.31974,0.67974,0.2541,1,1.61051,0,1,0.21821,0.24718,0,1.04821,3.73462,0.17692,0.45154,2.08051,1,0.88923,0.86,0.98821,1,0.54795,0.22026,0.91872,NA,4.12,0.97846,0.94333,0.24718,0.33,3.56923,4.26333,5.47231,0.25538,1,0,0.30718,0.27231,2.89692,3.77282,10.58385,16.75385,1.01949,0.45308,0.06462,4645.28744,7.21769,0.24718,0.24718,1,2.28923,1.49615,0.88231,0.78769,0.90846,50,0.476,1,0.51846,1.50333,2.56821,0.24718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25128,10,39.44615,26.22795,0.5459,4,2,0.35769,0.60641,0.81949
117,"2017-06-27","Legacy","Prophecy",1.01026,0.37179,4.75205,3.53308,0.98795,0.24744,0.77128,0.34692,0.27692,0,0.24821,0.74256,5.88436,8.45462,11.19,34.42923,4.40051,0.51487,0.98513,3.9541,39.2,29.29385,1,0.52821,2.08359,12,0.30256,0.39615,0.25538,0.73333,22.36615,36.28974,3.78846,6.02744,13.82103,19.47282,27.60615,0.95179,0.26359,0.59308,0.14795,0.41487,1,2,1,683.44487,0.23128,69.62179,0.99564,0.24744,6.12308,4.1341,0.32077,0.28385,15.23897,0.24744,0.24744,0.23769,0.24744,0.24744,0.94487,1.90872,0.65308,0.24744,0.99026,0.60436,0.50513,1,0.55436,3,60,39.98,0.24744,1,0.43872,1.96,0,1,0.45462,2.23051,0.24744,0.4659,0.35103,2,0.24744,0.42641,1,1,0.27359,0.99462,1.16179,0.52923,0.24744,0.24744,NA,0.89026,0.44795,22.18615,10.83,30.44718,0.15897,0.27564,20,25.32846,0.92385,2.32231,0.24744,0.24744,35.39744,2,0.91231,1,0.24744,0.5241,1.92513,1,0.32974,0.24744,0.24744,1,2.82846,2,0,0.90231,0.69744,0.19026,3,1.93615,0.24744,0.32821,2,0.93333,1,28.81282,1.15667,8.95744,0.86821,0.54462,0.33538,0.43513,0.26154,1,2.00231,0,1.04103,0.24744,0.24744,0,1.49462,2.74,0.19436,0.47923,2.02,1,1,0.73077,1,1,0.82462,0.24744,0.96769,NA,2.06051,0.99077,0.40359,0.24744,0.24744,2.67154,4.38692,5,0.36385,1,0,0.35128,0.24744,2.58462,3,10,15,1,0.52205,0.07846,4284.34615,8.06231,0.24744,0.3341,1,3.00692,1.58026,0.88205,0.17385,0.91692,49.69795,0.36,1.05615,0.24744,1.59,2.42231,0.24744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41359,7.96462,38.56051,28.92282,0.60282,4,2,0.35103,0.41718,0.85821
118,"2017-06-28","Legacy","Prophecy",1,0.878,4.86125,3.1935,0.841,0.25575,0.71775,0.397,0.4055,0,0.25875,1,6.704,8.1,11.39925,34.66825,4.79175,0.48775,0.92525,3.931,39.2,28.83775,1.2065,0.4045,2.746,12,0.45775,0.4045,0.2695,0.613,13.30775,35.978,3.018,5,13.62075,19.80425,26.837,0.9955,0.189,0.79225,0.16375,0.614,1,1.722,1,657.00625,0.24775,68.001,1.015,0.255,2.8,4.005,0.29025,0.30175,17.32825,0.26975,0.25575,0.24275,0.25575,0.2545,0.32575,1.5725,0.43525,0.251,0.9765,0.6195,0.552,1,0.53,0,60,40.12925,0.247,0.76125,0.433,1.989,0,1,0.48125,2.96,0.301,0.39125,0.727,1.77775,0.25575,0.44725,1,1,0.2755,1,1.2245,0.4755,0.25575,0.32875,NA,0.8535,0.81975,22.29775,10.764,32.56575,0.15,0.31075,19.7905,24.994,0.88125,2.94975,0.24675,0.25575,38.2105,1.1,0.46125,1,0.2455,0.39525,2.06225,1,0.24625,0.25575,0.25575,1,2.85,2,0,1,0.71025,0.2,3,1.99075,0.25575,0.331,2.06,0.88625,0.95075,28.40325,1,8.7145,0.737,0.56425,0.372,0.44725,0.279,0.96125,1.85725,0,1.031,0.25375,0.255,30,1.71,3.31675,0.2045,0.34025,1.7885,1,1,0.46525,1.0575,1,0.8005,0.25225,0.97,NA,4.76,0.8885,0.342,0.25575,0.27925,1.2085,4.38,5,0.5645,1,0,0.4155,0.25575,2,3,10,15.59725,1.11375,0.34225,0.1,4071,8.91675,0.25575,0.6225,1,1.971,1.60525,0.86725,0.17475,0.98825,48.29725,0.36,1.12,0.25575,1.57,2.3875,0.25575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5155,7.62,35.99,28.6805,0.6495,4,2,0.36,0.322,0.9475
119,"2017-06-29","Legacy","Prophecy",1,0.90744,4.29795,3.27026,0.95538,0.24,0.8659,0.34897,0.36026,0,0.36,1,6.82795,11.65385,10.99641,35,5,0.40974,0.91154,3.62,37.10154,30.15051,1.59,0.38308,2.77718,11.63538,0.76692,0.38615,0.30974,0.70769,18.33256,36.95462,2.85692,4.81179,13.90179,19.42744,26.88436,1,0.15487,0.8159,0.14,0.97744,1,1.94872,0.96795,577.66718,0.30513,61.23026,1.22436,0.24,2.8,4,0.35436,0.41282,18.04846,0.27282,0.24,0.23205,0.24,0.24,0.32513,1.67769,0.28128,0.24231,0.98718,0.6141,0.75795,1.08256,0.64872,0.72,60,43.42231,0.24,0.58282,0.32667,2,0,1,0.44744,2.81487,0.45256,0.24,1.9659,1.00333,0.24,0.46231,1,1,0.28667,0.90487,1.34949,0.68692,0.28128,0.35744,NA,0.85385,0.71872,22.81154,9.25231,30.36385,0.14436,0.24,20,25,0.82692,3,0.24,0.24,39.41513,1.1,0.42615,1,0.24,0.38231,2,1,0.27103,0.24,0.43436,1,2.78846,2.1059,0,1,0.6859,0.20769,3,2,0.24,0.24,2.02308,0.88,0.81872,28.47641,1.45744,6.15385,0.80897,0.7941,0.75128,0.42513,0.27,0.93077,2.60513,0,0.95026,0.24,0.25333,28.84615,1.85103,4.01692,0.21615,0.34641,1.62821,1,1,0.46564,1,1,0.76333,0.24,0.99538,NA,4.76,0.88308,0.31718,0.24,0.27026,1.17,3.51564,5,0.35179,1,0,0.42769,0.31821,2.02513,3,10,17.83077,1.49,0.55872,0.1,0,9.74744,0.24,0.79615,1,1.60385,1.73128,0.82744,0.19,2.77154,49.88615,0.36,1.21026,0.24,2.4041,2.26487,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63923,8.06179,32.90538,29,0.68359,4,1.1,0.36,1.23667,1
