"Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe","NA."
2018-03-05,"Standard","Essence",11.76868,2,12.22094,2,5,10.03698,3,10.06547,2,8.39151,5,3.66415,14,1,5,1.9466,2,4.21811,9.38075,11.31151,49.4366,115.52453,39.57264,76.67321,0.31,0.31,0.31,0.31,0.31151,0.31,0.31,0.31,1.72189,1,0.72189,1,0.61849,1,1,0.99887,1,0.51434,1,1,1,1,0.86679,1,0.31774,0.83283,0.83642,1,1,3.12528,1,4.86962,1,1.96604,3,3,3.78094,1,2.72981,1.23358,3,4.15849,1,1.28264,1,1,2.90453,2.2166,2.98057,0.96283,0.51472,0.99811,0.53623,0.50981,0.57019,0.49925,0.31,0.50132,0.43189,0.95736,0.38057,0.31,0.51472,0.99321,0.62,0.87566,0.31,0.69962,0.31,0.44906,0.40604,0.31,0.32604,0.36509,0.31094,0.31,0.53302,0.31,0.31,0.31,0.38585,0
2018-03-06,"Standard","Essence",10.73189,2,12.35453,2,5,10.18528,3,9.70321,2,9.81434,5,3.61604,14,1.00585,5,1.84717,2,4.49075,9.18642,12.71415,50,107.04962,39.41755,75.72226,0.30302,0.30302,0.4083,0.30302,0.44453,0.30302,0.30302,0.33491,2,1,0.7083,1,0.53887,1,1,0.97623,1,0.50509,1,1,1,1,0.86377,1,0.46434,0.93208,0.92491,1,1,2.84019,1,4.57283,1,1.9917,3,3,4.08453,1,2.54491,1.01868,2.94906,3.50604,1,1.49,1,1,2.50151,2.84679,3.01075,0.98566,0.54491,0.92755,0.35962,0.45283,0.51849,0.39377,0.30302,0.49943,0.30302,0.98038,0.45755,0.31189,0.55962,0.98491,0.60604,0.90189,0.31623,0.9183,0.30302,0.50736,0.44849,0.30302,0.38245,0.42226,0.32321,0.30302,0.84434,0.30774,0.30302,0.33585,0.37698,0
2018-03-07,"Standard","Essence",9,2,11.98415,2,4.95358,10.78302,2.98717,9.95509,2.29396,9.62868,5,3.14434,13.88358,1.20245,5,1.29717,2,4.87755,9.75698,11.82321,53.42698,78.30019,38.7417,76.90547,0.33057,0.30057,0.80585,0.3,0.53774,0.30755,0.3,0.3,1.94151,1,0.83377,1,0.51491,1,1,0.96132,1,0.40358,1,1,1,1,0.70755,1,0.3,0.77189,0.96604,1,1,4.73434,1,4.37075,1,2.45943,3,3,4,1.03925,2.07132,1.54962,3,3.39925,1,2.2266,0.99943,1.41811,1.68679,2.95774,3.1266,1,0.56132,0.95094,0.3,0.37642,0.78,0.3,0.3,0.58698,0.31453,1,0.49208,0.4283,0.68245,0.95283,0.6017,0.95075,0.3,0.97189,0.3,0.3,0.61396,0.3,0.3,0.3,0.34226,0.3,0.98321,0.37453,0.3,0.35717,0.34774,0
2018-03-08,"Standard","Essence",8.55075,2,11.81774,2,3.80113,10.8183,3.07,10,2.47208,9.39491,5,3.37698,13.04075,1.31057,5,1.07491,2,4.92189,9.29679,10.89208,51.02415,60.87151,37.21604,76.47377,0.79358,0.48755,0.91604,0.30189,0.64811,0.85472,0.30189,0.30189,1.24358,1,0.92226,1,0.42698,1,1,0.94887,1,0.42189,0.98472,0.79679,1,1,0.66057,1,0.30189,0.90981,0.61434,1,0.99415,4.68057,1,4,1,1.3766,2.99962,3,4,1.20509,2.07642,1.01453,3,2.7766,1,1.68038,0.99491,1.01415,1.84019,3,2.90698,1,0.6034,0.96226,0.30189,0.43906,0.64264,0.30189,0.30396,0.74358,0.41094,1,0.71566,0.41,0.85528,0.9883,0.75321,0.99962,0.31509,1,0.30189,0.47189,0.91679,0.30189,0.30189,0.43151,0.49377,0.39075,1,0.41189,0.30189,0.88358,0.53642,0
2018-03-09,"Standard","Essence",8.18962,1.94423,12,1.68192,2.95635,10.77885,3.57192,9.36538,2.24,6.5675,5,3.94058,12.06308,1.48673,5,0.66558,2,4.99308,7.07673,9.34404,53.30404,61.71673,34.69442,84.37423,0.7475,0.69519,0.625,0.29558,0.70212,1,0.29558,0.3775,1.87769,1,0.76442,1,0.36154,1,1,0.79154,0.99942,0.56654,0.91885,0.59481,0.99385,0.99865,0.88365,1,0.3625,0.99673,0.83462,1,0.99308,2.97615,1,4.0225,1,1,2.79923,2.92115,3.75865,1.44269,2.46365,1,2.83558,2.16423,1,1.57962,0.99519,1.11462,1.22788,3.06231,4,1,0.79058,0.92692,0.34596,0.35962,0.36923,0.29558,0.46904,1,0.32308,0.58135,0.78308,0.57712,1,0.98846,0.40308,1,0.29558,0.64135,0.29558,0.72,0.85558,0.32519,0.30115,0.60577,0.52654,0.60442,1,0.61846,0.54808,1,0.49346,0
2018-03-10,"Standard","Essence",7.89942,1.51077,11.96212,1.07288,2.49615,10.83615,3.24596,8.29404,1.22288,5.50038,4.47712,3.55135,9.96038,1,4.76231,0.88058,1.77865,4.12885,4.97981,9.38385,52.045,65.08365,38.14327,93.27788,0.87038,0.88846,1,0.49481,0.95904,1,0.47115,0.5625,1.66942,0.99923,1,1,0.33,1,1,0.97519,1,0.75442,1,0.97654,1,0.96692,0.99981,1,0.88462,1,1,1,1,1,1,3.91981,1,1.07385,1.02154,2.17846,2.02308,1,2.97462,1,1.37769,1.21423,1,1.33942,1,1,1,3.30442,4,0.98885,1,0.97827,0.92846,0.90346,0.46981,0.30231,0.99096,1,0.48481,0.92462,0.96769,1,1,1,0.68923,1,0.36346,1,0.35692,1,0.99019,0.67846,0.63154,0.85038,1,1,1,1,0.98154,1,0.72423,0
2018-03-11,"Standard","Essence",9.21962,1,11.15654,1.00538,2.62904,11.0725,4,10.13077,1.79154,7.05885,3.43962,3.76038,10.01192,1,4.17269,0.99904,1.23962,3.905,4.91019,11.63558,54.74654,69.19596,34.53385,82.70615,0.99154,0.44385,1,0.63519,1,0.9825,1,0.48212,1.26212,1,1,1,0.30327,1,1,1,1,0.98923,1,1,1,0.81808,1,1,0.45981,0.74596,1,1,1,1.00538,1,3.58731,1,1.55692,1.09192,1.39308,1.99135,1.03308,2.99692,1,1.05096,1.345,1,1.92212,1,1.06558,1,2.83538,4,0.94981,1,1,0.99173,1,0.99558,0.37096,1,1,0.72827,1,1,1,1,1,1,0.91442,0.71423,0.99846,0.95327,0.94635,0.78423,0.98577,0.94596,0.62827,0.8275,1,1,1,0.76231,1,1,0
2018-03-12,"Standard","Essence",9.47615,1.12231,12.20404,1.06769,3.23423,11.45308,3.95731,11.14808,1.66865,6.54096,3.55923,4.01962,10.3775,1,4.35231,1,1.97269,4.15635,6.08404,12.02462,55.295,76.65865,40.19269,91.07942,1,0.31577,0.97827,0.32481,0.9625,0.82192,0.76788,0.37346,1.43769,1,1,1,0.3,1,1,1,1,1,1,1,1,0.9125,1,1,0.60231,0.67808,1,1,1,1.28885,1,4,1,1.70712,1.33385,1.60788,2,1.00923,2.94423,1,1,1.78788,1,2.22212,1,1,1,2.84577,3.34885,1,1,1,0.83077,1,0.89231,0.44558,0.99154,1,0.63615,1,0.98173,0.97788,1,1,1,0.48212,0.40904,0.94115,1,0.33346,0.34577,1,0.98327,0.39635,0.30308,0.955,1,0.89269,0.5375,0.87077,1,0
2018-03-13,"Standard","Essence",8.7,1.08,11.98039,1.00471,3.76627,11.16902,3.81569,11.66843,1.62157,6.74157,3.73216,4.26843,11.04333,1.07451,5.09667,1,2,3.00784,7.6398,8.94412,58.77196,93.35294,42.25353,88.23176,1,0.3002,0.80667,0.30451,0.48529,0.93882,0.82784,0.31235,1.63549,1,1,1,0.3302,1,1,1,1,1,1,0.9898,0.99667,0.71922,1,1,0.39098,0.95412,1,1,1,1.48667,1,4.0249,1,1.39059,1.39824,1.43961,1.83353,1.14843,2.54745,1,1,1.54255,1,1.88647,1,1,1,2.84882,2.78118,1,0.97882,1,0.63804,1,0.46529,0.34843,0.94608,1,1,1,0.91804,0.78098,1,0.89804,0.96353,0.35765,0.30373,0.91647,1,0.3002,0.3002,1,0.69471,0.30843,0.3002,0.60725,1,0.32667,0.5751,0.51922,0.90098,0
2018-03-14,"Standard","Essence",12.37059,1.24059,12.08137,1.19529,2.88137,11.48627,4.20745,11.20314,1.92216,6.35647,4.3798,4.97235,11.52529,1.46157,6.47098,1,2,3.28824,6.33549,9.77314,56.78647,92.43373,39.91137,79.77882,0.92608,0.3002,0.80255,0.30608,0.21804,1,0.71353,0.34882,1.2949,1,1,1,0.57725,1,1,1,1,1,1,1,1,0.95137,1,1,0.87059,0.98275,1,1,1,1.79137,1,2.73922,1,1.1702,1.61353,1.10608,2.17627,1.31745,2.07353,1,1,1.45667,1,1.16157,1,1,1,2.41941,2.51922,1,1,1,0.46333,1,0.46745,0.64824,0.98059,1,0.99137,1,0.98471,0.30451,0.95863,0.94333,0.99961,0.3151,0.3002,0.6698,0.9851,0.3002,0.29941,0.99922,0.94667,0.35137,0.3002,0.44392,1,0.33157,0.56294,0.71255,0.51725,0
2018-03-15,"Standard","Essence",14.38736,1.2883,11.98717,1.35868,2.90623,12.10755,6.20736,12.58434,2.67774,6.64849,4.97623,4.9434,10.00038,1.90302,7.20321,1,2.08849,3.35717,6.17075,12.75226,55,107.08,39.99906,81.05547,0.64094,0.29774,0.86547,0.35358,0.37057,1,0.64113,0.3434,1.57755,1,1,1,0.52434,1,1,1,1,1,1,1,1,1,1,1,0.9983,1,1,1,1,2.97981,1,1,1,1.99906,1.99509,1.13868,2.90623,1.61415,1.3034,1,1.55113,2.05755,1,2.17396,1,1,1,2.20245,3.42358,1,0.99132,1,0.40358,1,0.4783,0.70094,0.99962,1,1,1,0.87849,0.3,0.91151,0.85377,0.98868,0.3434,0.35208,0.4083,0.84528,0.3,0.30208,1,0.92453,0.34019,0.3,0.38472,0.9217,0.46245,0.43981,0.72094,0.26849,0
2018-03-16,"Standard","Essence",11.37549,1.22412,11.09608,1.55373,2.97765,11.5702,6.48745,11.04941,2.30824,6.97765,4.37667,4.76275,9.44412,1.69941,8.84275,1,3.03961,3.11039,7.75843,11.87922,53.06863,118.82529,39.94961,86.68353,0.69824,0.30216,1,0.60431,0.72059,1,0.69216,0.51569,1,1,1,1.00157,0.46157,1,1,1,1,0.81275,1,1,1,1,0.98039,1,1,0.90529,1,1,1,3.27196,1,1.21667,1,2.04118,2.04314,1.7802,3.50176,1.82059,1.39588,1.31941,1.36137,2.22725,1.21804,2.26784,1,1,1.02333,2.16373,4,1,0.96863,1,0.30216,1,0.91765,0.99863,1,1,0.99353,1,0.82627,0.30216,0.91882,0.98373,0.93569,0.56275,0.60118,0.37471,0.63412,0.30216,0.30216,1,0.96686,0.5198,0.30216,0.48745,0.80902,0.98078,0.64078,0.66588,0.34608,0
2018-03-17,"Standard","Essence",13.88784,2.24333,11.71961,1.73078,4.14451,10,7.49922,11.01882,2.95588,7,4.66471,4.88804,9,1.98863,10.03471,1.34667,4.52627,4.55922,10,12.08882,56.47255,103.24216,38.72275,87.22549,0.52137,0.3098,1,0.57725,0.53961,1,0.64961,0.41314,1.3602,1,0.98451,1.23196,0.60824,0.81569,0.84392,0.81275,1,0.65706,1,0.96157,0.97667,1,0.66549,1,0.99824,1,1,0.97373,1,4.33569,1,3.52784,1,2,2.4898,2.00412,4.08922,2,1.95922,2,2.71471,3.53843,1.67255,3.45471,1,1.14353,1.25412,2.64039,3.91059,0.83725,0.93725,0.99784,0.3098,1,0.99667,0.94451,0.95294,0.86922,0.99176,0.88627,0.44627,0.31412,0.69059,0.78157,0.54569,0.58902,0.57196,0.48314,0.43314,0.3098,0.3098,0.95529,0.9598,0.46902,0.32294,0.33137,0.86686,1.03961,0.51647,0.61431,0.3098,0
2018-03-18,"Standard","Essence",14.88176,2.13549,11.97843,2,4.3149,10,6.57863,10.97196,3.03373,7.01137,5.01196,5.22333,9.14627,2,9.31784,1.8002,4.95725,4.90922,10,11.63902,59.36078,157.11039,38.80471,86.29,0.52431,0.31,0.98118,0.45392,0.55059,1,0.59118,0.31,1.55275,1.06255,0.86549,1.31882,1,0.56784,0.97706,0.61804,1,0.42529,1,0.81294,0.99137,1,0.84745,1,0.61078,1,1,0.98275,1,4.54627,1,4.9998,1,2,2.90039,2.01176,4.05353,2,2,2,2.99706,4.46745,1.8849,3,1,1.83549,1.23706,3.43176,3.77569,0.74824,0.73529,1,0.31,0.59647,0.72902,0.75059,1,0.55922,0.77235,0.55059,0.32647,0.31,0.61412,0.84608,0.59039,0.61314,0.32569,0.58294,0.31235,0.31,0.31,0.55353,0.65843,0.36098,0.40529,0.32333,0.82843,0.98294,0.38078,0.58804,0.31,0
2018-03-19,"Standard","Essence",14.95231,2,14.44115,2,4.30212,10,6.2225,11,3.01327,7.74654,5.13404,5.75827,9.99385,2,8.79654,2,4.53808,3.82904,10,11.67192,58.2025,154.68673,40.03442,90,0.5175,0.31,0.49788,0.35923,0.43173,1,0.75212,0.31,1.5,1.04231,0.62981,1.23942,1,0.39308,1,0.74077,0.98462,0.31,1,0.955,0.9825,1,0.54365,1,0.31,1,1,0.83577,1,4.65058,1,4.93288,1,2,3.02212,2.04481,3.92462,2,2,2,2.99942,4.36673,1.63135,3,1,2.04865,1.3275,3.72981,3.75827,0.51058,0.66231,1,0.31,0.31808,0.45981,0.425,0.99519,0.53923,0.35808,0.50038,0.31,0.31,0.45923,0.69269,0.49692,0.66019,0.32519,0.55692,0.31077,0.31,0.31,0.39462,0.53654,0.31,0.68788,0.37635,0.55423,0.7075,0.37173,0.53096,0.31,0
2018-03-20,"Standard","Essence",14.903,2,15,2,4.4758,10,6.039,11,3.1372,8.8684,5,6.4976,9.692,2,6.9826,2,4.2502,5.4706,10,12.1286,52.7022,162.6276,47.4862,89.991,0.4586,0.3588,0.35,0.2526,0.31,0.866,0.6272,0.31,1.092,1.3944,0.6118,1.1078,0.9728,0.31,0.9736,0.7914,0.9682,0.3894,0.9892,0.3574,0.8612,1,0.3432,1,0.3972,1,1,0.6854,1,5.0108,1,4.775,1,2,2.9324,2,4.5736,2,2,2,2.9978,5.0334,1.301,3,1,2.006,1.0064,3.822,3.89,0.315,0.3948,0.768,0.31,0.31,0.7534,0.5804,0.982,0.4018,0.4096,0.3412,0.31,0.399,0.318,0.6368,0.3196,0.541,0.3284,0.4136,0.31,0.31,0.31,0.4632,0.3888,0.3118,0.564,0.314,0.561,0.7,0.3576,0.449,0.31,0
2018-03-21,"Standard","Essence",14.28157,2,15,2,4.89941,10.00471,6.23745,10.91098,3.14353,8.65314,5.05627,6.65784,9.52706,1.80098,6.98843,2,4,5.08275,9.96392,14.57059,59.76412,200.90373,46.67275,84.73843,0.62078,0.57569,0.49059,0.31,0.31,0.69569,0.67882,0.31,1.9998,0.71431,0.58627,1,0.95902,0.36216,1,1,0.96863,0.65922,0.99725,0.6851,0.49745,1,0.42549,1,0.51804,1,1,0.70882,1,5,1.0151,4.97529,1.15843,2,2.72,2.19333,6.78471,2,2,2,3.28902,4.92922,1.31843,3,1,2.25059,1.32451,4.11157,4,0.36216,0.52098,0.99667,0.31725,0.31,0.61706,0.57059,1,0.40608,0.54255,0.36059,0.31,0.55373,0.34137,0.65804,0.31941,0.63627,0.31,0.40275,0.31078,0.31,0.31,0.5402,0.36843,0.31,0.55725,0.31804,0.54686,0.99882,0.42569,0.56922,0.31,0
2018-03-22,"Standard","Essence",12.96176,2,15,2,9.0151,10,6.34961,10.16,3.0402,10.06039,5.43118,6.24824,9.57176,1.5498,5.71373,2,4.22804,4.97078,9.9998,15,59.09314,236.73314,41.66412,85.65922,0.69471,0.6349,0.35882,0.31,0.31,0.57255,0.4398,0.31,1.35549,1.08235,0.55922,1,0.96039,0.60059,1,1,1,0.91314,1,0.80882,0.43549,1,0.52941,1,0.52725,1,1,0.59784,1,5.16314,1.3798,4.93176,1.74255,2,2.30529,2.71098,6.53706,2,2.03373,2.12765,3.98392,4.48686,2,3.01647,1.04392,3,1.86471,4.98608,3.83686,0.34667,0.52882,0.79941,0.33078,0.31706,0.57059,0.37725,1,0.35451,0.49,0.51373,0.31,0.55098,0.35216,0.6298,0.31765,0.75,0.31,0.43196,0.31784,0.31,0.31,0.52569,0.33157,0.31,0.3102,0.31,0.68235,0.86647,0.34196,0.55333,0.31,0
2018-03-23,"Standard","Essence",13.1216,2,15.1286,2,9.793,10.2294,7.0078,11.6652,3.0048,10.9732,5.0578,7.5762,10.5266,1.9904,5.4796,2,4.9812,5,10.0056,15,58.6118,283.6386,43.6306,91.242,0.975,0.568,0.4796,0.393,0.3954,0.6388,0.7594,0.313,2,1.6696,0.5766,0.98,0.8528,0.8156,1,1,1,0.9258,1,1,0.6138,1,0.5372,1,0.5116,0.9344,1,0.7492,0.9992,6.7296,1.1888,4.3478,1.5952,2,2.6456,2,3.476,2,2.3628,2.966,3.859,3.2472,1.9992,3.3718,1.09,3,1.659,4.7318,3.1078,0.5706,0.4348,1,0.6896,0.4696,0.6946,0.386,1,0.527,0.429,0.5124,0.313,0.5192,0.4614,0.5356,0.5558,0.7452,0.313,0.619,0.3886,0.3526,0.313,0.6788,0.3578,0.318,0.425,0.313,0.878,0.9236,0.3842,0.7086,0.6084,0
2018-03-24,"Standard","Essence",14.7438,2,15.8124,2,9.9758,10.3788,7.19,13.6436,3.7408,9.9656,5,7.9648,10.8366,1.8146,5.9022,2.0232,4.2694,5,10.1786,14.9414,55.4116,269.6762,45.5224,106.3806,1,0.3112,0.5194,0.3342,0.3464,0.505,0.3684,0.3106,1.9896,1.007,0.6348,0.7984,0.5706,0.3486,1,1,0.9802,0.6682,1,1,0.5636,1,0.589,1,0.538,0.573,0.973,0.5482,0.8604,6.6178,1.3908,4.0036,1,2,1.5336,1.9964,3.247,2,2.486,3.2442,3.3818,4.1014,1.3138,3.7878,1,3,1.6146,4.3702,3.198,0.355,0.3272,1,0.806,0.5344,0.8156,0.372,0.9966,0.571,0.3144,0.6236,0.3106,0.3106,0.326,0.4084,0.4228,0.5838,0.3108,0.969,0.3106,0.5474,0.3106,0.8772,0.3106,0.4386,0.3712,0.3106,0.703,0.5622,0.3154,0.6568,0.5846,0
2018-03-25,"Standard","Essence",11.47286,1.8051,14.23612,2,8.97531,10.02959,6.70061,14.02918,3.68755,9.99347,5.07592,6.99857,9.88041,1,6.33449,2.52347,3.64286,4.67,8.84327,12.48551,55.63857,264.07061,48.09102,97.5298,0.99857,0.32306,0.54102,0.46776,0.35408,0.48184,0.31551,0.31755,1.97245,0.94224,0.69551,0.47714,0.54857,0.61102,0.91857,1,0.84531,0.65184,1,1,0.53102,1,0.7149,1,0.84082,0.99408,0.6349,0.67041,0.6298,8.70959,1.6102,4.10776,1,2.10816,1.31612,2,6.29245,2.10143,3.30796,3.34673,3.68388,3.77673,1.05878,4,1,2.91837,1.60755,4.71265,4.06755,0.50184,0.34367,0.74714,0.96265,0.31551,1,0.51204,0.57143,0.65102,0.33224,0.5798,0.31551,0.31551,0.3449,0.91837,0.3451,0.65776,0.48939,0.67714,0.33469,0.61878,0.47571,0.89245,0.32388,0.32918,0.43143,0.40388,0.62898,0.49429,0.34653,0.85531,0.3598,0
2018-03-26,"Standard","Essence",9.85471,1.80706,14.27588,2,7.01686,10,5.68902,14.82706,3,9.59588,5,5.96706,9.75588,1.05373,5.65157,2.12157,3.66235,4.56941,5.52,10.19333,53.32314,260.04627,54.77745,89.4251,0.92255,0.47392,0.84725,0.5498,0.72451,0.54667,0.31235,0.40588,2,1,0.88431,0.85667,0.57725,0.8498,1,1,0.5398,0.77059,0.69137,1,0.86804,1,0.91216,0.9949,0.99392,1,0.98353,0.8698,0.96725,9.95373,1,4,1,1.98039,2.34275,2,7.32471,2,4,2.70569,3.89804,4.14745,1,4.34176,1,2.28353,1.84667,5,4.96824,0.77961,0.44667,0.71804,0.96922,0.39941,0.71686,0.4949,0.58137,0.53118,0.46647,0.85804,0.37725,0.34137,0.40353,1,0.46157,0.72804,0.49176,0.37216,0.47176,0.40412,0.73804,0.77745,0.31235,0.33157,0.31961,0.90196,0.32059,0.48667,0.87529,1,0.3851,0
2018-03-27,"Standard","Essence",10,2.36196,15,2,7.15098,10,5.52863,13.70706,3.00118,8.37353,5,4.30588,12.08647,1.30176,6.39843,2.30471,3.68608,5,9.02961,11.4751,53.03098,279.27863,56.99451,91.97882,0.89667,0.50863,0.79706,0.59235,0.76412,0.53882,0.3102,0.40373,2,1,0.50118,0.75863,0.76294,0.7702,1,1,0.84765,0.68882,0.37529,1,0.83412,1,0.90549,1,0.95843,1,1,0.78725,0.90725,10.29118,1,4.39176,1,1.53824,3.14824,2,6.99255,2,4.04,1.77667,3.88961,3.11608,1.12882,4.27569,1,2.91961,2,4.16922,5.41529,0.8349,0.41373,0.35373,0.95706,0.43235,0.46255,0.36725,0.60216,0.54176,0.32392,0.58098,0.51451,0.3102,0.48098,1,0.52686,0.79882,0.63902,0.53216,0.54529,0.33961,0.97843,0.81176,0.28216,0.51529,0.40118,1,0.42176,0.52765,0.41373,1,0.39667,0
2018-03-28,"Standard","Essence",10,2.0149,14.25412,1.75451,6.47157,10,5,14.31863,3,8.34255,5,4.04902,8.33098,1.0202,5.83902,2,3.93118,4.93765,10.07686,10.64804,54.77961,271.12941,55.96059,89.06882,0.74059,0.43118,0.62588,0.53078,0.47961,0.40686,0.31039,0.32471,2,1,0.36588,1,0.48824,0.65784,1,1,0.94235,0.48961,0.40275,0.9898,0.84275,1,0.75863,1,0.66941,1,0.89098,0.57314,0.63549,10,1,4.86118,1,1.60588,3.98961,2,6.21294,2,5.8551,1.71588,3.86235,3.05216,1.16902,5.38824,1,2.4,2,4.26137,5.83333,0.57314,0.37098,0.31039,0.53824,0.43353,0.31039,0.4098,0.54765,0.52941,0.31196,0.80137,0.53314,0.31039,0.4249,1,0.5249,0.40196,0.77431,0.48294,0.36059,0.31196,0.83118,0.81647,0.18627,0.47706,0.32431,0.99216,0.40392,0.54216,0.4298,0.85549,0.38098,0
2018-03-29,"Standard","Essence",10,2.03959,13.56388,1.74531,4.92878,10,5,12.57796,3.2,7.85449,5,4.35,8.97408,1.68347,6.78408,1.62694,4,4.82878,10,11.19327,55.83612,250.79327,59.73735,98.74143,0.62694,0.35327,0.46204,0.46633,0.37592,0.31898,0.31694,0.35286,2.22694,1,0.31694,1,0.3702,0.82,0.93878,1,0.95102,0.99959,0.55,1,0.88857,0.96633,0.46469,1,0.53122,1,0.82224,0.59306,0.72551,9.54857,1,4.78735,1,2.0049,3.47531,2,4.7202,2,3.89776,1.91653,3.09347,3.14673,1.11143,5.33694,1,3.37592,2,4.66735,6.01367,0.41265,0.35327,0.31694,0.32327,0.40184,0.33286,0.32388,0.6402,0.52122,0.34122,0.91408,0.42245,0.31714,0.31694,0.68469,0.42163,0.31653,0.44592,0.3502,0.31531,0.36061,0.40449,0.51102,0.27959,0.32878,0.31694,0.97429,0.31694,0.56061,0.36327,0.57204,0.35776,0
2018-03-30,"Standard","Essence",9.99957,1.81609,10.4937,1.4163,4.71283,10,4.9737,11.15152,3.1387,7.53152,4.60065,3.8137,8.41217,1.21891,5.9213,1.19152,3.31761,4.64891,11.42217,12.6337,58.11,263.03174,57.37326,94.95283,0.33978,0.36174,0.635,0.48022,0.345,0.33196,0.3237,0.33326,1.98891,1,0.31761,1,0.43217,1,0.95109,0.85522,0.965,0.92087,0.49087,0.65739,0.93891,0.79065,0.34261,1,0.54,1,0.87413,0.99978,0.79283,6.77891,1,4.6963,1,2.19065,3.54022,1.91196,3.44283,2,3.52739,1.98174,3.04478,2.57848,1.11304,3.73717,1.00978,2.40435,2,3.72348,5.1713,0.34435,0.54217,0.31739,0.32043,0.49826,0.61522,0.33391,0.48239,0.36326,0.31739,0.72261,0.39043,0.31739,0.42152,0.46609,0.31761,0.35348,0.54652,0.33717,0.30783,0.35957,0.51848,0.35609,0.30543,0.31739,0.31739,1,0.53609,0.42565,0.53826,0.62674,0.38913,0
