"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Blue.Nightmare","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
23,"2018-08-25","Incursion Flashback HC","UniqueJewel",5.61,1,0.96,1,3.24,0.89,0.88615,1,1,1,0.88342,1.01,2.57852,0.89,0.97,0.96,1,1,1,1,1,2.72,3,1,NA,NA,NA,NA,0.98,6.42,0.93,29.22,1,7.23,1,0.82,1,0.27,5.03,1,1,3,1,2.26,0.89932,1,1,0.58,1.92,0.45692,1,113.99,6.8,2.51,12.88,1,1.39,0.7915,1,1,1.35,1,0.41,0.44,3.2,0.44,0.55,1,3,29.72,0.7875,15.05,0.98,1,4.42,1,0.99,1.98,1.19,0.41286,1,0.43,1,0.67,0.93083,1,0.77,0.39,0.81,1,0.99083,55,0,1,147.15,NA,1,490.5,NA,2.66,6.91,3,2.48,1,0.65762,0.86,0.15,90.57,1.2,1,1,0.94,0.44,48.19,85,0.84,1,0.87,NA,49.05,0,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-08-26","Incursion Flashback HC","UniqueJewel",5.12,1,1,1,3.24,1,1,1,1,1,1,2.72,2,1,1,1,1,1,1,1,1,2.44,3.59,1,NA,NA,NA,NA,1,5.96,1,47.754,1,3.88,1,0.95,1,0.79,4.53,1.55,1,3.59,1,1.66,1,1.18609,3.27833,2,2,0.78,1,134.17833,6.43,2.51,18.33,0.96,1.22,2.29,1,1,2,1,1,0.45,3.2,0.62269,1.43,1,3.27591,29.72,1,14.84,1,1,4.33,1,1,2,1,0.74,1,0.96667,1,0.65,1,1,0.77,0.65429,0.71,1,1,55,0,1,143.88,NA,1.08,480.2,NA,1.96,5.46,2.67,3.48,1,0.7,0.82167,0.15,196.23,1.2,1,1,1,0.457,34.75,91.65,1,1,0.99,NA,47.875,0,116.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-08-27","Incursion Flashback HC","UniqueJewel",5.12,0,1,0.94,3.24,1,1,1,1,1,0.99962,5,2.32,1,1,1,1,1,1,1,1,2.35,3.83,1,NA,NA,NA,NA,1,5.96,1,47.5,1,3.88,0.96,0.9,1.12,1,4.66,1.66,1,3.4,1,1,1,1.68,2.57,1.2,5,0.69,1,111.22,6.55,2.42,19.89,0.89,1,1.54,1,0,6.8,1,1,0.74,3.2,1,2.23,1,3,28.14,1,15,1,1,4.33,1,1,2,1.3,1,1,1,1,0.77,1,1,1,1,0.67,1,1,0,0,1,142.5,NA,1,522.6,NA,4,5.46,2.79,15.67,1.35,0.88419,0.8,0.21,237.5,1.2,1,1,1,1,33.24,85.6,1,1,1,NA,47.5,0,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-08-28","Incursion Flashback HC","UniqueJewel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-06-01","Incursion HC","UniqueJewel",0,0,1,0,0,1,0.7,0,0,4.2,1,0,0,1.67,0,1,0,0,0,0,0,35,1.185,0,0,0,0,0,1,0,1.12,0,1,50,1,1,0,1,0,7,1,4,1,3,1,0.72,0,1,0,1,0.872,0,40,0,0,0,0,1,1,0,0,0.94286,0.9625,0,0,1,0,1.2,2.5275,100,0,0,0,1,0,1,1,0,0,0,1.03,1.47,1,1,1.025,0,1,1,0.94,0.365,0.23,0,0,0,0,NA,6.335,0,0,1,0,5.59,4,0,1,1,0,0,0,0.93143,1,1.4,1,15,3,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-06-02","Incursion HC","UniqueJewel",4,0,0.29132,0.16,5.88,1,0.19,0.919,1,1,1,29.57,7.92471,1,1,0.16,1,0.31,0.35333,0.64337,1,5.04839,1,1,1,0,0,0,0.25,12,0.95,15.49667,1,7.418,1,0.84667,0.50174,0.17,17,3,1,2,0.79563,2.44,0.34,1,15,0.34,2,1,0.52347,39.56875,15.14147,1,16.25833,0.62,0,1,0.72184,0.53,0,0.3,1,0.634,0,0.17,1.4,1,1.00778,50,1,4,1,1,6.24667,0.32,1,24.83,2,0.31,0.94487,1.21,1,0.932,0.96265,1,0.17,0.61531,0.17,0.16,0.16065,0,0,1,0,NA,6,0,0,3.50676,6,6,1,1,1,1,0.17,0,1,1,1,1,0.59716,25,2,0.17,0.30102,0.17,0,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-06-03","Incursion HC","UniqueJewel",4,1,0.19561,0.17,3.83,1,0.2051,1,1,1,1,10,8,0.9151,1,0.17,1,0.24,0.2,0.28,1,2,1,1,10,100,30,42,0.17,9.13214,1,8,0.2851,2,0.8951,1,0.77302,0.3,8,3,1,1.59,0.27,2,0.17,1,9.795,0.69276,1,0.72167,0.61531,39.45,6.93429,1,17,0.34,0.91438,1,0.34,0.33,0,0.24,0.48,0.48,19.2,0.17,1,1,1.2725,37.80857,1,4.93,1,1,4,0.17,1.1,7,2,0.5,1,1,1,0.55909,1,1,0.17,1,0.17,0.17,0.17,115,200,0.38,0,NA,4,0,0,2,9.15,6.29588,1,1,1,0.65,0.17,45.9,1,1,1,1,0.3502,24.98026,1,0.17,0.17,0.17,0,10,28,15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-06-04","Incursion HC","UniqueJewel",3.08909,1,0.1801,0.18,2.3,0.69,0.25,1,1,1,0.97,5,8.80885,0.36061,0.84,0.36,1,0.18,0.18,0.26,1,2,1,1,10,100,30,26.9625,0.18,8,1,5,0.73,2,1,1,0.93,0.18,7,3,0.86,1.93,0.18,1.34,0.18,1,4,0.36,1,1,0.44031,78.17059,7,1.27,18,0.49,0.83,0.1901,0.36,0.82,1,0.18,0.84031,0.88526,5,0.2801,0.42,1,2,31.41211,0.63,8.195,1,0.87,5.31107,0.18,1,5,1,0.88745,0.96,1,0.56,0.38,0.7902,1,0.18,0.27,0.18,0.18,0.18,115,200,0.6,180.9,NA,5,200,0,2,11.52833,4,1,1,0.9901,0.42,0.18,36.9,0.57,0.3602,0.97031,0.71051,0.36,24.255,1,0.18,0.18,0.18,0,5.6825,6.33,9.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-06-05","Incursion HC","UniqueJewel",5,1,0.23,0.22,2,0.81,0.6351,0.69,0.9051,1,0.3,3,15,0.23,0.7102,0.53592,0.96167,0.23,0.22,0.22,1,2,1,0.6651,5.5,100,30,27.655,0.22,9.26,0.6951,3.3,0.3,1.40485,0.9851,1,0.6051,0.22,7.6,2,0.6102,1.95261,0.22,1,0.25,0.89163,3.45,0.31,0.96,1,0.4051,80,5,1.61,18,0.23,1,0.44,0.46,0.81,1,0.2251,0.2951,1,5,0.22,0.68128,1,2,29,0.63,8,0.9902,0.88102,5.78,0.2251,1,4,1,0.55,0.2951,1,0.6251,0.46,0.6451,1,0.24,0.26,0.22,0.22,0.22,40,155,0.46,170.4,NA,3,150,0,1,17.31278,3.03571,1,1,0.4951,0.4051,0.23,42.72,0.78,0.43,0.8802,0.29,0.23,26.84455,1,0.23,0.22,0.22,0,6.56429,6.5795,8.53857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-06-06","Incursion HC","UniqueJewel",5,0.94,0.22,0.22,2,0.4501,0.24,0.66,0.98,1,0.4201,2,13,0.23,0.71,0.22,0.74,0.23,0.22,0.2201,1,2,1,0.44,6.01,150,30,28.48,0.22,22.65,0.4101,3,0.3401,1.915,1,1,0.25,0.22,6.69,2,0.9701,2,0.22,1,0.22,0.92041,2.67,0.24,1,1,0.30031,80,6,1.72,38.27583,0.22,1,0.63,0.3601,1,1,0.23,0.22,1,6.18,0.2201,0.63,1,2,34,0.44,5,0.67,0.68,5.15,0.26,1,3,1,0.59,0.38,1,0.4402,0.45,0.46,1,0.22,0.23,0.22,0.22,0.22,32,125.94,0.6901,85,NA,2,135,0,1,17.64676,3,1,1,0.68,0.32,0.22,32.6255,0.68,0.33,0.96,0.3,0.22,26.88,1,0.22,0.22,0.22,0,6,7,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-06-07","Incursion HC","UniqueJewel",5,1,0.21,0.21,1,0.35,0.3151,0.42,0.8702,1,0.38,2,10.38551,0.22,0.44,0.22,0.7,0.21,0.21,0.35,1,3,1,0.35,6.01,180,30,28.58,0.21,22,1,2,0.4,2,1,0.60184,0.22,0.21,5,2,1,2,0.22,1.1902,0.21,1,2,0.21,1,0.7,0.42,70.97783,12,1,38.03091,0.28,1,0.63,0.36,1,1,0.21,0.22,1,7,0.21,0.7051,1,2,27.78,0.38,5,0.5502,1,10.19923,0.35,1,2.38,1,0.2651,0.4,1,0.62,0.44,0.6051,1,0.21,0.3551,0.22,0.21,0.21,40,125.94,0.38633,57.99,NA,2,189.31,0,1,15.1,1.8202,1,1,0.44,0.42,0.21,25.44569,0.76,0.37,0.9951,0.31,0.21,26.25,0.94,0.21,0.21,0.22,0,4.16077,6,6.19429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-06-08","Incursion HC","UniqueJewel",4,1,0.2251,0.2251,1,0.36,0.28,0.23,0.79,1,0.23,1,7,0.2251,0.43,0.6751,0.72,0.2451,0.2251,0.23,1,3,1,0.23,7.14,150,30.59,13.84,0.2251,18.86846,1,2,0.36,2,0.88,0.44,0.2251,0.2251,3,2,1,1.51,0.2251,1,0.74,1,1.89531,0.2251,1,0.3951,0.23,80,8,1,32,0.2251,0.99795,0.52,0.4451,1,1,0.36,0.23,1,7.85,0.35,0.96,1,2,28,0.2251,5.659,0.4551,0.7451,8.51,0.23,0.97,1,1,0.2251,0.45,1,0.41,0.23,0.44,1,0.2251,0.55061,0.2251,0.2251,0.2251,72,123,0.36,55,NA,2,110,0,1,20.63813,2,1,1,0.79,0.6802,0.2251,29.52914,0.61962,0.36,1,0.50041,0.2251,31.99,0.72,0.23,0.2251,0.23,0,4.2,5.794,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-06-09","Incursion HC","UniqueJewel",4,1,0.23,0.23,2,0.38,0.33,0.38,1,1,0.24,1,7,0.23,0.38,0.3,0.7,0.24,0.23,0.24,1,2.12,1,0.3902,5,150,30,36.25,0.23,18.28355,1,2,0.37,1.71167,0.82061,0.49,0.23,0.23,4,2,0.88,1.50385,0.23,1,0.4,1,1,0.23,1,0.44,0.3751,89.9355,6,1,30,0.23,0.81571,0.47,0.29,1,1,0.24,0.45,0.8451,7.13,0.23,0.99,1,2,26.45,0.23,6,0.83,0.4751,7.91,0.23,1,2,1,0.38,0.49,1,0.23,0.34,0.4451,1,0.24,0.7051,0.23,0.23,0.23,54.71,123,0.38,50,NA,2,88.62,0,1,28.89,1.94,1,1,0.79,0.38,0.23,45.02541,0.95,0.23,1,0.63612,0.23,38,1,0.24,0.23,0.24,0,4.22,5.69,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-06-10","Incursion HC","UniqueJewel",4,1,0.24,0.24,2,0.46,0.44,0.41,0.98,1,0.27031,1,7,0.24,0.39,0.2502,0.48,0.3902,0.24,0.24,1,2.7002,1,0.49061,5,150,15,37.8,0.24,19.5375,1,1.7301,0.33,2,0.8,0.5,0.24,0.24,4.59,2,0.82061,1.84222,0.24,1,0.35,1,1,0.24,1,0.4401,0.24,93.17625,5,1,27.66,0.24,0.6901,0.24,0.41,1,1,0.24,0.41,1,7,0.24,0.91,1,2,39.82194,0.24,6.778,0.48,0.7401,7.64,0.3902,1,1.73,1,0.47,0.24,1,0.25,0.4601,0.72,1,0.24,0.82,0.24,0.24,0.24,40,130,0.41,45.92,NA,1.28051,72.97,400,1,25.96464,1,1,1,1,0.24,0.24,36.46071,0.94879,0.34,0.9301,0.7201,0.4001,39.69,1,0.24,0.24,0.24,0,4.44,5.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-06-11","Incursion HC","UniqueJewel",3,1,0.24,0.24,2,0.47531,0.41,0.46,1,1,0.74531,1,7.41224,0.24,0.4651,0.3751,0.51,0.47,0.2351,0.9202,1,3,1,0.4751,5,150,22.8,40.32,0.2351,14,1,2,0.9651,1.42,0.90531,0.98,0.38,0.2351,4.12,2,1,1,0.24,1,0.4,1,1,0.41,1,0.64,0.78041,157.35333,5,1,26.44397,0.24,0.7902,0.49,0.48,1,1,0.26,0.7051,1,5.63789,0.41,0.4751,1,3,35,0.3951,7,0.48,0.83,9,0.4051,1,2,1,0.4702,0.46,1,0.46,0.48,1,1,0.2351,0.77,0.2351,0.23,0.2351,60.5,111.1,0.24,171.93,NA,2,72.4,400,1,20,1.21776,1,1,1,0.46,0.2351,35,0.48,0.5,1,0.85,0.39,38,1,0.2351,0.2351,0.2351,0,6,6.15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-06-12","Incursion HC","UniqueJewel",3,1,0.23,0.23,2,0.43,0.41,0.41,1,0.8702,0.72051,1,9,0.23,0.35,0.23,0.9,0.3901,0.23,0.4501,1,3,1,0.41,5,190,21,69,0.23,17.15,1,2,0.44,1.94,0.84041,0.9501,0.51,0.23,4,2,0.85,1,0.23,1,0.3501,1,1,0.41,1,0.74,0.82,136.31308,5,1,30,0.23,0.82,0.23,0.4,1,1,0.31,0.46,1,5,0.23,0.46,1,3,44.75,0.23,6,0.62,0.9101,7.55089,0.41,1,2,1,0.23,0.23,1,0.37,0.45,0.57092,1,0.23,0.8402,0.23,0.23,0.23,60,120,0.23,148.14,NA,2,74,400,1,19.12,1,1,1,0.99,0.46,0.23,33.76276,0.89262,0.5801,0.8801,0.68,0.23,40,1,0.23,0.23,0.23,0,4.32,9.24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-06-13","Incursion HC","UniqueJewel",3,1,0.22,0.22,2,0.22,0.66,0.52,0.99,1,0.8251,1,6.08673,0.2251,0.32,0.22,0.8751,0.43,0.22,0.85,1,3,1,0.69,5,199.44,21,15.25,0.22,16.59737,1,1,0.42,2,0.8851,0.42,0.23,0.22,2,2,0.8151,1,0.22,1,0.22,1,1,0.22,1,0.69,0.76041,133,5,1,34.29,0.23,0.89,0.52,0.8351,0.9651,1,0.58,0.42,1,4,0.3251,0.69,1,2.08082,40.62326,0.22,5.76138,0.8351,0.86,6,0.22,1,1.99,1,0.22,0.22,1,0.42,0.28041,0.43,1,0.3951,0.61041,0.22,0.22,0.22,57.72,104.41,0.22,200,NA,1.8851,71.16,400,1.46,19.93,1,1,0.97,1,0.43,0.22,41.04959,0.76582,0.2851,1,0.86,0.32531,44.26333,1,0.22,0.23,0.22,0,4.27,10.19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-06-14","Incursion HC","UniqueJewel",3,1,0.27,0.22,2,0.43,0.3702,0.85,1,0.9351,0.87,1,5,0.22,0.43,0.6551,0.89,0.22,0.22,0.64,1,3,1,0.6751,5,139.8,16.5,16.22333,0.22,15,1,1,0.44,2,0.78,0.22,0.29,0.22,2.9551,2,0.66,1,0.24,1,0.43,1,1,0.22,1,0.84,0.4,125,5,1,35,0.22,0.87,0.6602,0.28,0.93,1,0.22,0.44,1,3.05,0.43,0.66,1,2.12592,36.50112,0.22,8.38,0.48,0.86,6,0.22,1,1.9,1,0.22,0.44,0.95,0.3851,0.22,0.4602,1,0.32,0.66,0.22,0.22,0.22,61.67,95,0.22,190.99,NA,1,69,400,1,17.28,1.6251,1,1,0.9051,0.2851,0.22,64.29571,0.92,0.43,0.9,0.49102,0.3051,56.00052,1,0.22,0.22,0.22,0,4.93,12.09,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-06-15","Incursion HC","UniqueJewel",3,1,0.22,0.22,2,0.44,0.4151,0.2951,0.9151,0.99,0.56,1,3.86531,0.22,0.44,0.51,0.88,0.23531,0.22,0.42,1,3,2,0.86,5,0,16.5,13.98,0.22,17.366,1,1,0.44,2,0.95,0.61612,0.22,0.22,3,2,0.8902,1,0.22,0.96,0.22,1,1,0.35,1,0.83,0.22,135.37929,5,1,37.98833,0.22,0.89,0.31,0.34,0.96,1,0.22,0.22,0.99,3,0.22,0.5702,1,3,37,0.44,10.8,0.5,0.74694,7,0.22,1,1,1,0.2602,0.44,1,0.44,0.4902,0.88,1,0.25531,0.62,0.22,0.22,0.22,65,97,0.4151,189,NA,1,73.6,0,1,12.68727,2,0.9902,1,0.66,0.48,0.22,51.06796,1,0.44,0.88,0.50041,0.4,60,1,0.22,0.22,0.22,0,4.17,9.98,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-06-16","Incursion HC","UniqueJewel",2.5651,1,0.23,0.23,2,0.4451,0.47,0.42,0.94,1,0.72,1,3,0.23,0.46,0.3151,0.93,0.79102,0.23,0.46,1,2.91041,2,0.43531,5,260,16.18,15.42,0.23,19.00949,1,1.06633,0.6751,1.48,1,0.88,0.23,0.23,2,2,0.69,1,0.23,1,0.46,1,1,0.46,1,0.94,0.23,143.31,5,1,38,0.23,0.97,0.23,0.46,0.95,1,0.33531,0.35,0.89,2.75,0.23,0.51531,1,3,38.7149,0.28,13.98457,0.9351,0.35,7.69837,0.3402,0.93,1,0.9951,0.35531,0.41,1,0.8351,0.47,0.94,0.9751,0.23,0.47,0.23,0.23,0.23,50,96.17,1,181.77583,NA,1.6551,115,0,1,12.99068,2,1,1,0.47,0.31,0.23,41.07,1,0.81,0.9551,0.61041,0.36,54.25,1,0.23,0.23,0.23,0,4.91,10.25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-06-17","Incursion HC","UniqueJewel",3,1,0.23,0.23,2,0.45,0.4502,0.45,0.9551,1,0.8602,1,3,0.23,0.47,0.37,0.97,0.5902,0.23,0.4651,1,3,2,0.42,5,0,16.18,15.42,0.23,20,0.95,2,0.6602,2,1,0.69,0.23,0.23,2,2,0.9651,1,0.23,1,0.23,1,1,0.23,0.99,0.96,0.2502,165.61136,5,1,39.07,0.23,1,0.43,0.46,0.97,1,0.30551,0.48,0.97,2,0.23,0.68,1,3.30061,40.27041,0.24,11.79,0.93,0.50041,8,0.44531,0.8351,1,1,0.46,0.24531,1,0.84041,0.39,0.7102,1,0.23,0.46,0.23,0.23,0.23,49.62,90,1,129.79,NA,2,259.1125,0,0.99,12.73868,2,1,1,0.96,0.47,0.23,47.88571,0.97,0.66,1,0.38,0.48,50,1,0.23,0.23,0.23,0,5,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-06-18","Incursion HC","UniqueJewel",3,1,0.23,0.23,2,0.41,0.73,0.23,1,1,0.4751,1,3,0.23,0.47,0.23,0.99,0.98,0.23,0.94,1,2,2,0.46,5.46,330.38,13,29.69,0.46,18,1,2,0.64,2.16565,0.98,0.93,0.23,0.23,2,2,0.91,1.86,0.23,0.98,0.23,1,1,0.23,0.95,0.88,0.46,164.35,6,1,57.65,0.23,1,0.99,0.23,0.98,1,0.44531,0.48,0.8451,2,0.45,0.86,1,4,40,0.23,11.81,0.87,0.28,6,0.46,0.98,1,0.9751,0.4651,0.23,0.98,0.59,0.41,0.45,1,0.23,0.79,0.23,0.23,0.23,47.53,75,1,175.99,NA,1.03061,146.39,0,1,11.37695,2,1,1,0.8102,0.47,0.23,55.59755,0.82,0.48,1,0.9002,0.49,65.53375,1.81531,0.23,0.23,0.23,0,4.99,10,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-06-19","Incursion HC","UniqueJewel",3,0.98,0.23,0.39,2,0.39,0.99,0.23,1,1,0.46,1,3,0.23,0.34,0.23,0.97,0.69,0.23,0.98,1,2,1,0.46,5.46,330.845,40,22.13,0.46,19,1,2,0.85,2,0.98,0.98,0.26,0.23,2,2,0.67,1.12,0.23,1,0.4751,1,1,0.33,0.97,0.71,0.77,173.71813,6.98,1,70,0.23,1,0.96,0.25,0.89,1,0.37,0.48,0.85,2.66,0.43,0.49,1,4,39.08865,0.23,9.85796,0.8,0.49,6,0.27041,0.97,1,0.99,0.47,0.37,0.98,0.49,0.2702,0.89,1,0.23,0.96,0.23,0.23,0.23,48.44,63.03,1,175.99,NA,2,129.08,0,1,15.63,1.98,0.99,1,0.98,0.46,0.23,51.56367,0.95,0.49,1,0.81,0.41,61.17,0.9651,0.23,0.23,0.2351,0,4.99,10.3,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-06-20","Incursion HC","UniqueJewel",3,0.98,0.25,0.24,1.88714,0.2451,0.98,0.32633,1,0.98,0.49,1,3,0.24,0.48,0.24,0.98,0.95531,0.24,0.98,1,2,1.09041,0.49,5.46,332.36,40,22.13,0.4251,19.91739,1,2,0.71,2,0.9551,0.98,0.24,0.24,2,1.87041,0.8102,1,0.24,1,0.25,1,1,0.42,0.98,0.97,0.24,160.23289,7,1,70,0.24,1,0.42,0.24,0.8,1,0.24,0.48,0.48,2.09,0.49,0.49,1,4,37.78571,0.24,8.61,0.7551,0.5502,5.81,0.48,0.91,1,0.98,0.24,0.48,0.98,0.5,0.38,0.68,1,0.24,0.42531,0.24,0.24,0.24,54.6,61.17,1,155.57,NA,1.99,164.15,0,1,14.79325,1.6102,1,1,0.9851,0.48,0.24,50,0.98,0.24,0.9451,0.88,0.24,67.09155,1,0.24,0.24,0.24,0,4.39,10.27,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-06-21","Incursion HC","UniqueJewel",3,0.89,0.24,0.24,1.8298,0.27,0.96,0.54,1,1,0.5,1,3,0.25,0.5,0.48,1,0.5,0.24,0.6302,1,2,2,0.41,7.62,337.005,40,17.45,0.35,29,1,2,0.52531,2,1,0.98,0.24,0.24,2,1.5,0.92041,1,0.2451,1,0.24,1,1,0.37,0.97,0.98,0.49,172.82387,7.59707,1,70,0.27041,1,0.49,0.24,0.73,1,0.4451,0.4751,0.5,2,0.49,0.6102,1,4,37,0.24,8,0.93041,0.42,5.15,0.25,1,1,0.98,0.24,0.49,0.97,0.79,0.24,0.47,1,0.41,0.4351,0.24,0.24,0.24,54.07,60.44,1,150,NA,1,178.95,0,1,14.29,1.86571,1,1,0.97,0.48,0.24,50,0.62612,0.46,1,0.97,0.24,69.34,1,0.24,0.36,0.25,0,6.7,8.52429,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-06-22","Incursion HC","UniqueJewel",2,1,0.28551,0.25,1,0.43,0.54061,0.85,1,1,0.48,1,3.14,0.24,0.4951,0.91,1,0.49,0.24,0.98,1,2,2,0.51,7.62,344.6475,40.59,16.5,0.24,30,1,1.97551,0.33531,3,0.9951,0.97041,0.24,0.24,2,1,0.85,1,0.24,1,0.51,1,1,0.25,1,0.96,0.49,175,8,1,70,0.24,1,0.47,0.5,0.76,1,0.5,0.51,0.51,2,0.24,0.63,1,4.0851,38,0.24,9,0.51,0.45,5,0.24,1,1,1,0.24,0.52,0.98,0.8,0.2451,0.7302,1,0.5,0.4502,0.24,0.24,0.24,53.51,80,1,155.05,NA,1,211.53,0,1,15,2,1,1,0.99,0.82,0.24,49.77755,0.73,0.5051,1,1,0.24,86.19818,1,0.24,0.27,0.24,0,7.26,10.245,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-06-23","Incursion HC","UniqueJewel",2,1,0.72,0.24,1,0.24,0.52,0.38,1,1,0.52,1,3,0.24,0.52,0.49,0.84,0.59,0.27,1,1,2,2,0.71,7.62,346.79917,40.59,16.01,0.24,37,1,2,0.26,3,1,0.64,0.24,0.24,2,2,0.7551,1.60871,0.52,1,0.3102,1,1,0.49,1,0.52,0.5651,189.85125,8,1,70,0.24,1,0.24,0.52,0.93,1,0.48,0.46,0.52,1.32,0.29,0.77,1,4.98,44.11841,0.28,9,0.79,0.61531,5,0.36571,1,1,0.9851,0.24,0.51,1,0.52,0.5,0.52,1,0.52,0.2551,0.24,0.24,0.24,61.3,80,1,155.166,NA,1,220.95,870,1,16,1.6102,1,1,0.9702,0.8551,0.24,70.80918,0.71,0.6402,1,0.66,0.2551,92.71048,1,0.24,0.24,0.24,0,7.52,10.49,8.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
