"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
11,"2018-08-13","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,0,NA,0,8,35,6.82971,10,1,0.27,0.16,0.6,1,0.74,1,0.89,2,2,1,1.8495,1,1.72,2,1,2.37,1,1.5,2,1.91,1.98818,1.91,1.39667,1,2,2,1.91,2,4.42,8,6,5,5,5.4,4.41,0,6,12.12,6.16,0,3.4,7,7,2,5,0,2.4,15,0.16,0.22,0.77,0.84,1,1,0.91,0.28,1,1,1,1,1,1,0.8,0.94,1.42,1,0.65,0.72,0.45,0.73,0.51846,0.26,0.84,0.28,0.33,1,0.28,0.16,1,0.52
12,"2018-08-14","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,0,NA,0,7,35,6.69,9.272,1,0.32,0.16,0.6,0.94,0.77,1,0.92,2,2,1,1.49,1,1.89,2.13,1,1.24,1,1,2,1.81,0.96,1.99,1.52531,0.99,1.27,2,2,2,4.42,8,5.51,5,5,5.2,8.85,0,6,13,6.4,0,3,5,0,2,5,0,2.4,15,0.3,0.32409,0.73,0.8,1,1,0.99,0.27,0.65,1,1,1,1,1,0.92,1,0.96,0.91,1,0.3,0.4,0.47,0.96,0.56,0.81,0.42,1,1,0.74,0.53,1,0.63
13,"2018-08-15","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,30,NA,0,7,34.68,7,9.13,1,0.52,0.15,0.66,0.87,1,1,0.79,2,2,1,1.68,1,1.89,3,1,1.69,0.95,1,2,1.585,0.85,2,1.62417,1,2,2,2,2,4.35,8,6,5,5.47,5.45,8.85,0,6,13,6.4,0,3,5,0,2,5,0,2,11.01,0.29,0.31,0.7575,0.89,1.39,1,0.93,0.26,0.8,1,1,1,0.97,1,0.77571,0.98,0.83,0.878,0.57,0.27,0.33,0.52,1,1,0.86,0.49,1,1,0.83,0.8,1,1
14,"2018-08-16","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,30,NA,0,7,34.63,7,9.11,1,0.52,0.23,0.67714,0.7175,1,1,0.85,2,1.5,1,2,1,2.31,2,1,2.55,1,1.00833,2,0.99,0.89,2,1.52844,1.48,2,2,1.91,2,4.35,8,6,5,5.47,5.45,8.85,0,6,9.4,6.4,15,3,0,0,3.17,5,0,2,11.01,0.25,0.28,0.72,0.89,2,1,0.92,0.65,0.8,1,1,1,0.97,0.9575,0.7,1,0.95,0.95,0.56,0.25,0.35,0.89,1,1,0.86,0.49,1,1,0.43,0.86,1,1
15,"2018-08-17","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,30,NA,0,7,34.53,7,9.82,1,0.46,0.68,0.54,0.89,1,1,0.88,2,1.47,1,2,1,2.82,2,1.24,2.18,0.99,1.23,2,0.96,1,2,1.15,1.48,2,2,1.85,2,4.22,8,6,9,5,6.04,5.39,10,6,9.4,6.54,15,4.42,0,0,8.2,5,0,2,11.5,0.28,0.27,0.7,0.77,2,1,0.9,0.76,0.8,1,1,1,0.97,1,0.7,1,1.55,0.9,0.72,0.27,0.64,0.88,1,1,0.93,0.96,1,1.22,0.44,0.87,1,1
16,"2018-08-18","Incursion Flashback HC","Essence",4,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,30,NA,0,8.26,31.15,6,10.68,1,0.69667,0.61,0.54,1,1.038,1,1,2,1.52,1,1.83,1.95,3,2,1.14964,2.3,0.83,1.11,2,1.05,1.56,2,1.23,1.66625,1.74,2,1.65,1.89,4.22,8,6,9,5,6.04,4,10,6,9,6.62,10.5,15,0,0,8.2,5,10,2,11.5,0.74,1.21,0.57,0.86,2,1,0.83,1.55,0.75,1,1,1,1,0.99,1.47,1,2,0.69,0.61,0.7,1,0.72,1,1,0.79,0.91,1,1.1,0.56,1,1,1
17,"2018-08-19","Incursion Flashback HC","Essence",4,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,30,NA,0,12.11,28.97,6,11.34,1,0.68,1,1.15,1,1.02,1,1,2,1,1.21,1.17,2,2.58,2,1,2,1.4,1.76333,2,1.23,1,2,1.52857,1,1,2,1.69,1.98824,4.35,8.6,5.2,9.03,5,8.1,4,10,6,9.03,6.24,15,10,0,0,7.2,5,10,2,11.5,0.76,1.05,0.94,1,1.02,1,0.92,1.46,0.9,1,1,1,1,1,1.47,1,1.61,0.74,0.68,0.66,1,0.61,1,1,0.83,0.99333,1,1.47,0.47,1,1,1
18,"2018-08-20","Incursion Flashback HC","Essence",4,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,30,NA,0,14.05,29.2631,5,11.73,1.24,1.22,1,1.43,1.20167,2,1,1.33,1.99,1.99,2,1.99,2,2.68,2,1.28,1.918,1.48,2,2,1.23,1.72,2,2,1.02,1.69,2,1.6925,1.96,10,8.6,5,9.12,5,8,4,10,6.47,9.12,8.35,15,10,0,8,7.32,5,10,5,11.5,0.79,1.4,1.42,1,1.22,0.97,1,1.4,0.79,1,1,1,0.96,1,2.2,1.08778,2,0.72,0.56,0.65,1.33,2.1,1,1,1,1,1,5,0.49,1,1,1
19,"2018-08-21","Incursion Flashback HC","Essence",4,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25.5,NA,16,13.83,30,5,13.54,3,2,1.06,1.43,1.06,2,0.94,1.17,1.97,2,2,2,2,2.51,2,1.66,2,1.21,2,2,1.72,2.59,2,2,2,1.7,2,2,2,10,8.6,5,9,0,8.22,4,10,6.47,9,9,15,10,0,8,7.2,0,10,5,11.5,0.947,1.2,2,0.96,1.3,0.99,0.97857,1.2,1.33,0.99222,0.97,0.96429,0.99,1,1.29,1.7,2.39,1.23,0.55375,120,1.27,2.1,0.98,1,2,0.94,1.18,2.3,0.35,1.23,1.21,0.95875
20,"2018-08-22","Incursion Flashback HC","Essence",4,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,NA,16,12,30,5,14.015,0,2,1.03,1.3,1.03,2,0.93,1.13,2.75,2,2,2.45,2,2,2,1.7,2,2,2.45,2,1.71,2.88,1.5,1.69,2,1.53,2,2,2,10,8.6,5,9,0,8.24,4,4.6,6.47,9,9,15,10,4,5,6.2,0,10,5,0,0.95,1.2,1.42,0.95,0.94,1,0.95,1,1.12,0.98,0.95,0.96,0.99,0.96,1.32,1.62,2.61,1.23,0.94,120,1.27,2,0.94,1,1.2,0.94,1.04667,2,0.35,1.23,1.21,0.94
21,"2018-08-23","Incursion Flashback HC","Essence",0,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,NA,16,12,30,5,16.78,0,2,1.03,1,1.03,2,0.93,1.03,2.43,2,2,2.45,2,2,2.15,1.7,2,1.57,2.45,2,3.53,3,1.51,1.69,1.87167,1.44,2,1.39,2,10,0,5,9,0,10,4,4.6,6.47,9,3.35,15,10,0,5,6.2,0,10,5,0,0.95,1.1,1.42,0.95,0.93,0.98,0.95,1,2,0.94,0.95,0.95,0.96,0.94,1.32,1.53,2.8,2,0.94,120,1.16,2,0.94,1,1.2,1.03,1.03,2,0.35,0.92,1.12,1.03
22,"2018-08-24","Incursion Flashback HC","Essence",0,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,NA,16,12,30,5,16.78,0,2,1.03,1,1.03,2,0.92,1.03,2,2,1.09,2.45,2,2.51,0.56,1.64,2,1.57,2,1.09,3.06,2.7,2,1.69,1.23,0.54,2,1.39,1.69,10,0,5,9,0,10.47,4,4.6,6.47,0,8.1,0,10,0,5,6.1,0,10,5,0,1.16,1.1,1.33,1.27,0.92,0.97,1.16,1,2,0.92,0.95,0.95333,0.95,0.47,1.32,1.39,2.8,2,1.03,120,1.16,2,1.03,1,1.1,1.03,1.03,2,1.03,0.92,1.12,1.16
23,"2018-08-25","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,NA,16,12,30,5,17.2,0,2,0.995,1,0.995,2,0.89,0.995,1.5645,2.43,1.46,2.45,2,2.42,0.64,1.64,2,1.29,2,1.66,2.66,4.2,2,1.69,1.06,0.74,2,1.39,2,10,0,5,0,8,10.47,0,4,0,0,8,0,10,0,0,6.1,0,0,5,0,1.1325,1.1,1.33,1.15,0.82167,0.91,1.1325,1,2,0.95,0.9,0.921,1.2,0.37,1.22,1.29,2.94,2,0.995,120,1.01,2,0.995,1,1.1,0.995,0.995,2,0.995,0.89,1.12,1.13333
24,"2018-08-26","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,NA,16,11.2,30,5,16.59,0,2,0.99,1,0.99,2,0.88,0.99,2,0.872,1.14,2.36,2,2.34,1,1.46,2,1.2,2.45,1.48,2.66,4.4,0.37,1.51,0.75,0.8,0.9,1.29,2,0,0,4,0,4.4,10.47,0,4,0,0,8,0,10,0,0,6,0,0,5,0,1.13,1.1,1.33,1.13,1.38,0.56,1.13,1,2,0.93143,0.9,0.92,1.2,0.37,1.22,1.2,2.94,2,1,120,0.99,2,0.99,1,1.1,0.99,0.99,2,0.99,0.88,2,1.13
25,"2018-08-27","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,NA,16,10.89,30,7.04,16.4,0,2,0.99,1,0.99,2,0.88,0.99,1.92,0.76167,0.83,3.21,2.35,2.22,1,1.46,2,1.2,120,1.29,2.47,4.6,0.39,1.378,0.75,0.83,0.9,1.29,2.45,0,0,4,0,4.4,10.47,0,0,0,0,8,0,0,0,0,6,0,0,5,0,1.13,1.1,1.33,1.13,1.38,0.52,1.13,1,2,0.93,0.9,0.92,1.2,0.41,1.22,1.2,2.94,2,1.03,120,0.99,2,0.99,1,1.1,0.99,0.99,2,0.99,0.88,2,1.13
26,"2018-08-28","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"2018-06-01","Incursion HC","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535,0.64,1,1,0.3725,1,1,0,1.95417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.55,1,1,1.07
2,"2018-06-02","Incursion HC","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87909,18,10,12,0.17,0.17,0.163,0.46944,0.18,0.18324,0.28929,0.18,1,1.64,2.295,2,0.832,1.90786,2,1,3,1.32,2,2.51,1.15333,1.85,1.2,3.2,0.565,1,1.914,2.35,2,3,0,5,0,8,4.155,0,0,0,0,5,0,2.2,0,0,4.1,5,4,0,3,1,1,1,0.27,0.27286,2,0.696,1,0.76,0.57333,1,0.83667,0.475,0.97,1,1,0.97333,1,0.17,0.17,1,0.16,0.505,0.715,0.32,0.28833,0.9945,0.27,0.17,0.33,0.18,0.16
3,"2018-06-03","Incursion HC","Essence",0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,8,14,5,9,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1,1.05636,1,2,0.93173,1.32,2,1,3,1,1.71294,1.03,1,1,1,1,0.81,0.87,1,2,1.43,3.12,5,5,0,3.65333,3,10,5.2,4,4,4,4.21,2,3,2,4.1,5,4,4,3,0.16536,1,1,0.37,0.31912,2,0.80765,0.74,0.34,0.37867,1,0.43,0.48,0.80357,0.95083,0.97,0.83455,0.98107,0.19,0.17,1,0.16,1,0.17,0.37,0.37,0.82,0.94,0.17,0.15,0.17,0.17
4,"2018-06-04","Incursion HC","Essence",0,0,0,0,0,0,0,15,0,0,5,0,6,0,0,0,0,0,0,0,6.03105,22.03413,4,6,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.18,1,1,1,1,1,1.01,2,1,3,1,1,1,1,1,0.94,1,1,0.98,1,1,1,3,3.2,4.46083,5,4,3,5.392,7.59,3.39,4,3,4,2,2.06667,3,4,4.29,3.42,4,3,0.18,1,1,0.18,0.33,1.76,1,0.81273,0.6,0.37425,1,0.52,0.85407,0.93,1,1,0.905,1,0.23,0.18,0.95,0.18,0.71,0.19,0.2,0.27765,0.2,0.91,0.18,0.18,0.19,0.18
5,"2018-06-05","Incursion HC","Essence",0,0,0,0,0,0,4,27,0,11,4.1,0,6,0,3,0,0,0,0,10,5.47583,20,4,7,0.25069,0.22,0.22,0.22,0.22,0.22,0.22,0.23,1.71694,1,1,1,1,1,2,1,3,1,1,1,1,1.86,0.99,1,1,1,1,1,1,4,2.7,4,2,3,3,4.66,8,2.66,3.1,1.86955,4,2,2.58,3,2.59,4.4,3.61571,3.57,3,1,1,1,0.32,0.55281,1,1,0.66,0.98,1,1,0.7,0.83,0.65,0.75,1,0.6,1,0.22,0.22,1,0.22,0.97,0.29,0.23,0.25,0.76,0.44,0.22,0.22,0.22,0.22
6,"2018-06-06","Incursion HC","Essence",0,5,0,0,0,15,5.42,27,0,10,4.1,0,3.3,0,19,0,0,17,0,10,6,19,5,7,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,2,2,1,1,1,1,1,1,2.7301,1,1,1,1,1,1,1,1,1,1,1,1,5.33,2,3.15,2,3,2.98,3,8,3,2.19,1.46,4.81944,1.42,3,3,2,4,4,3,3,1,0.78,1,0.43,0.37,1,0.96091,0.66,1,1,0.71,0.39,0.48,0.35,0.68,1,0.48,0.72074,0.24026,0.22,1,0.22,0.88,0.34,0.22,0.22,0.35,0.31,0.22,0.22,0.22,0.22
7,"2018-06-07","Incursion HC","Essence",0,5,0,0,0,13,7,0,0,10,4.1,0,3.3,9,19,0,0,17,0,8,5.26102,18,5,7,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,2,1.16018,0.98,1.11531,1,1,1,1,2.92,1,1,1,1,1,1,1,0.96,1,1,1,1,5.445,1.66,3.04,2,3,3,3,8,3,1.86,1.74,4.243,3,3,2.77,2,4,3,3,3,1,0.78826,1,0.66,0.4,0.88,0.7,0.65,1,0.99,1,0.7,0.42367,0.37,0.63,1,0.45,0.35,0.24,0.21,1,0.21,0.36,0.43,0.21,0.21,0.2151,0.24,0.21,0.21,0.21,0.21
8,"2018-06-08","Incursion HC","Essence",12,5,12,0,0,12.1,7,0,10,10,4.1,0,3.3,9,19,9,15,17,0,8,5,27,5,7,0.23356,0.23,0.23,0.23,0.23,0.23,0.23,0.23,1,2,0.8502,1,0.9801,1,1,1,3,1,1,1,1,1,0.98,1,0.8701,0.94,0.9901,0.97,1,8.72833,1.3,4.80667,2,3,3,3,8,2,4,2,4,2.84417,3,2.89,2.42,3,3,3,3,1,1,0.69,0.66,0.43,1,0.86,0.72,0.82041,0.44,0.72,0.53556,0.46,0.6801,0.7,1,0.64,0.36,0.42,0.23,0.92031,0.35615,0.44,0.49,0.23,0.23,0.3,0.43,0.23,0.23,0.23,0.23
9,"2018-06-09","Incursion HC","Essence",12,5,0,304.9,0,12.1,12.4,0,44.64,30,4.1,0,3.3,8,19,9,15,15.4,0,8,5,27,4,8,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,1.68122,2,0.9151,1,0.8,1,1,1,2,1,0.94,0.97,0.98,1,1,1,0.7951,0.8,0.99,1,1,6,1,4.59,2,3.58706,3,3,9,2,3,2,4,2.51,3,3,2.77,3,3.99917,3.38,3,0.9,0.8702,0.71,0.46,0.45,1,0.57,0.76,0.8,0.48,0.7702,0.67,0.4351,0.78,0.95439,0.97,0.45,0.24,0.42,0.3,1,0.39,0.39,0.42,0.24,0.24,0.3751,0.4,0.23,0.23,0.23,0.23
10,"2018-06-10","Incursion HC","Essence",12,5,11,305,0,10.3,16,23,51.17,25.59,4.1,0,6,8,0,5.83,15,17,0,0,5,27,3.64276,8,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,1,2,0.93,1.86,0.7801,1,1,0.98,2,1,0.96,0.9202,0.9201,1,1,0.9501,0.82,0.96,1,1,1,5,2,4,2,3.65,3,3,8.86,2,3.03,2,4,3.87,3,2,3,3,4,3,3,0.8001,0.84,0.82,0.4401,0.48,1,0.55,0.7701,0.72,0.6102,0.75,0.69,0.4401,0.8202,0.9701,1,0.4701,0.24,0.35,0.33,0.9801,0.24,0.44,0.41,0.41,0.2902,0.2802,0.45,0.24,0.24,0.24,0.24
11,"2018-06-11","Incursion HC","Essence",12,4.24,18,320,0,10.35,15,23,39.88,25.59,4,9.6,0,8,0,6.59,15,11,0,0,5,30,4,8,0.4,0.23,0.23,0.23,0.23,0.23,0.23,0.23,2,2,0.9201,1.9901,0.9302,1,1.25051,1,2.82,1,0.99,1,1,1.44031,1,0.98,0.88,0.99,0.9,0.9601,1.9301,4,2,5,2,3.86,3,3,8.36,3,2.98,2,5,4,3,3,2.9,2,4,3.79,3,0.8,0.84,0.98,0.4001,0.7401,1,0.9901,0.78,0.97,1,0.75,0.4601,0.7001,0.82,1,1,0.49,0.24,0.41,0.41,1,0.24,0.63,0.41,0.47,0.8,0.97,0.73,0.23,0.23,0.23,0.23
12,"2018-06-12","Incursion HC","Essence",10.4,4.24,18,330,0,10,7.8,18,39.88,25.59,4.12,9.6,0,9,9,6.66,15,10.1,0,0,7,33.4,4,8,0.29,0.23,0.23,0.23,0.23,0.23,0.23,0.23,1.29347,2,0.82,1,0.97,1,1,1,2,1,0.92,0.9,1,1,1,0.81,0.86,0.8251,0.92,1,1.2651,5,2,5,2,4,3,2.56,7.57034,3,2.1,2,5,4,2.45,3,2.76,2,3.34938,3.67,2.30611,0.94,0.69,0.69,0.41,0.69,0.99,0.97,0.69,0.93,0.96,0.69,0.26,0.69,0.79,0.95,1,0.69,0.23,0.34,0.41,0.9,0.59,0.45,0.45,0.82,0.89,0.89,0.29,0.23,0.23,0.23,0.23
13,"2018-06-13","Incursion HC","Essence",10.91,4.24,16.2,7.59,0,10,15,18,8.4,25.59,4.12,9.6,0,9,9,6,6.9,9.43,8,0,7,41.21193,3.43,9,0.25,0.22,0.22,0.39,0.22,0.22,0.22,0.22,1.75571,2,0.86,1,0.98,1,1.56531,1,2,0.98,0.88,0.99,1,1.74,0.9651,0.71,0.9651,0.93,1,1,1.22,5,2,5,2,3.74,3,2.56,7,3,2.29,2,5,4,2.26,3,2,2,3.18082,4,4,1,0.55694,0.87,0.43,0.66,1,0.85,0.63041,0.46,0.48,0.81,0.37,0.51612,0.84,1,1,0.23,0.22,0.22,0.23,0.42,0.3151,0.41,0.43,0.4502,0.86,0.91,0.25,0.22,0.22,0.22,0.22
14,"2018-06-14","Incursion HC","Essence",11.53,4.24,17,5.64,15,10,11.01,18,8.31,12.94,4.12,9.6,0,9,9,6,8.95,9,10,25,7,45,4,8,0.29,0.22,0.22,0.22,0.22,0.22,0.22,0.22,2,2,0.71,1,0.88,0.98,1.6402,1,2,0.92,0.7702,0.99,0.89,2,0.88,0.77,0.86,0.8701,0.9402,1,1,5,2,5,2,3.74,3,2.21,7,3,3,1.95051,5,4,2,3,2,1.8402,4,4,4,1,0.7,0.72,0.3,0.7001,1,0.8701,0.67,0.44,0.44,0.65,0.41,0.66,0.71,0.97,0.88,0.3101,0.22,0.22,0.22,0.22,0.22,0.22,0.43,0.22,0.22,0.98,0.22,0.22,0.21,0.22,0.22
15,"2018-06-15","Incursion HC","Essence",10,4.24,16.39,5.64,15,8.16,11.01,18,6.33,12,4.12,5,10,8.24,9,6,8.95,8.39,10,25,7,50,5,9,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1.8301,2,0.8502,1.01184,0.88,0.89,1.5,0.88,2,0.88,0.88,0.88,1,1.89,0.97,0.88,0.9,0.88,0.92,1,1,5,2,5,1.74,3,3,2,6.67,2,3,2,4,3,2,3,2,1.6402,3,4,4,1,0.44,0.81,0.44,0.69,1,0.87,0.66,0.44,0.44,0.85,0.44,0.47,0.83,1,0.90071,0.4301,0.22,0.27,0.22,0.24,0.22,0.22,0.29,0.22,0.25,0.83,0.22,0.22,0.22,0.22,0.22
16,"2018-06-16","Incursion HC","Essence",11.4,4.24,15.39,5,15,9.4,8.305,16.14,5.59,12.94,4.36,7.36,8.2,8,9,6,8.95,9.54,7.66,23.43,8,49,5,9,0.47,0.23,0.23,0.23,0.23,0.23,0.23,0.23,1.59041,2,0.92,1,0.92,0.93,1.68,1,2,0.94,0.92,0.94,0.94,2,1,0.92,1,0.9351,0.9951,1,1,4,2,5,1.5,3,3,2,6,2,3,2,4,4,2,3,2,1.68,3,4,4,0.46,0.47,0.91,0.47,0.92,0.95,0.76,0.68,0.94,0.52,0.92,0.47,0.52082,0.87,0.99,0.94,0.4202,0.28,0.6,0.23,0.23,0.23,0.28041,0.23,0.23,0.2902,0.23,0.23,0.23,0.23,0.23,0.23
17,"2018-06-17","Incursion HC","Essence",11.66,4.24,14.52,4.66,15,10.47,8.09,15.96,5.14,9.09,4.35,5.94,8.2,8,7,5.58,7.84,10,7.66,16.58,8,48,4,9,0.69,0.23,0.23,0.23,0.23,0.23,0.23,0.23,2,1,0.93,1,0.74,0.98,2,0.96,2,1,0.9502,0.96,0.96,2,1,0.93,1,0.79,1,0.98,1,4.95125,2,3,1,3,3,2,6,2,2.87,2,4,3.50571,2,3,2,1.62,2.98,3.88,4,0.46,0.47,0.65,0.29,0.46,0.9551,0.48,0.71,0.94,0.48571,0.8,0.47,0.47,0.8051,0.98,0.76,0.32,0.39041,0.46,0.23,0.37,0.23,0.23,0.23,0.23,0.33,0.23,0.23,0.23,0.23,0.23,0.23
18,"2018-06-18","Incursion HC","Essence",10.78,4.67,15.5,4,15,10,7.45,15,5.75,8.22,5,6.04,9.33,8,7,5,6.91,7.69,7.66,11.58,8.62,48,4,9,0.42,0.23,0.23,0.23,0.23,0.23,0.23,0.23,2,1.01,0.89,1.05,0.74,0.96,1.0101,0.97,2,0.98,0.95,0.88,0.98,1.66,0.99,0.9001,0.78,0.55,1,0.98,1,5,2,4,1,2.94,3,2,7,2,2,1.99,5,3,2,2.86,2,1.5,3,3,3,0.55,0.23,0.84,0.23,0.46,1,0.49,0.71,0.82,0.5,0.8,0.38,0.4801,0.64,0.98,0.8,0.49,0.45,0.23,0.4,0.49,0.23,0.23,0.23,0.23,0.44926,0.23,0.28,0.23,0.23,0.23,0.23
19,"2018-06-19","Incursion HC","Essence",9.5,4.67,15,4,9.39,10,6,15.72,6.12,8.08,5,10.43,10,8,4.3,3.79,6,9.04,7.66,15,8,40,4.6,9,0.91132,0.27651,0.23,0.23,0.36,0.49,0.23,0.26,2,1.09233,0.86,1.22122,0.55,0.98,1.1151,0.97,2,0.98,0.98,0.97,0.99,2,0.98,1,0.73,0.96,1,0.98,1,4.03434,2,4,1,3,3.22824,2,6.72,2,3,1.96,4.64306,3,2,2.99,2,1.5,3,3,3.15,0.97,0.23448,0.95,0.23,0.48,1,0.49,0.88,0.92,0.82,0.49,0.46,0.94,0.96,0.9815,0.98,0.7,0.44,0.23,0.42,0.57,0.23,0.53,0.23,0.23,0.49,0.71,0.66,0.23,0.23,0.23,0.23
