"Day","Date","League","Type","Andvarius","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Miracle.Gorget","Mokou.s.Embrace","Mutewind.Seal","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Tasalio.s.Sign","Tear.of.Purity","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Stormfire","The.Effigon","The.Nomad","The.Tactician","Timetwist","Winterweave","Blightwell","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","The.Flow.Untethered","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Eyes.of.the.Greatwolf","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Demigod.s.Bounty","Demigod.s.Eye","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
82,"2020-03-03","Metamorph HC","UniqueAccessory",1,0.2201,8.4,205.43,3,5.39,0.69372,1.071,14.3,3,51.1,5,4.94,0.75,NA,1,1,2.3,17.9,7.57,12.18,8.04,3.54,2,2,1,1.87,4,1.19,1,5,0.49,1.32,10.3,3.2,5,4.91,3.33,5048.0525,1,4.9,1,68.485,1,100,7.54,0.99,1,5,1,1,1,1,1,1.37641,1,NA,0.99053,1.6,1,2,NA,0.49,5,2.24,2,70.7,1,1,0.98,6.28,8,NA,1,193.66,1,59.32,0.89,1,7.27,8.71,1,NA,0.47,0.68,2.13,1,1,1.85,0.3,120.9,1,0.16,1,121.45,12.19,25.84,0,1,10,1,0,0.15,0,1,7.86,1.18,10,2,5,10.82,1,0.99,1,167.22708,124.52,11.6,2,2,8.96,2,4,21.92,18,11.8,5.9,NA,9,NA,2.74,16.31,62.255,5,51.2225,133.315,3.1,74.47125,NA,20,3,1,35,10,0,10,3.45,856.88,NA,34.18,3.21,20,62.255,10,124.51,195.98333,11.23,10,61.32,62.394,6.36161,18.6,3.59,1,29.81,9.34457,155.72,NA,NA,673.16875,6.94,5.86,33.96,17.01,1.49
83,"2020-03-04","Metamorph HC","UniqueAccessory",1,0.27,10,185.87,3,5.2,0.47155,1.68,15,2.94188,51.65,5,5,0.79,NA,0.98,1,2.6,10.62,6.39,12.04,8,3.73,2,2.14,1,1.87,3.08,1.12,1,5,0.46,1.67,10.3,2,5.3,4.91,3.19,5011.765,1,4.9,1,67.99,0.9701,83.71,12,0.96,1,5,1,0.99,1,1,1,1.13,1,NA,1,1.6,1.77,2,NA,0.46,5,2.24,2,110.3,1,1.19,0.92,6.28,8,NA,1,247.16,1,20,0.95,1,6.88,8.83,1,NA,0.46,0.46,2.14,1,1,2,0.27,120.63,1,0.16,1,136.89,24.71,25.54,0,1,10,1,0,0.16,0,1,8.12,0.98,10,2,5.18714,13.52,1,0.99,0.95,160.91,123.605,6.5,2,1.93,9.08,1.25,4,18.86,18,11.8,5.9,NA,9,NA,2.74,16.31,61.81,5,51.18,132.16667,3.1,78.388,NA,20,3,1,35,10,0,10,3.465,850.6225,NA,34.76,6.71,20,61.81,10,123.57,195.18333,10.95,10,61.05,60.72656,6.36,18.4,3.59,1,29.81,9.6,154.52,NA,NA,665.1975,7.36,5.76,33.96,17.01,1.41
84,"2020-03-05","Metamorph HC","UniqueAccessory",1,0.29,9.95,177.10667,3,5.1,0.7,1,15,3,51.65,4.92,5,0.84,NA,0.92,0.98,2.8,10,6.17,12.04,9.15,3,2,2.8,1,2.52,3.04,1.01,1,5,0.46,1.67,14.76,2,5.3,5.05,3.02,5010.955,1,4.9,0.96,67.98,0.92,81.92,12,0.97,1,5,1,0.98,1,1,1,1,0.99,NA,0.96,1.6,1.78,2.65,NA,0.46,5,2.46,2,105.4,0.97,1.51,0.92,7.49,0,NA,1,0,1,11.99,0.95,1,10,8.89,1,NA,0.46,0.43,2.71,1,1,2,0.27,120.36,1,0.15,1,136.99667,24.71,25,0,1,10,1,0,0.15,0,1,5,0.99,10,2,7.62,13.52,1,0.97,1,160.9005,123.61,8.17,2,1.92,8.98,1.16,4,18.86,16.53,11.9,5.9,NA,8.94,NA,3,17.42,61.8,5,51.18,131.95,4,78.511,NA,20,3,1,0,10,0,0,3.43,833.04,NA,34.87,6.32,20,61.8,10,0,195.15833,15,10,91.9,60.66,7.03,18.2,21.36,1,32.92,9.97,154.5,NA,NA,669.6825,36.36,6.71,33.49,16.959,1.34
85,"2020-03-06","Metamorph HC","UniqueAccessory",1,0.26,9.75,178.85,3,5.1,0.65,1,15,3,51.65,2,5,0.92,NA,0.91,1,2.8,16.14,5.98,12.04,10,3.96,2,2.99,1,2.52,3.03,1,1,5,0.49,1.45,14.76,2,5.4,5.28,6.64,5007.31,1,4.9,0.98,67.92,0.63,82.35,12,0.98,1,5,1,1,1,1,1,1,1,NA,1,1.6,1.93,2.65,NA,0.49,3.35,3.87,2,121.186,0.98,1.58,0.98,7.49,0,NA,1,123.5,1,11.99,1,1,52.04,8.83,1,NA,0.49,0.43,2,1,1,2,0.17955,120.29,1,0.17,1,136.9,24.71,25,0,1,10,1,0,0.24,0,1,5,1.04,10,2.06,7.62,13.52,1,0.98,0.98,160.89,123.5,9.86,2,1.98,8.77,1.28,4,18.86,16.53,11.9,5.9,NA,9,NA,3,17.42,62.07,5,51.15,98.77,4,78.48,NA,20,2.19,0.99,0,10,0,0,3.46,825.87667,NA,30.08,6.32,20,61.75,10,0,195.06,18.99,10,92.02545,61.75,6.58,14.6,21.35,1,29.81,9.75,154.38,NA,NA,1062.54,31.62,6.71,33.58,16.5,2.29
86,"2020-03-07","Metamorph HC","UniqueAccessory",1,0.22,9.55,186.8,3,5.1,0.85,1,15,3,56.55,2.03273,9.27,0.79,NA,0.95,1,2.8,13.49,6,12.04,10,3,2,2.8,1,2.52,2.47,1.29,1,4.96,0.49,1,13.24,2,5.63,5.28,5,5035.69,1,4.9,0.98,68.19,0.77,80.94,12,0.98,1.18,5,1,1,1,1,1,1,0.99,NA,0.99,1.3,1.93,2.65,NA,0.49,3.82,3.69,2,121.66778,0.98,1.56,0.98,7.49,0,NA,1,130.15,1,11,0.99,0.99,52.47,8,1,NA,0.59,0.41,2.56,1,1,3.23,0.6,120,1.68,0.16,1,144.52,24.76,310.5,0,1,10,1,0,0.23,0,1,5,0.94,10,2.86,7.15,13.52,1,1,0.98,161.78,124.2,6.26,2.99,1.98,8.77,1.09,4,17.51,16.53,11.9,2.22,NA,9,NA,3,17.42,0,5,50,99.3,10.99,78.68,NA,20,2.19,1,0,10,0,0,3.8,757.68,NA,28.95,8.68833,20,62.1,10,0,195.18,24.2,10,106.6,60.71,8.26,14.6,21.42,1,29.34,10,155.25,NA,NA,1026.87,37.4,6.72,36.12,16.5,2.42
87,"2020-03-08","Metamorph HC","UniqueAccessory",1,0.22,12.45,237.7,3,5,0.67,1,15,3,15.05,2.44,9.27,0.73,NA,0.98,1,2.8,18.65,6,12.04,10,3,2,2.5075,1,2.52,3,1.22,1,4.4825,0.49,1.67,13.24,1.96,5.94,6.95,5,5040.55,1,4.9,0.98,10,0.81,94.42,0,0.98,2,5,1,1,1,1,1,1,0.99,NA,0.98,0,1.71,2.65,NA,0.49,3.21,7,2,120.09,0.98,1.5,0.98,7.39,0,NA,1,131.1,1,10,0.99,0.99,52.51,8,1,NA,0.49,0.39655,2.31,1,1,3.23,0.55,248.76,1.78,0.15,1,144.66,24.76,310.8,0,1,9.88,1,0,0.23286,0,1,5,0.92,10,2.59,7.15,13.52,1,0.99,0.78,157.87,124.22,5.97,5.565,1.97,15.43,1.96,4,17.51,16.53,11,2.21,NA,9,NA,3,30,0,5,50,62.16,10.99,78.72,NA,20,2.2,0.98,0,10,0,0,3.61,758.42,NA,26.29,20.65,0,62.16,10,0,230,24.09,10,118.34,60.73,8.79,14.6,21.43,1,29.34,9.84,155.4,NA,NA,1027.86,37.4,6.72,36.12,16.5,3
88,"2020-03-09","Metamorph HC","UniqueAccessory",1,0.27,12.45,247.67,3,5,0.81,1,15,3,55.87,2,8.77,0.9,NA,0.96,1,2.33,17.74,6,11.55,9.55,3,2,2.26,1,8.1,3,1.22,1,1.95,0.48,1,13.24,1.96,5.65,9.41,5,5104.62,1,20,0.96,10,0.85,94.42,0,0.96,1.81,5,1,1,1,1,1,1,0.97,NA,0.96,0,0.94,6.99,NA,0.48,3.21,6.41,1.97,120.508,0.96,1.78,0.97,7.3,0,NA,1,132.76,1,10,0.97,0.94,53.06,8.34,1,NA,0.48,0.5,2.88,1,1,2.8,0.63,0,1.72,0.22,1,188.85,24.76,314.75,0,1,9.28,1,0,0.25,0,1,5,0.92,10,2.5,10,13.52,1,0.98,0.78,151.15357,88.26,5.97,6.08,1.93,13.16,1.96,4,30.54,16.53,11,1.76,NA,9,NA,3,30,0,5,50,62.95,10.5,83.76,NA,20,2.11,0.89,0,10,0,0,3.41,768.05,NA,26.29,20.83,0,62.95,10,0,230,24.09,10,119.84,60.70333,13.12,14,10,1.72,24.16,9.73,157.38,NA,NA,1040.92,35,6.42,33.17,16.01,3
1,"2019-03-08","Synthesis HC","UniqueAccessory",0,1,0,0,10,0,2,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,2,0,8.62,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1.21,3.1,0,1.5,1.94818,1,0,0,1,0,NA,2.2,0,0,0,0,1,0,0,0,0,1.9,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1.11,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2019-03-09","Synthesis HC","UniqueAccessory",1.63,0.33247,10.27,53.95143,4,0,1,2,13.61875,2,0,67.46944,17.76,1,0,1,5.2225,2,18.165,2.355,0,20,3,1.51125,2.67917,3,2,3,3,1.7,23.63667,0.35,1,0,20,1,18.5275,0,1167.6,1,10,0.90037,0,1,50.10833,3.3,1,3,2.74,1,1,0.73167,0.89765,1,1,2,NA,1,2,9.7225,2.63,0,1,20,20,1,0,1,2.33,1,6.44,0,0,1.64,9,1,0,1,0.35,0,1,1,0,0.35,0.64,2,0.95545,1,5,2,67.24,2.9,0.34,1,0,40,0,0,1,11.1248,1,0,0.35,0,1.9335,38.4525,3,40,4.27,0,0,0.46,1,0.35,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4,1,0,0,0,0,3.46,0,1,35.4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2019-03-10","Synthesis HC","UniqueAccessory",1,0.38,24.34,33.2405,3.98793,6.9,1,2,9.95,2,592.5,60,44.02,1,0,1,3.7,2,12,2,0,25.99,2,2,2,3,1.49,3,1,1,20,0.38,1,0,3,1,9.77,0,2298,1,10,1,100,1,62.09,4,1,2,3,1,1,0.97543,1,0.38,1,2,NA,1,1.77,3,2.7175,0,1,11.54,7.79,1,0,0.83505,2.45,0.96,4,0,48.17,2,3.43,1,0,1,0.38,0,0.38,1,0,0.38,0.38,2,0.41404,1,7.22,1,114.54,2,0.38,0.8502,0,19.96,10,0,1,10.42,1,0,0.38,427.45,1,54.39,2,33.11,5.04,0,218.155,0.86,1,0.38,0,181.65833,0,20,2,0,116.82,10,8,10,0,4,0,0,85.34,0,86.17,0,25,0,0,1,0,0,0,5,1,0,0,0,67.4,3,0,1,37.28,4.22,0,0,0,0,NA,NA,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2019-03-11","Synthesis HC","UniqueAccessory",2,0.34,16.71,44.31,3,11.06,1,2,8,2,678.15,50,33.32,1,0,1,2,2,15,2,0,15,2,2,3,3,1,3,1,1.71,18,0.34,1,60,3,1,7.56,40,2968.082,1,15,0.61515,80,1,77,4.41,1,2,3,1,1,0.68,0.7,0.44,1,2,NA,1,1.755,2,3,2.66,0.61,7,3.11,1,0,0.68,2,0.52579,2.89,10,50.57,2,2,1,25,1,0.34,0,0.64,0.74,0,0.35,0.34,2,0.35,1,8,1,164.46857,2,0.34,0.8101,0,11.4,8.8,0,1,10.48308,1,1.05,0.34,467.8,1,45.27,2,30,4,11.57,200,1,1,0.34,0,94.32,502,20,1.58342,0,60.825,10,8,8.79,50.2,4,0,0,99.44,0,499.3,0,22.91,0,0,1,70,0,0,3,1,0,0,0,52.1425,3,758.1,1,45.21,4,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2019-03-12","Synthesis HC","UniqueAccessory",2,0.37,18.815,50,3,10,1,2,10,2,119.33,45,27.96686,2,28.2,1.9801,2,2,11.21,2,0,8,2,2,3,3,1.21,3.04342,1,2,17,0.37,1,60,3,1,7,39.1,2893.36,2,40,0.38,65.13,1.6903,75.25,5.28,1,2,3,2,1.3603,0.60877,0.74336,0.7,1,2,NA,2,2,2,3,2.21,0.39,4.98,2,2,0,0.74,2,0.38,2,10.87,44.7,2,2,1,25,1.9701,0.37,0,0.38,0.76,0,0.37,0.37,2,0.37577,1,4.73,1,156,2,0.37,0.98,0,8.51364,7.4,0,2,10,2,1.03,0.37,156,2,50.11,2,38,3,7.15,208,1,1,0.39,0,136.04,473.5525,20,1.73389,0,19.74,8.6,15,8.8,5,4,416,0,41.96,0,510,0,12.98,0,0,1,70.54,0,3,2,1,0,0,0,37.45,3,551.25,1,35,3.17,0,0,0,988,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2019-03-13","Synthesis HC","UniqueAccessory",2,0.39505,16.5,45,3,12.95,1,2,13.78,2,218,51.7,26,2,20,2,2,2,10,2,0,4,2,2,2.68,3,2,8.51242,1,2,17,0.39505,1,0,2.14826,1.73,5,19.655,2160,2,0,0.78,56.01,2,103.44,4.82,1,2,4,2,2,0.4,0.77992,0.73,1,2,NA,2,2,2,3,2.21,0.74,4,2,2,381.5,0.78,2,0.54,2,8.26,23.1,2,2,1,165,2,0.39505,0,0.39,1,0,0.39505,0.39,2,0.39505,1,2.37,1,107.93588,2,0.39505,0.93505,302.5,10,10,0,2,11.68935,2,6.64,0.37,161.85,2,74.98,2,35,2.96,5.07,214,0.99,1,0.39505,330,248.17571,490.5,20,2,0,15,7.35,14.42,18.4,4.3,4.33,810,0,42.3,0,437.89,0,5,0,0,1,53.58,0,1.2,3,1,0,0,0,19.37,3,535,1,25,2.14,55,0,30.6,545,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2019-03-14","Synthesis HC","UniqueAccessory",2,0.48,15.91789,43.84,3,13.52969,1,2,12.25786,2,109.9,50,29.84,2,18.42,2,1,2,10.8,2,0,3,1,2,2,3,2,7,1,2,18,0.48,1,100,3,1.73,5.50161,14,2207.2,2,40,0.48,41.99,2,111,6,1,2,5,2,2,0.48,0.75543,0.88,1,2,NA,2,2,2.07,2.97978,2,0.48,4,1.51,2,333,0.94,2,0.48,2.61,8.26,23,2,2,1,165.54,2,0.48,13.18,0.48,0.98,0,0.48,0.48,2,0.48,1,2,1,90,2,0.48,1,304.89,7.61,8.41,0,2,12,2,12,0.47,89.5575,2,69.56357,2,27.26,2.77,5,196.54333,1,1,0.48005,330,332.17,335.10955,20,2,55.58,14.86824,5.02,7.08,13.24,3.4,4.22,831.525,279.2625,38.17,0,308.17,0,7,111.16,0,1,49.2,0,3,3,1,15,0,0,9.17,3,380.00111,1,26,2.82,55.435,0,21.51,440,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2019-03-15","Synthesis HC","UniqueAccessory",2,0.48,14.79,45,3,8,1,2,10,2,92.32,60,30.69475,2,9.41,2,1,2,10.39293,2,60,2,1,1,2,3,1.53,6.5894,1,2,15,0.48,1,90,3,1,5.54,10,2142.60813,2,44.36,0.48,25,2,130,6,1,2,5,2,2,0.48,0.48,0.48,1,2,NA,2,2,3,3,2,0.53005,3,1,2,400.61,0.99,2,0.48,2,8.39,20,2,2,1,169.26,1.92,0.48,10.79,0.48,0.99,0,0.48,0.48,2,0.48,1,2,1,69.80944,2,0.48,0.9401,282.065,5.90278,7.5,0,2,12,2,9.73,0.43,90.2125,2,60.63792,1.56,20,2,5,196,1,1,0.48,258.45,227.7075,197.714,20,2,57.01,10,5.2,10,14.54,3.4,4.22,57.5,285.05,38.2825,0,125.9925,0,7.25,35,0,1,49.2,0,3,3,0.99,15.54,15,0,8,3,380.16938,1,24.0925,2.391,56.42,0,18.98,390.95,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2019-03-16","Synthesis HC","UniqueAccessory",2,0.46,12.60667,49.70786,3,7,1,2,13.21,2,78.98,50,29.69,2,9.5,1.51005,1,2,10,2,0,2,1,1,2,3,1,7,1,2,14.4039,0.46,1,55.41,3,1,5.66,4,2510.98389,2,34.5,0.46,18.59063,1.96,125.06574,6,1,2,5,2,2,0.46,0.92,0.46,1,2,NA,2,2,2,3,2,0.46,3.86,1,2,402.0775,1,2,0.46,2,6.81,17.3,2,2,1,117.9,1.5,0.46,8.99,0.64188,1,354,0.46,0.46,2,0.47,1,2,1,45,2,0.46,0.92,255.71667,8.39,8.52,0,2,13.64722,2,7,0.46,67.34,2,96.2275,1,20,2,4.2,165.785,0.92,0.92,0.46,213.66,230.6,170,20,2,58.56,7,5.19,13,12.95167,2.49,4.43,55.7,292.5,38.71,0,64.9,0,5,118,0,1,55.18,0,3,4,0.92,11,15,0,5,3,398.10857,1,20,2,58.555,0,18.63,351.33,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2019-03-17","Synthesis HC","UniqueAccessory",2,0.47,8.07,60.2,3,6.71,1,2,11.57,2,66.75,50,33,2,5,1.84,1,2,12,2,85,2,1,1,2,3,1,7,0.97,2,14.74797,0.47,1,59.49,3,1,6,4,2319.28091,2,39,0.47,15,1.88,148.0125,5,1,2,5,1.90005,1.99005,0.46005,0.92,0.47,1,2,NA,1.93,2,2,3,2,0.47,3.287,1,2,297.15,0.94,2,0.46891,2,4.77,15.5,2,2.75,1,82.75,1.44005,0.47,9.19577,0.97,1,60.09,0.5601,0.46005,2,0.66,1,2,0.94,44.07,2,0.46005,1,324.5,10.73,8.63,302.2,2,13.13925,2,4.31,0.46005,59.62125,2,84.64588,1,19.33,2,3,160.314,0.68,0.95,0.47,390.805,269.99357,85.04,20,2,59,6,5,11.14353,8,2.6,4,50.995,229.904,38.85,0,15,0,4.95,119,0,1,35.91,177.975,3.8,4,0.92,9.2,10.5,0,5,2.5,409.6,1,19.76,2,59.26,0,22.89,355.56,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2019-03-18","Synthesis HC","UniqueAccessory",2,0.46,8,61.9845,2,5,1,2,10,2,59.87,50,32.95833,2,4.61,1.41,1,2,12,2,96.99,2,1,1,2,4,1,7,1,2,14,0.46,1,47.19154,3,1,7,3.24,2148.878,1.85005,39,0.46,11.42438,1.82005,150,5,1,2,5,2,1.5,0.46,0.93,0.52,1,2,NA,1.5,2,2,3,2,0.46,3,1,2,261.485,0.80005,2,0.46,2,4.99,20,2,2.00545,1,60.93857,1.5,0.46,8,0.99,1,64.51,0.46,0.46,2,0.69,1,2,0.92,65.51,2,0.46,0.98,275.32,13.08,10.33,205.28375,2,15,2,3.32,0.46,61.35,2,97.54255,1,15,2,3,155.715,0.47,1,0.46,446.18,369.63,64.51,20,2,31.03,6,5,13,7.62,5.43,3.77,46,169.48,39.9,25,12,0,4.61,129.78,0,1,29.9,129.02,4.36,3.92,0.94,9.2,10.5,0,4,2,389.859,0.96,17.9,2,42.755,0,21.23,387.06,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2019-03-19","Synthesis HC","UniqueAccessory",2,0.46,7.49,66.64513,2,4,1,2,11,2,60,50,33.26,2,3,1.75005,1,2,12,2,77.12,2,1,1,2,3.85088,1,7.31,0.95,2,13,0.45,1,36.56,3,1,6.90961,2,2265.36,2,39,0.46,12,2,160,5,1,2,5,2,1.5501,0.45,0.46,0.46,1,2,NA,1.8,2,2,3,2,0.46,3.54,1,2,276.41625,0.91,2,0.46,2,5,20,2,2.01,1,44.99,1.8,0.45,5.06,0.94,1,69.37,0.46,0.45,2,0.46,1,2.33524,0.92,91.61,2,0.45,0.92,276.86,17.96,10.87,140.41,2,15,2,3,0.45,62.81,2,95.93,1,14.97865,2,3.45,138.73778,0.46,1,0.46,360.645,414.62,92.02,20,2,20,5,5,8.85,7,4.41,2.97,46,138.5445,40.87,15,10.5,0,4.16,80.042,694,1,30.1,78.09,5.39,4,0.92,8,10.63,0,4,2,409.3375,1,19.6,2,42.89,0,19.88,416.22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2019-03-20","Synthesis HC","UniqueAccessory",2,0.46,7,70.43818,2,3.84,1,2,10,2,59.10833,50,33,2,5,1.94,1,2,21.5535,2,68.82,2,1,1,2,3,1,7.27682,1,2,13.66797,0.45,1,34.05,3,1,6.95075,2,2023.27029,1.5,39,0.46,11.75,2,174.98,5,1,2,5,1.94,2,0.46,0.46,0.46,1,2,NA,1.5,2,2,3,2,0.47,4,1,2,279.96,0.94,3,0.47,2,5,20,2,2,1,34.85,1.5,0.46,5,0.92,1,65.5,0.46,0.45,2,0.46,1,2,0.98,209.97,2,0.45,0.96,384.84,37.41,11.08,140,2,14,1.89005,3,0.45,64.178,2,81.22,1,12,2,3.56,140.10667,0.46,0.94,0.47,430.8,419.94,142.32,19.49,2,15,4,5,8.89,7,4.41,2.97,46,115,33.83,15,9.87,0,3.27,69.94286,699.9,1,32.18,77.50333,5.39,2.71,1,8,11.04,0,3,2,413.54111,1,24.14,2,38,0,19.69,401.04,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2019-03-21","Synthesis HC","UniqueAccessory",2,0.46,7,76.63,2,4,1,2,9.98302,2,55.53,50,35.41484,1.9501,3.99,1.5,1,2,23.15167,2,67.18,1.41515,1,1.82,2,3.60556,1,8,1,2,10,0.46,1,30,3,1.39,6,2,1893.5,1.59505,38.82,0.45,9.66,1.58,172.55438,4.79938,1,2,5,1.5,1.46,0.46,0.46,0.46,1,2,NA,1.5,2,2,3,2,0.46,3.335,1,1.5,278.41333,0.96,2,0.76,2,5,25.45,2,2.02,0.95505,55.80875,1.46,0.46,5.32,0.92,0.92,73.07,0.46,0.45,2,0.46,1,2,0.92,161.78882,2,0.45,1,323.36,39.55,10,139.23,2,13.91878,1.67,3,0.45,66.1,1.74,77.03,1,11,2,3,162.9125,0.46,0.92,0.46,435.935,417.51818,139.2,16.96,2,10,4,4.61,8,7,4.41,3,46,85,33.72,9,9.02,0,3,44.78,798.31333,1,23.1,80.64625,5.41,3,1,8,10,0,3.76,2,373.2,1,25,2,37,0,11.72,385.84,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2019-03-22","Synthesis HC","UniqueAccessory",1.95,0.46,7.28914,76.04,2,4,1,1.88015,9.63,2,55.03,50,35,1.63005,4.43,1.5,1,2,22,2,57.98,2,1,1,2,4,1,8,0.99,2,10,0.46,1,27.86,2.58,1,5,2,1898.68679,1.5,38.82,0.46,10,1.5603,176.22,4,1,2,5,1.5,1.5,0.46,0.46,0.46,1,2,NA,1.5,2,2,3,1.6,0.46,3,1,1.5,280.52,0.92,3,0.92,2,5,24.34,2,2,1,70.01,1.5,0.46,5.27,0.92,0.92,69.34,0.46,0.46,2,0.46,1,2,0.93,209.31,2,0.46,1,279.51,43.18109,10,135.92125,1.9403,14,1.68,3,0.46,47.11,1.53,68.47966,1,11,2,4,187.47,0.46,1,0.46005,440.798,450.94636,105.74,16.96,2,8,3,5,8,6.87037,4.41,2.07,37,65.09,33.8,9,9.04,0,3,38.86,559.6,1,30.3,67.446,5.41,3,1,8,10.99,0,4,2,348.585,1,29.94,2,35.8,704.9,19.38,382.25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
