"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","The.Alchemist","The.Ambitious.Bandit.I","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.V","Undead.Uprising","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Beyond.Sight.II","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Storm.Spire","Trapped.in.the.Tower","Anarchy.s.End.III","Anarchy.s.End.IV","Beyond.Sight.III","Fallow.At.Last","Path.of.Betrayal","Thaumaturgical.History.IV","The.Ambitious.Bandit.II","The.Child.of.Lunaris","The.Feral.Lord.IV","The.Queen.s.Sacrifice","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Warmongers.IV","Unbearable.Whispers.IV","Unnatural.Energy","Vaal.Invasion","Battle.Hardened","Faith.Exhumed","The.Ambitious.Bandit.III","The.Bishop.s.Legacy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Mentor","The.Plaguemaw.III","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
41,"2019-07-17","Legion HC","Prophecy",1.31,0.76,2,NA,6,3.53,0.62,0.44,1,2,1,0.97,0.57,1,5,0.34,0.57,2.97,0.64,1.32,2,10.98,1,2,0.84,0.98,1.42,0.81,0.78,0.92,0.58,1,1,0.6301,0.75,4,2,1,0.58,2,845.82,1.41,1,1,0.99,12,8,0.87,1.07,0.63,0.56,1,2,1,0.8,1,0.58,1,1,0.65,0.79,3,0.95,1,0,65,14,1,1,3,0.98587,0.82,1,1,1,1,1,1,1,1,1,0.59,0.49,1.41,6.61,1,0.83,1,0.53,0.97,0.35,0.76,1,1,0.46,13,2,1,0.82,2,0.36,0.62,0.85,1,1,1,1,1,0.82,0.4,1.94,0.72,1,1,0.68,0.8,1,93.99,0.75,1,25,2,7.48515,15.85,1.06,1,1,1.21,2,1,2,1,0.41,0.51,1,2,0.14,1,1,1,1,1,4.61,0.9,0.85,1,0.58,1,1.4,0.99,1,1,0.61,5,0.88,1,1,0.4,1,1,1,1,1.6,1,1,0,6,0.82,0.84,0.82,2,1,4,1.2,1,0.96,1,0,1.36,2,0.98,1,1,1,0.51,1.9,1,0.58,1,1,1,1,1,1,1,0.81,1,1.55,1,2,1,56.35,4,1,2.11,1,1,1,1.02,1,0,5,0.63,0.48,1,0.79,1306.46,0.95,1,1,1,0.47,1.2,2.07,1,0.82,1,1,1,40,0.81505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2019-07-18","Legion HC","Prophecy",1.22,0.82,2,NA,5.48,3.53,0.57,0.44,1,2.33,1,0.98,0.62,1,4,0.34,1,3.29,0.64,2.08,1.8601,10.92,1,1.2,0.83,1,1.31,0.81,0.7,0.57,0.57,1,1,1,0.7,4,2.31,1,0.59,2,807.21,1,1,1,0.98,12,8.19,0.81,1.17,0.66,0.56505,1,2.09,1,0.8,1,0.96,1,1,0.99,0.78,3,0.97,1,0,55,14,1,1,3,1,0.82,1,1,1,1,1,1,1,1,1,0.52,0.81,1.31,7,1,1,1,0.14,1,0.39,0.73,1,1,0.42,8.04,2,1,0.87,1.95545,1,0.6,0.89,1,1,1,1,1,0.9,0.4,1.53,0.66,1,1,1,0.64,1,93.51,0.94,1,25,2,8,15,1.06,1,1,1.21,2,0.95,2,1,0.4,0.57,1,1.04505,0.23,0.6,1,1,1.78505,1,5.63238,0.91,0.84,1,0.58,1,1,0.99,1,1,0.65,5,1,1,0.78,0.39,1,1,1,1,1.6,1,1,0,5,0.94,0.84,0.8,2,1,4,1.2,1,1,1,0,1.45,2,0.94,1,1,1,0.71,1.01,1,0.57,1,1,1,1,1,1,1,0.82,1,1,1,2,1,55,4,1,2.94,1,1,1,1,1,1,5,0.74,0.56,1,0.79,1888.9,0.99,0.99,1,1,0.47,1.2,1.19,0.98,0.89,1,1,1,44.33,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2019-07-19","Legion HC","Prophecy",1.22,0.64,2,NA,5,3.53,0.53,0.46,1.15,2.33,0.69,0.97,0.53,0.98,4.892,0.34,0.65,3.29,0.64,1.65,1.07,12,1,1.2,0.8,1,1.43,0.81,0.69,0.58,0.56,1,1,1,0.69,4,2.22,1,0.63,2,748.08,1,1,1,0.84,12,10,0.77,1.15,0.74,0.91,1,2.3,1,0.78,1,1,1,0.9,1,0.78,3,0.97,1,0,50,14,1,1,3,1,0.59,1,1,1,1,1,1,1,1,1,0.39,0.83,1.31,6.32,1,1,1,0.13,1,0.43,0.95,1,1,0.42,9.61059,2,1,0.94,1,1,0.57,1,1,1,1,1,1,0.84,0.39,1.63,0.66,1,1,0.93,0.64,1,13.8,0.76,1,25,2,7,15,1.07,1,1,1.1,2,0.92,2.33,1,0.56,0.59,1,1.52,0.22,0.6,1,1,2,1,4.15,0.8,0.84,1,0.52,1,1,0.97,1,1,0.57,6,1,1,0.49,0.39,1,1,1,1,1.6,1,1,0,5,0.78,0.78,0.78,2,1,2.81,1.2,1,1,1,0,1.72,3,0.94,1,1,1,0.78,1.01,1,0.56,1,1,0.93,1,1,1,1,0.81,1,1.06,1,2.73,1,52.75,4,1,2.94,1,1,1,0.98,1,1,5,0.60032,0.77,1,0.82,1860.2,1,1,1,1,0.52,1.3,1.02,1,1,1,1,1,44.57,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2019-07-20","Legion HC","Prophecy",1.22,0.39,2,NA,6,3.53,0.58,0.39,1.14,2.33,0.63,0.99,0.51,0.95,5,0.78,0.72,3.07,0.66,1.65,1.39,11.09,0.97,1.13,0.97,1,1.43,0.81,0.66,0.77915,0.55,1,1,0.76,0.68,3.81,2.22,1,0.72,1.84,798.43,1.41,1,1,1,12,9.89,0.96,2.71,0.62,0.93,1,2.6,1,0.78,1,1,1,1.52,1,0.78,2,0.96,1,0,45,13.95,1,1,2.38,0.96,0.53,1,1,1,1,1,1,1,1,1,0.4,0.83,1.22,7,1,1,1,0.14,0.97,0.76,0.58,1,1,0.45,8.92,2,1,1,1.83,0.86,0.57,1,1,1,1,1,1,0.82675,0.4,1.42,0.73,1,1,0.93,0.76,1,12.7675,0.64,1,24,2,7,15,1.06,1,1,1.1,2,0.99,2.22,1,0.58,0.58,1,2,0.14,0.6,1,1,2,1,4,0.74,0.79,1,0.66,1,1,0.95,1,1,0.6,6,1,1,0.47,0.4,1.01,1,1,1,1.6,1,1,0,6,0.78,0.88,0.55,2,0,2,1.11,1,1,1,0,2,3,0.94,1,1,1,0.78,1.7,1,0.55,1,1,1,1,1,1,1,0.78,1,1.84,1,2,1,55,4,1,2,1,1,1,0.97,1,1,5,0.58,0.78,1,0.87,1838.55,1,1,1,1,0.52,1.3,1.34,0.99,1,1,1,1,50,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2019-07-21","Legion HC","Prophecy",1.22,0.38,2,NA,6,3.53,0.55,0.5,1.14,2.33,0.64,1,0.57,0.92,5,0.78,1,3.07,1.31,1.65,1.18,12.8,1,1.13,0.96,1,1.43,0.81,1,0.83,0.56,1,0.97,0.74,0.68,4,3,1,0.73,1.31,809.418,1.41,1,1,1,12,9.95,1,2.6,0.65,0.92,1,2,1,0.78,1,1,1,1.94,1,0.78,2,0.98,0.96,0,45,14,0.8,1,2.25,1,0.53,1,1,1,1,1,1,0.98,1,1,0.92,0.82,2,7,1,1,1,0.13,0.9,0.76,0.8,1,1,0.45,10,2,1,1,1.29,0.88,0.58,1,1,1,1,1,1,0.80244,0.49529,1.3,0.73,1,1,1,0.77,1,11.75,0.68,1,24.46758,2,7,15,1.06,1,1,1.1,2,0.95,2.11,1,0.75,0.4,1,2,0.13,0.6,1,1,2,1,4.54,0.72,0.79,1,0.66,1,0.7,0.95,1,1,0.95,6,1,1,0.48,0.44,1.01,1,1,1,1,1,1,0,6,0.78,0.96,0.63,2,0,2,1.11,1,1,1,0,2,3,0.78,1,1,1,0.8,1.78,1.07,0.55,0.78,1,1,1,1,1,1,0.77,1,2,1,2,1,54.95,4,1,2,0.99,1,1,0.95,1,1,5,0.59,0.77,1,0.8,1728.55,0.99,1,1,1,0.52,1.41,1.41,0.9,1,1,1,1,50,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2019-07-22","Legion HC","Prophecy",1.22,0.41,2,NA,6,3.53,0.55,0.53,1.15,2.65,1.33,1,0.58,0.92,5,1,0.99,3.48,1.22,1.65,1.64,12.8,1,1.13,0.96,1,1.54,0.55,1,0.78,0.59,1,0.95,0.96,0.69,4,3,1,0.72,1.31,704.8,1.31,1,1,0.95,12,9.87,1,2.71,0.56,0.9,1,2,1,0.78,1,1,1,1,1,0.73,2,1,0.72,0,45,15,0.74,1,2,1,0.54,1,1,1,1,1,1,0.92,1,1,0.92,0.83,2,7.53,1,1,1,0.14,0.92,1,0.95,1,1,0.53,9.77,2,1,1,1,0.97,1,1,1,1,0.97,1,1,0.78,0.39,1.32,1.1,1,1,0.99,0.76,1,3,0.82,1,25,1,7.81,13,1.06,1.49,1,1.1,2,0.98,2.11,1.03,1,0.39,1,2,0.14,0.6,1,1,2,1,4.46,0.78,0.8,1,1.32,1,0.64,1,1,0.96,1,5,1,1,0.62,0.4,1.12,1,1,1,1,0.99,1,0,6,0.89,0.74,0.63,2,1,2,1.11,1,1,1,0,2,3,0.76,1,1,1,0.9,1.82,1.79,0.54,0.79,1,1,1.05,1,1,1,0.78,1,2,1,2,1,50,4,1,2,1,1,1,0.95,1,1,1.4,0.59,0.61,1,0.88,1603.465,1,0.99,1,1,0.52,1.41,2,0.89,1,1,1,1,54.63211,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2019-07-23","Legion HC","Prophecy",1,0.42,2,NA,7,3.53,0.46,0.53,1.15,2.43,1.33,0.92,0.58,0.89,5,1,0.99,3.58,1.22,1.65,1.72,13,1,1.13,0.66,1,2,0.55,1,0.7,0.6,1,1,0.96,0.69,3,3,1,0.43,1.25,734.68769,1.31,1,1,0.89,1.96,9.13,1,2.71,0.56,0.9,1,2,1,0.78,0.78,1,1,1,1,0.7,2,1,0.78,0,46.09,15,0.67,0.86,2,1,0.77,1,1,1,1,1,1.06,0.9,0.96,1,1.31,1,0.39,7,1,1,1,0.14,0.95,1,0.9,1,1,0.53,9.97,2,1,1,2,1,1,1,1,1,1,1,1,0.95,0.56,1.57,1.1,1,1,0.96,0.76,1,3,0.77055,0.89,25,1,7.82091,12.84,1,1,1,1.1,2,1,3,1.03,1,0.39,1,1.5902,0,0.6,1,0.82,2,1,4.72,0.7,1.25,1,1.32,1,0.64,1,0.77,0.95,0.96,5,0.91,1,0.58,0.89,1.12,1,1,1,1,0.95,1,0,6,0.89,0.59,0.70153,1.93,1,2,1,1,0.94,1,100,2,3,0.76,1,1,1,1,2,1,0.5,0.79,1,1,1.03,1,1,1,1,1,2,1,2,1,42.96,4,1,2,0.98,1,0.98,0.94,1,1,1.4,0.68,0.55,1,0.95,1590.59,0.97,1,1,1,0.52,1.41,2.17,0.84,1,1,1.15,1,52.44,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2019-07-24","Legion HC","Prophecy",0.91,0.41,2,NA,7,3.53,0.4,0.53,1.16,1.47,1.33,0.97,0.58,0.86,5,1.0825,1,3.49,1.22,1.65,2,13,1,1.13,0.62,1,2,0.55,1,0.69,0.94,1,1,1,0.7,3,0,1,0.46,1.47,691.92,1,1,1,1,1.96,9.23,1,3.61,0.63,0.97,1,2,0.91,0.78,0.78,1,1,1,1,0.7,2,1,0.78,0,46.09,15,0.75,0.92,2,1,0.85,1,1,1,1,1,1.08,1,0.98,1,1.31,1,0.39,7,1,1,1,0.14,1,1,0.57,1,1,0.66,9.1,2,1,1,2,1,0.99,1,1,1.71,1,1.87,0.84,0.82,0.57,1.65005,1.27,1,1,1,0.81,0.98,1.06,0.72,0.94,25,1,7.77015,13,1,1,1,1,2,1,3,1.23,1,0.39,0.83,2,0,0.61,1,0.54,2,1,4.74,0.39,1.25,1,1.32,1,0.64,1,0.86,0.98,0.96,5,0.91,1,0.59,0.89,1.14,1,1,1,1,0.93,1,0,6,0.96,0.69,0.81,1.77,1,3,1,1,0.95,1,100,1.9,2.6,0.76,1,0.99,1,1,2,1,0.5,0.7,1,1,1.09,1,1,1,1,1,2,1,3,1,56.75,4,1,2,0.97,1,1,0.98,1,1,1.4,0.84,0.74,1,1,1487.54,0.97,1,1,1,0.52,1.41,2.2,0.9,1,1,1.74,1.11,53.735,0.64693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2019-07-25","Legion HC","Prophecy",0.91,0.43,2,NA,7,3.53,0.88,0.49,1.15,1.29,4,0.81929,0.51,0.86,6.01,2,1,2.98,1.22,1.32,2,12.62,1,1.13,0.82,1,2,0.28,1,0.83,0.57,1,1,1,0.69,3,0,1,0.74,1.09,691.92,1,1,1,1,1.96,8.14,1,10.54,0.67,0.96,1,2,0.91,0.84,1,1,1,0.67,1,0.7,2.62,0.87,0.78,0,45,16.00035,0.7,0.9,2,0.99,0.78,1,1,1,1,1,1.64,1,1,1,1,1,0.58,7,1,1,1,0.14,1,0.84,0.56,1,1,1,9.52,2,1,1,2,1,0.96,0.98,1,1.71,1,1.87,0.96,0.84,0.7,1.91,1.27,1,1.02,1,0.78,0.98,1.06,0.42,0.57,25,1,8,12.13,1,1,1,1,2,1,3,1.22,1,0.39,1,2,0,0.6,1,0.59,2,1,4.74,0.39,1.2,1,1.32,1,0.88,0.95,0.87,0.99,0.95,5,0.72,1,0.58,0.82,1.12,1,1,1,1.11,0.9,1,0,6,0.96,0.78,0.83,1.92,1,3,1,1,1,1,82,1.84,3,1,1,0.95,1,1,2,1,0.46,0.7,1,1,1,1,1,1,1,1,2,1,3,1,56.43,4,1,2,0.95,1,1,1,1,1,1.4,0.9,0.71,1,0.95,1487.54,0.96,1,1,1,0.52,1.41,2,0.94,1,1,2,1,53.67,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2019-07-26","Legion HC","Prophecy",0.85,1,2,NA,7,3.53,1,0.7601,1.16,1.03,4,1,0.5,0.82,5,2,1,2.79,1.22,1.32,2,10.12,1,1.13,0.85,1,2,0.26,1,0.8,0.57,1,1,0.96,0.66,3,0,1,0.47,1,735.16,1.22,1,1,0.91,0.78,5.27,1,4.41,0.79,0.79035,1,2,0.87,0.71,1,1,1,0.39,1,0.7,2,0.85,0.84,0,45,16.8,0.93,0.9,2.52,0.97,0.78,1,1,1,1,1,1,1,1,1,1,1,0.58,7,0.78,1,1,0.14,1,0.84,0.57,1,1,0.9,8,1.89,1.3,1,2,1,0.97,0.97,1,1.71,1,1.87,0.8,0.85,0.67,1.97,2,1,1.02,0.66,0.73,0.96,1.02,0.62,0.87,25,1,8,11.3,1,1,0.83039,1,2,1,3,1.23,1,0.39,1,2,0,0.57,1,0.57,2,1,4.89,0.38,1.2,1,1.32,1,0.87,0.95,0.77,0.99,1,5,0.54,1,0.53,1,1.14,1,1,1,1.11,0.94,1,0,6,0.97,0.78,0.96,2,1,3,1,1,1,1,103.27,2,2,1,1,0.83,1,1,1.59,1,0.47,0.65,1,0.98,1.16,1,1,1,1,1,2,1,3,1,56.06,4,1,2,0.9,1,1,1,1,1,1,0.87,0.69,1,0.95,1484.62,0.95,1,1,1,0.52,1.41,2,0.95,1,1,2,1,48.27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"2019-07-27","Legion HC","Prophecy",0.82,1,2,NA,6.3104,3.53,1,1,1.74,1.29,1,1,1.6,1,5,2,1,2.5,2.6,1.32,2,11.11,1,1.21,1,1,2,0.26,1,1,0.57,1,1,1,1.07,3,0,1,0.48,1,734.19,3,1,1,0.79,0.78,5.52,1,1.8,1,1,1,2,0.87,0.72,1,1,1,1,1,0.7,2,0.65,0.74,0,45,17,0.97,0.91,3,0.97,0.51,1,1,1,1,1,1,1,1,1,1,0.93,0.7,7,0.75,1,1,0.34,1,1,0.57,1,1,1,7.75,2,1.19,1,2,0.75,0.98,0.97,1,1.71,1,1.8,0.69,0.76,0.78,2,2,1,1.2458,0.56,0.68,0.95,1.02,0.67,0.98615,25,1,8,9.42,1,1,0.83,1.1,2,0.77,2.1,1.23,0.94,0.36,1,1.54,1,0.62,1,0.72,2,1,4.91,0.36,1,1,1.32,1,0.55,0.95,1,1,1,5,0.54,1,0.54,1,1.14,1,1,1,1.11,0.85,1,0,6,0.99,0.65,1,1.64,1,3,1,1,1,1,103.27,2,2.58,1,1,0.87,1,1,1,1,0.71,0.75,1,1,1.19,1,1,1,1,1,2.1,1,2,1,58.33,4,1,2,0.93,1,1,1,1,1,1,0.81,0.63,1,0.82045,1471.46,1,1,1,1,0.5,1.32,2,1,1,1,2,1,44.50167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"2019-07-28","Legion HC","Prophecy",0.82,1,1.98,NA,6.15,3.53,1,1,1.14,1.29,1,1,1.6,0.87,4.73,2,1,2.5,2.6,1.43,2,9.82,1,1.21,1,1,2,0.26,1,1,0.57,1,1,1,0.83,3,0,1,0.9,1,722.46455,0,1,1,0.59,0.78,5.52,1,1.8,0.99,1,1,2,0.89,0.68,1,1,1,1,1,0.7,1.95,0.65,0.72,0,90,16.78,1,1,2,0.97,0.5,1,1,0.96505,1,1,1,1,1,1.92,1,0.76,0.72,6.32,0.79,1,1,0.34,1,1,0.95,1,0.63,1,7.55,2,1.16,1,2,0.78,0.98,1,1,2,1,1.8,0.69,0.75,0.95,2,2,1,1.25,1,0.67272,1,0.91,1,0.78,25,1.59853,8,12.18,1,1,0.85,1.1,2,1,2,1.23,0.63,0.43,1,1.87,1,0.62,1,0.83,1.7501,1,5.02,0.36,1,1,1.32,1,0.55,0.95,1,1,1,5,1,1,0.62,1,1.23,1,1,0.99,1.11,0.68,1,0,6,0.99,0.72,1,1.35,1,3,1,1,1,1,100,1.8,3,1,1,0.87,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1.63,1,2.208,1,53.04,4,1,2,0.95,1,1,1,1,1,1.44,0.83,0.73,1,0.95,1463.3,1,1,1,1,2,2.33,2,0.88,1,1,2,1,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2019-07-29","Legion HC","Prophecy",0.83,1,1.99,NA,7,16,1,1,1.22,0.9,1,1,1.6,0.87,4.77,2,1,2.3,2,2,2,10.38,1,1.21,1,1,2,1,1,1,0.57,1,1,1,0.83,3,0,1,0.93,1,714.17,0,1,1,0.6,0.78,5.53,1,1.8,1,1,1,2,0.89,0.85543,1,1,1.4,1,1,0.66,1.87035,1,0.86,0,90,16,0.65,1,2,0.97,0.48,1,1,0.96,1,1,1,1,1,1.92,1,0.89,0.72,6.64,0.79,1,1,2,1,1,0.93,1,0.76,1,7.29,2,1.13,1,2,0.87,1,1,1,2,1,1,0.81,0.7,0.98,2,2,1,1.25,1,0.75,1,2,1,0.78,25,1.62,8,11.96,1,1,0.76,1.1,2,1,2,2,0.57,0.56,1,1.98,1,0.62,1,0.86,1.86,1,4.61,0.36,1,1,2,1,0.55,0.97,1,1,1,5,1,1,0.6,1,2,1,1,0.99,2,0.68,1,0,6,1,0.72,1,1.05,1,3,1,1,1,1,100,2,2,1,1,0.97,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1.59,1,2,1,53.74,4,1,2,0.97,1,1,1,1.31,1,1.44,0.8,0.74,1,0.95,1446.09,1,1,1,1,2,2.33,2,0.85,1,1,1,1.33,41.56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2019-07-30","Legion HC","Prophecy",0.83,1,1.98,NA,7,0,1,0.66,1.22,0.9,1,1,1.6,0.73,4.83,2,1,2.2,1.1,2,2,10.38,1,1.21,0.94,1,2,1,1,0.64,0.57,1,1,1,0.83,3,0,1,0.9,1,675.75,0,1,1,0.89,0.78,9.02,0.74,1.8,1,1,0.97,2,0.89,0.85,1,1,1,1,1,0.57,1,0.6,0.9,0,90,18,0.7,1,2.4,0.97,0.48,1,1,0.96,1,0,1,1,1,1.83,0.92,1,0.71,5.4915,0.77,1,1.11,2,1,1,0.92929,0.88,0.76,1,7.53,2,1.18,1,2,0.92,1,1,1,1.77,1.07,1,0.78789,0.73,1,2,2,1,1.5,1,0.75,1,2,1,0.78,25,2.61,8,12.02,1,1,0.79375,1.1,2,1,2,0,1,0.56,1,2,1,0.62,1,0.82,1.92515,1,5.59,0.35,1,1,2,1,0.55,1,1,0.99,1,5,1,1,0.62,1,2,1,1,0.99,2,0.68,1,0,6,1,0.57,1,1.12,1,3,2.85,1,1,1,100,2,2.32,1,1,0.97,1,1,1,1,1,0.97,1,1,1,1,1,1,1.79,1,1.5,1,2.1,1,48.04,4,1,1,0.99,1,1,1,1,1,1,1,0.74,1,0.72,1411.32,1,1,1,1,2,2.33,1.29273,0.99,1,0.89,1,1.33,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2019-07-31","Legion HC","Prophecy",0.81,1,1.94,NA,6,0,1,0.42,1.22,1.26,1,0.85,1.6,0.93,4.92,2,1,2.2,1,2,2,10.38,1,1.11,0.87,1,2,1,1,0.65,0.57,1,1,1,3,3,0,0.93,0.84,1,684.08,0,1,1,1,0.72,9.02,1,1.8,1,1,1,2,0.84,0.81,1,0.95,1,1,1,2.01,1.18,1,0.94005,0,90,18,0.68,1,2.52,0.97,0.42,1,1,0.7902,1,0,1,1,1,2,1,1,0.7,6.48,1,1,2,2,1,1,0.9,0.75,0.83,1,7.14,2,1.16,1,2,0.92,0.98,1,1,1.46,1,1,0.72,0.98,0.99,2,2,1,1.5,1,0.71922,1,2,1,0.78,25.91357,2.2685,8,12.62,1,1.22,0.58,1.1,2,1,2,0,1,0.52,0.9,2,1,0.62,1,0.75,1.98,1,4.94,0.34,1,1,2,1,0.48,0.96,1,0.98,1,5,1,1,0.61,1,2,1,1,0.97,2,0.68,1,0,6.42,1,0.58,1,1.03,0.91,3,2.85,1,1,1.11,100,2,2.11,1,1,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1.73,0.92,1.3,1,2,1,49.15,7.77,1,1,0.92,1,1,1,1,1,1,1,0.86,1,0.72,1384.82,1,0.99,1,1,2,2.33,1.05,0.98,1,0.88,1,1.33,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
