"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
83,"2017-10-25","Harbinger HC","UniqueFlask",1.36373,58.65784,NA,7.71765,1,0.99216,171.86529,1,2.99,46.44373,27.97,0.91725,5.85216,142.76255,184.05255,0.99961,1,7.50196,1,39.70039,37.49706,31.60412,NA,NA,NA,NA
84,"2017-10-26","Harbinger HC","UniqueFlask",1.00157,68.53235,NA,4.6049,1,0.96137,182.94529,0.98765,2.99745,60.18824,28.61353,0.84176,6.12745,144.86098,181.20647,1,0.96118,8.21373,1,39.67804,41.15,30,NA,NA,NA,NA
85,"2017-10-27","Harbinger HC","UniqueFlask",1,69.2752,NA,4.9122,1,0.951,178.2298,0.6946,2.307,60.2968,26.9978,0.9558,5.608,145.604,175.037,0.8828,0.6006,9.5408,1,39.6176,40.18,30,NA,NA,NA,NA
86,"2017-10-28","Harbinger HC","UniqueFlask",1.27922,69.68,NA,5.08961,1,1,181.56431,0.99294,2.9502,57.0549,28.01784,0.92373,5.70863,110.57157,166.54353,0.90725,0.61863,9.22725,1,38.15333,39.46431,30,NA,NA,NA,NA
87,"2017-10-29","Harbinger HC","UniqueFlask",1.177,78.8004,NA,5.1778,1,1,201.4126,0.9342,3.1084,53.5898,28.3796,0.965,7.0324,126.287,172.5812,0.9896,0.773,9.2066,1,38.8466,38.6442,30,NA,NA,NA,NA
88,"2017-10-30","Harbinger HC","UniqueFlask",1.1656,77.5592,NA,5.9748,1,1,198.9736,0.7642,3.7938,48.7338,29.8804,0.8676,7.7338,131.8446,169.2152,0.9,0.7748,8.7276,1,40.562,40.3216,30,NA,NA,NA,NA
89,"2017-10-31","Harbinger HC","UniqueFlask",1,59.79333,NA,5.8551,1,1,188.05647,0.61804,3.40471,40,29.46314,0.87137,8.26569,131.62216,174.6602,0.98529,0.66176,7.61647,1,41.00353,42.86314,30,NA,NA,NA,NA
90,"2017-11-01","Harbinger HC","UniqueFlask",1.2446,57.9,NA,5.9898,1,1,175.2356,0.8866,3.48,40,29.0562,0.9676,9.0498,112.1236,167.9852,1,0.6158,7.2178,1,42.2382,42.1312,28.1082,NA,NA,NA,NA
91,"2017-11-02","Harbinger HC","UniqueFlask",1.2248,57.9,NA,6.0184,1,1,178.0754,0.6472,3.3288,53.5114,29.7316,1,9.233,112.0584,182.599,0.9998,0.631,8.0498,1.7508,42.5496,44.6108,26.4366,NA,NA,NA,NA
92,"2017-11-03","Harbinger HC","UniqueFlask",0.89706,57.9,NA,4.42471,1,0.98373,186.07196,0.65353,3,84.86392,30,1,10.47745,102.01196,163.28941,0.94039,0.61824,8.79412,1.72588,36.85529,43.62275,23.21059,NA,NA,NA,NA
93,"2017-11-04","Harbinger HC","UniqueFlask",1,57.9,NA,4.0786,1,0.8448,186.2382,0.7484,3,86.0388,29.6686,1,9.3412,101.1194,172.1764,0.9258,0.873,8.6814,2.4288,43.7988,45.6764,18.711,NA,NA,NA,NA
94,"2017-11-05","Harbinger HC","UniqueFlask",1.1798,56.70588,NA,4.03176,1,0.94725,181.56843,0.77333,2.68608,86.78392,29.47412,1,9.21588,100,173.43118,0.9202,1,8.39412,2.7898,41.57176,48.45647,24.69157,NA,NA,NA,NA
95,"2017-11-06","Harbinger HC","UniqueFlask",1.3746,55,NA,4.0144,1,1,182.6184,0.8364,2.6058,86.2566,28.141,1,9.6182,99.9384,180.9342,0.8686,1,8.86,1.7698,41.0668,47.4678,32.0156,NA,NA,NA,NA
96,"2017-11-07","Harbinger HC","UniqueFlask",1.00196,80,NA,3.97373,1,1,183.92784,0.74431,2.57,81.50294,27.6249,0.97804,9.07922,107.70118,196.92686,0.61843,1,8.80824,1.04373,38.5851,47.45569,31.18294,NA,NA,NA,NA
97,"2017-11-08","Harbinger HC","UniqueFlask",0.9878,80,NA,4.0016,1,1,180.2334,0.8376,2.57,55.83,28.1034,1,9.1662,113.1448,194.0274,0.986,1,8.6046,1.8516,40.5218,49.601,30,NA,NA,NA,NA
98,"2017-11-09","Harbinger HC","UniqueFlask",1,80,NA,4.6354,1,1,181.5372,0.9344,2.6744,56.5916,29.1166,0.9482,9.2828,103.5026,194.432,0.9944,1,9.1728,1.277,40.2332,49.2762,50,NA,NA,NA,NA
99,"2017-11-10","Harbinger HC","UniqueFlask",1,80,NA,5.25846,1,1,180.20103,0.98923,3.50077,66.58077,29.70821,0.88436,9.21769,100,222.7059,0.9741,0.86846,8.47026,1.06,44.61538,45.99026,50,NA,NA,NA,NA
100,"2017-11-11","Harbinger HC","UniqueFlask",1,80,NA,6.30513,1,1,177.70462,0.99179,4.16641,104.22205,29.53923,0.9741,8.49026,100,207.91282,1,0.78205,7.58615,1.01846,45,38.14949,46.81256,NA,NA,NA,NA
101,"2017-11-12","Harbinger HC","UniqueFlask",1,80,NA,6.51308,1,1,171.12359,0.99103,4.07,108.45538,29.29564,1,8.52154,154.73,188.96769,0.98641,0.79308,9.95513,0.88205,45,31.3641,45.99,NA,NA,NA,NA
102,"2017-11-13","Harbinger HC","UniqueFlask",1.11205,80,NA,7.19077,1,1,166.64795,1,3.63154,107.25308,29.74154,1,8.00897,153.21846,167.52692,0.70051,0.68949,8.92949,0.83077,45.6259,25.14333,45.99,NA,NA,NA,NA
103,"2017-11-14","Harbinger HC","UniqueFlask",1.22564,80,NA,7.32282,1,0.21564,169.47385,1,3.5,107.48462,28.93744,0.98615,8,153.54769,180.29923,0.80359,0.63,7.42744,0.82692,47.83385,24.39385,45.99,NA,NA,NA,NA
104,"2017-11-15","Harbinger HC","UniqueFlask",1.47974,0,NA,6.95231,1.02308,0.15949,169.41923,1,3.41872,107.77872,29.48923,0.95846,8,153.96769,183.01846,0.75692,0.61,8.37333,0.74154,49.00667,25.20128,45.99,NA,NA,NA,NA
105,"2017-11-16","Harbinger HC","UniqueFlask",1.15821,0,NA,10.21385,1.09231,0.14718,163.12795,1,4.14256,105.03154,30.75974,0.96744,8,154.76231,176.49333,0.36359,0.73744,10.01436,0.66974,50.47333,25.25026,45.6759,NA,NA,NA,NA
106,"2017-11-17","Harbinger HC","UniqueFlask",1,0,NA,10.89103,1.56256,0.15974,154.27462,1,4.90769,102.84974,29.56385,1,8.12359,154.27462,159.01872,0.15538,1,9.01744,0.62231,26.92487,25.73128,45.23077,NA,NA,NA,NA
107,"2017-11-18","Harbinger HC","UniqueFlask",1.35718,0,NA,10.12128,1.71333,0.15641,159.07282,0.94256,3.30256,104.46308,28.93154,1,8.62538,156.69462,144.72564,0.2041,0.91538,9.98077,0.63282,29.68385,31.13282,45,NA,NA,NA,NA
108,"2017-11-19","Harbinger HC","UniqueFlask",1.95282,0,NA,8.50051,1.86,0.15923,165.40385,0.83641,3.45,105.37385,25.9659,1,8.84462,157.9425,159.31179,0.31744,0.92,10.26769,1.36513,30.07385,37.93821,0,NA,NA,NA,NA
109,"2017-11-20","Harbinger HC","UniqueFlask",1.98359,0,NA,8.34744,1.9459,0.18026,164.7741,0.93103,3.45,106.04769,25.55744,1,8.99846,0,159.07154,0.87821,0.73333,12.75205,1.62846,78.88385,39.33821,200,NA,NA,NA,NA
110,"2017-11-21","Harbinger HC","UniqueFlask",1.68487,0,NA,8.29231,1.99769,1.39564,168.30846,0.78205,3.45,107.77538,26.42359,1,9,0,159.15026,0.96564,1,13.65974,2,107.77538,37.29282,200,NA,NA,NA,NA
111,"2017-11-22","Harbinger HC","UniqueFlask",2.12897,0,NA,8,2,0.93,169.56513,0.85949,2.93846,109.08769,28.55923,1,10.71564,0,151.36333,0.93744,1,12.02744,2,94.10359,42.06205,200,NA,NA,NA,NA
112,"2017-11-23","Harbinger HC","UniqueFlask",2.29897,0,NA,8,1.92462,1.74615,171.09538,0.96949,3.83,109.06261,29.32051,0.98385,9.62692,0,132.66,0.71795,1,11.99692,2.32308,80,44.57333,151.53846,NA,NA,NA,NA
113,"2017-11-24","Harbinger HC","UniqueFlask",1.96718,0,NA,8,1.57359,1.63333,175.00615,0.96154,4.30462,0,33.44462,0.8441,9.74769,0,129.95,0.78821,0.99897,11.68615,2.42,80,44.82692,42.5,NA,NA,NA,NA
114,"2017-11-25","Harbinger HC","UniqueFlask",1.98769,0,NA,8,1.22615,2.01538,185.53205,0.98538,10,0,34.62,0.84744,10.89872,115.55,131.97821,0.70641,0.94846,10.50615,2.42,80,44.9859,42.5,NA,NA,NA,NA
115,"2017-11-26","Harbinger HC","UniqueFlask",2.05077,0,NA,5,0.98154,1.45128,186.98487,1,0,0,29.69231,0.41282,10.85,116.35692,150,0.68026,0.87974,8.5859,2.30615,80,42.37846,42.5,NA,NA,NA,NA
116,"2017-11-27","Harbinger HC","UniqueFlask",2.63179,0,NA,8,0.90103,1,182.70256,1,0,0,22.71846,0.4,11.94923,114.29692,150,0.55103,0.97179,4.51667,7.76923,80,39.65538,38.46154,NA,NA,NA,NA
117,"2017-11-28","Harbinger HC","UniqueFlask",2.46359,0,NA,7.79487,0.88667,1,179.13487,1,0,0,22.55744,0.41846,15.29333,114.9041,170.87692,0.23795,1,4.32923,8.44821,80,24.72154,25,NA,NA,NA,NA
118,"2017-11-29","Harbinger HC","UniqueFlask",2.30263,0,NA,4.55526,0.86,1,178.20947,0.98895,2,0,22.81474,0.26,20,114.31,228.62,0.15,1,6.10368,7.41868,80,23.90947,25,NA,NA,NA,NA
119,"2017-11-30","Harbinger HC","UniqueFlask",2.24897,0,NA,4.21538,0.86872,1,208.17231,1,2,0,21.84154,0.23769,20,120.80103,241.95231,0.17308,1,6.45205,6,45,23.80487,25,NA,NA,NA,NA
120,"2017-12-01","Harbinger HC","UniqueFlask",2.4741,0,NA,4.32385,0.92,1,475.38188,0.76667,2,0,19.71,0.25128,11.54487,132.63026,255.4659,0.46385,1,10.13615,6,70,23.2941,0,NA,NA,NA,NA
121,"2017-12-02","Harbinger HC","UniqueFlask",1.61846,0,NA,4.23949,0.87436,1.10462,324.47359,0.35692,0,0,20.2059,0.21641,7.11385,135.3159,259.81974,0.85231,1,24.09308,6,70,23.32692,0,NA,NA,NA,NA
122,"2017-12-03","Harbinger HC","UniqueFlask",1.05385,0,NA,4.11513,0.98897,1.12,255.15282,0.4541,0,0,20.73103,0.30641,9.16256,128.8241,254.00641,0.89282,1.04308,11.77,6,70,22.76795,0,NA,NA,NA,NA
123,"2017-12-04","Harbinger HC","UniqueFlask",1.34639,0,NA,4.1,1.43,1.08778,203.95278,0.62,0,0,22.09833,0.39667,7.18,132.44944,192.29472,1.12,1,12.25472,6,70,27.86361,0,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback HC","UniqueFlask",0,0,0,0,0,1,0,0,0,0,15,2,0,0,0,0,5,24,0,0,0,50,NA,1,0,NA
2,"2018-08-04","Incursion Flashback HC","UniqueFlask",10.19,16.6,1,0,1.60625,0.5,0,1,5.5,41.98,6,1,8.86,0,0,0.96182,1,4,2.37286,0,11,1.62105,NA,0.97429,0,NA
3,"2018-08-05","Incursion Flashback HC","UniqueFlask",6.64,8.97,1,0,1.77,0.2401,0,1,1.93,47.54,4.53894,0.99,4,75,142.94,1,1,4.07158,2.67125,22,8.38727,2.94,NA,0.2801,0,NA
4,"2018-08-06","Incursion Flashback HC","UniqueFlask",10,5,1,0,2,0.16,500,1,2,42.6875,4.07837,1,4,82.24,107.38,1,1,4,2.41867,17,5,2,NA,0.72633,0,NA
5,"2018-08-07","Incursion Flashback HC","UniqueFlask",9.755,5,1,20,2,0.15,311.8,1,2,44.26143,3.50082,0.40041,4,66.47,117,0.92,0.72,4,2,14,3,2,NA,0.6301,0,NA
6,"2018-08-08","Incursion Flashback HC","UniqueFlask",8.96,5,0.79988,7,2,0.39,400,1,1.37,40,4,0.53,3,58.29,99.95,0.78,0.96,4.74,2,14,2,2,NA,0.45,0,NA
7,"2018-08-09","Incursion Flashback HC","UniqueFlask",11.1,5,0.96,5,2,0.41,400,0.82,1.42,25,4,0.7802,2.22733,52.85,80,1,1,6,2,40,2,1.38,NA,0.55,0,NA
8,"2018-08-10","Incursion Flashback HC","UniqueFlask",11.51875,5,1,5,1.45,0.44,330,0.8,1,42.04,4,0.95,2.85857,45.05,99.87,0.81,0.66,5,1,40,2,2,NA,0.3,0,NA
9,"2018-08-11","Incursion Flashback HC","UniqueFlask",10,5,1,6.18,1,0.51,358.2175,0.84,1,49.01333,3.77082,0.9751,2.14,35,96.02,0.93,0.6651,5,1.50024,40,2,2,NA,0.3102,0,NA
10,"2018-08-12","Incursion Flashback HC","UniqueFlask",10,5,0.91,6.74,1,0.74,0,0.86,1,49.25,3,0.78,2,28.09,94.8,1,0.43,4,2,40,2,2,NA,0.43,0,NA
11,"2018-08-13","Incursion Flashback HC","UniqueFlask",10,6.39625,0.95,7.85,1,0.85,362.5,0.86,1,49.10958,4,0.8,3,27.1,101.3,1,0.42,3,1,40,2,2,NA,0.64531,0,NA
12,"2018-08-14","Incursion Flashback HC","UniqueFlask",10,7.88,0.84,7.03,1,0.88,360.4,0.84,1.15,49.12917,3,0.69,3.03,31.85625,106.92,0.91,0.42,3.29,1.72,19.3,1.15816,3.18,NA,0.65031,0,NA
13,"2018-08-15","Incursion Flashback HC","UniqueFlask",10,15,0.57,7.4,1,0.87,0,0.86,1.55,44.9,3.0851,0.43,3.56,33.83,100,0.93,0.81,3.65551,1.79,19.3,1,3,NA,0.8,7642,NA
14,"2018-08-16","Incursion Flashback HC","UniqueFlask",6.28875,15,1,9.61,1,0.8901,0,0.86,1.92,39.62,3,0.4601,4,35.81,100,1,0.4401,4,2,40,1,7.64551,NA,0.8,7900,NA
15,"2018-08-17","Incursion Flashback HC","UniqueFlask",7.92,15,0.91,9.3975,1.1515,0.82,0,1,1.98,35,3,0.88,4,36.13,107.44,1,0.44,4,2,40,1.7913,10.60469,NA,0.98,8006,NA
16,"2018-08-18","Incursion Flashback HC","UniqueFlask",10,15,0.91,8,1.12,0.36633,0,1,1.65,37.43,3,0.9,4,35.027,111.04,1,0.45,4,2,40,1,13.42,NA,0.9,8086,NA
17,"2018-08-19","Incursion Flashback HC","UniqueFlask",10,15,0.99,7.59,1.11719,0.28,250,1,1.54,35.89273,3,0.9,4,53.96,128.8,1,0.9,4,2,27.08,1,9,NA,0.51061,0,NA
18,"2018-08-20","Incursion Flashback HC","UniqueFlask",10,15,0.98,7.5,1.67,0.75,0,1,0.99,35,3,0.98,5,102.36,133.23,1,0.84,4.62571,2,34.04,1,8,NA,0.7,0,NA
19,"2018-08-21","Incursion Flashback HC","UniqueFlask",10,15,0.98,5,2.52,0.9,0,1,1.03,32.19,4,0.96,5,94.5375,159,1,0.46,5,2,34.04,1,7.03765,NA,0.44,0,NA
20,"2018-08-22","Incursion Flashback HC","UniqueFlask",9.7,16.3,1,4.48,2.6425,0.99,0,1,0.97,30,4,0.96,5.35,91.345,150,1,0.46,4.85,2,27.25,2,9,NA,0.74,0,NA
21,"2018-08-23","Incursion Flashback HC","UniqueFlask",7.76,16.1,0.93265,6.28,2.35,0.87,0,0.97,0.96,28.3275,4,0.7,5,81.1,163.4,1,0.46,5,2,27.25,2.53,9,NA,0.74918,0,NA
22,"2018-08-24","Incursion Flashback HC","UniqueFlask",7.71,16.45,0.99,6.28,2,0.88,0,0.98,0.87,28.37,4,0.80283,5,80,159.62,1,0.47,5,1.55,27.25,2,9,NA,0.92,9439,NA
23,"2018-08-25","Incursion Flashback HC","UniqueFlask",5,16.48,0.98,3.62,2.17,0.94,634.92,0.98,2.84,28.01,4,0.9,5.49,71,167.28,1,0.45,5,1.4,27.25,2.04,9,NA,0.8883,9760,NA
24,"2018-08-26","Incursion Flashback HC","UniqueFlask",5,15.54,1,3.33,2.03923,1,622.375,1,2.39,28.06,4,1,5.36,62,160.47,1,0.45,5,1.17,52.1,2.16652,9,NA,1,3540.9,NA
25,"2018-08-27","Incursion Flashback HC","UniqueFlask",5,17.32,1,3.21,2.01,1,617.5,1,5.2,27.4,4,1,5.41,62,144.8,0.93,0.99,5,1,49,2.22,8.82,NA,1,3515,NA
26,"2018-08-28","Incursion Flashback HC","UniqueFlask",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
1,"2018-06-01","Incursion HC","UniqueFlask",0,0,5,0,3,0.6,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,NA,1,0,NA
2,"2018-06-02","Incursion HC","UniqueFlask",6.21125,3,1,0,1,0.17,0,1,2.925,7.665,11.36981,0.91143,14.22,28.095,144.29,1,0.39796,3,1.76,0,8,19.76,NA,0.17,0,NA
3,"2018-06-03","Incursion HC","UniqueFlask",6,3.023,1,12,1,0.17,0,1,2,7,13.66242,0.38041,8.08125,17.8225,112.08833,0.45551,1,3,1.5165,20.5,5.64,73.3275,NA,0.17,0,NA
4,"2018-06-04","Incursion HC","UniqueFlask",5,3,0.4701,12.7,1,0.18,0,0.54,1,10.8875,15,0.2602,7,19.5775,88.12,0.2001,0.56031,3.29227,1,17.35,4,88,NA,0.18,0,NA
5,"2018-06-05","Incursion HC","UniqueFlask",5,2,0.29,10,1,0.22,500,0.29,1,8,16,0.23,6.749,20.48,86.4675,0.22,0.32,3,1,22.31,3,600,NA,0.22,0,NA
6,"2018-06-06","Incursion HC","UniqueFlask",4,2,0.3,8,1,0.22,440.9,0.4802,1,9.22,17.10826,0.22,7,40,76.84,0.22,0.2801,3,1,18.674,3,254.4,NA,0.22,0,NA
7,"2018-06-07","Incursion HC","UniqueFlask",4,2,0.22,10.31,1,0.21,440.9,0.36,1,25,13,0.31,7,33,78.9645,0.31,0.22,3,1,21.01,2,182.2,NA,0.21,0,NA
8,"2018-06-08","Incursion HC","UniqueFlask",4,2,0.2651,16.64417,0.99,0.2251,318.75,0.44,1,27.69111,13,0.2251,6,31.91,85.40536,0.2251,0.2251,3,1,16.393,2,123.25,NA,0.2251,0,NA
9,"2018-06-09","Incursion HC","UniqueFlask",4,2,0.38,14,1,0.23,277.48,0.3451,1,27.04,11.86776,0.28531,5,29.65,91.42,0.27041,0.23,3,1,11.18,2,122.32,NA,0.23,0,NA
10,"2018-06-10","Incursion HC","UniqueFlask",4,2,0.41,10.96,1,0.24,210,0.24,1,28.92,12.85071,0.24,4,36.66969,103.37174,0.24,0.2501,3,1,11.18,2,100,NA,0.24,600,NA
11,"2018-06-11","Incursion HC","UniqueFlask",3.49,2,0.9,9.58,1,0.24,198.83,0.4,1,30,12,0.3051,3.9902,34,110.52,0.2351,0.24,3,1,23.35,2,140.62,NA,0.24,400,NA
12,"2018-06-12","Incursion HC","UniqueFlask",3.49031,3,0.41,11.18,1,0.23,221.5,0.23,1,34.04375,13,0.23,4,30,118.06182,0.3101,0.23,3,1,27.85,2,160.31,NA,0.23,382.36,NA
13,"2018-06-13","Incursion HC","UniqueFlask",3,3,0.22,12.79,1,0.22,220,0.36041,1,34.85977,13,0.22,4,23.24,112.69688,0.34,0.22,3,1,20,2,173.75,NA,0.22,355.57,NA
14,"2018-06-14","Incursion HC","UniqueFlask",3,3,0.43,14,1,0.22,224.76,0.22,0.92,35.23263,12.55061,0.22,4,29.43,103.83,0.43,0.22,3,1,18.06,2,184.81031,NA,0.22,327.02,NA
15,"2018-06-15","Incursion HC","UniqueFlask",2.10592,3,0.44,12,1,0.22,230.175,0.44,1,40,12,0.22,3,30,139.97,0.22,0.22,3,1,13,2,168.0275,NA,0.22,317.4875,NA
16,"2018-06-16","Incursion HC","UniqueFlask",2.11633,3,0.47,10,1,0.23,242.44286,0.28531,0.86,45,10.25224,0.2951,3,30.17,170,0.23,0.3551,3,1,11.045,2,173.25,NA,0.23,350,NA
17,"2018-06-17","Incursion HC","UniqueFlask",2.7451,3,0.47,9,1,0.23,267.17214,0.46,0.97,39.77429,10,0.23,2.57265,32.4,168,0.23,0.24,4,1,11.69,2,157.87,NA,0.23,398.23,NA
18,"2018-06-18","Incursion HC","UniqueFlask",2.5751,3,0.99,8,1,0.23,280.64667,0.30531,0.95,43.21214,10,0.23,2,33,169.02,0.23,0.23,4,1,7.27,2,140,NA,0.23,0,NA
19,"2018-06-19","Incursion HC","UniqueFlask",2,2.72,0.72,7,1,0.23,294.25,0.2551,0.98,41.45,10,0.23,3,32.55,155.66625,0.23,0.23,4,1,8.11,2,144.53,NA,0.24,525.1,NA
20,"2018-06-20","Incursion HC","UniqueFlask",2,3,0.4951,5,1,0.24,299.02375,0.4,0.98,40.07348,9.28041,0.24,3,33.91,151.92595,0.24,0.24,4,1,9.01042,2,180.95,NA,0.24,1091.2,NA
21,"2018-06-21","Incursion HC","UniqueFlask",2,4.70714,0.48,6,1,0.24,306.54,0.25,0.98,40,9.73041,0.24,2.19,34.56,160,0.25,0.24,4.20061,1,8.42,2,217.7455,NA,0.24,0,NA
22,"2018-06-22","Incursion HC","UniqueFlask",2,5,0.51,5,1,0.24,339.85921,0.24,0.99,40,10,0.24,3,33.28,180,0.24,0.24,4,1,7,2,271.88563,NA,0.24,0,NA
23,"2018-06-23","Incursion HC","UniqueFlask",2,5,0.66531,4,1,0.24,305.78688,0.59571,1,40,10,0.24,2.16551,32.14,190.09,0.24,0.24,5,1,9,2,270.9475,NA,0.24,0,NA
24,"2018-06-24","Incursion HC","UniqueFlask",2.8902,5,0.51,3,1,0.26,310.08854,0.53,1,40.44,9,0.26,3,127.25143,189.76281,0.26,0.26,4.9,1,9.87,2,271.05667,NA,0.26,0,NA
25,"2018-06-25","Incursion HC","UniqueFlask",2.56,5.54,0.27,3,1,0.27,299.99079,0.54,0.90061,44.34333,8.4,0.27,3,130.61,170.90294,0.27,0.27,4,1,5.97,2,360.29,NA,0.27,0,NA
26,"2018-06-26","Incursion HC","UniqueFlask",2,9,0.28,2.81,1,0.28,300,0.69,1,43.63885,8,0.35,3,120.28,160.1507,0.28,0.28,4,1,4.26231,2,363.37,NA,0.28,0,NA
27,"2018-06-27","Incursion HC","UniqueFlask",2,8.5413,0.45,1.95,1,0.28,297.5,0.54,1,40,7,0.51,2,110,151.84306,0.28,0.28,5,1,6.21,2,330.34,NA,0.28,0,NA
28,"2018-06-28","Incursion HC","UniqueFlask",2,8.77283,0.54,2,1,0.28,301.52,0.5151,1,40,7,0.55,2,110,150,0.28,0.28,4.34,1,7.01,3,428.72,NA,0.28,689.9,NA
29,"2018-06-29","Incursion HC","UniqueFlask",1.2902,8.97,0.54,2,1,0.29,310,0.29,1,39.09,7,0.54,2,105.36,157.23524,0.3351,0.29,5,1,8.2,3,1159.092,NA,0.29,738.12,NA
30,"2018-06-30","Incursion HC","UniqueFlask",2,7.14,0.54,2,1,0.28,366.63,0.29,1,39.02,7,0.35,2,100,163.95,0.28,0.28,5,1,7.59,2.62592,959.16,NA,0.28,590.12,NA
31,"2018-07-01","Incursion HC","UniqueFlask",1.9901,6.54,0.54,2,1,0.2901,365.925,0.3,0.97,39.13,7,0.3,2,88.54,160,0.3,0.3,5,1,7.63,2.1202,854.14,NA,0.3,533.57333,NA
32,"2018-07-02","Incursion HC","UniqueFlask",2,7,0.4551,2,1,0.32,362.94,0.44,0.97,39.03636,6,0.32,2,80,159.6402,0.32,0.32,6,1,17.08,2,846.86,NA,0.32,531.82,NA
33,"2018-07-03","Incursion HC","UniqueFlask",2,6,0.52,2,1,0.32,350.37,0.3801,0.98,40,6,0.32,2.77,71.87,150,0.32,0.32,5.16082,1,22.88,2.00031,692.53375,NA,0.34,715.02,NA
34,"2018-07-04","Incursion HC","UniqueFlask",2,6.22,0.54,2,1,0.35,341.56741,0.54,1,40,5,0.35,3,94.75,144.99,0.35,0.36,7.21,1,24.91,2.43041,664.675,NA,0.35,701.62,NA
35,"2018-07-05","Incursion HC","UniqueFlask",2,7,0.54,2,1,0.37,310,0.59,1,40,5.40306,0.37,3,95.26,155,0.37,0.37,7,1,28.63,3,661.32,NA,0.37,691.04,NA
36,"2018-07-06","Incursion HC","UniqueFlask",2,8,0.54,2,1,0.39,280,0.39,1,40,6,0.39,3,100.72227,160,0.39,0.39,7.8,1,20,2,684.25,NA,0.39,684.25,NA
37,"2018-07-07","Incursion HC","UniqueFlask",2,8,0.63,2,1.02,0.39,272.61,0.6351,1,33.46,6,0.39,2.04531,88.04545,155,0.39,0.39,8.46224,1,16.08,2,605.22,NA,0.39,708.82,NA
38,"2018-07-08","Incursion HC","UniqueFlask",2,8.14969,0.5,2,2,0.39,257.819,0.74,1,35,5,0.4,3,84.2025,153.38157,0.39,0.39,10,1,22.07,2,595,NA,0.39,659.21,NA
39,"2018-07-09","Incursion HC","UniqueFlask",2,8.44,0.54,2,2,0.39,240.18152,0.4,0.83067,40.60929,5,0.39,3,70.39,155.03,0.4,0.39,10,1,25.16,2,590.2,NA,0.39,676.37,NA
40,"2018-07-10","Incursion HC","UniqueFlask",1.97,9,0.55,2,1.05,0.39,255,0.39,0.82,40,5,0.39,3,74.14,150.9275,0.48,0.39,9.59878,1,28.28,2,590,NA,0.39,692.11,NA
41,"2018-07-11","Incursion HC","UniqueFlask",2,9,0.5451,2,1,0.38,255,0.4351,0.96,44.87,5,0.38,2,81.50615,149.7075,0.55,0.38,8.16,1,25,2,590,NA,0.38,698.67,NA
42,"2018-07-12","Incursion HC","UniqueFlask",2,8.63,0.67,2,1,0.36,239.91,0.37,0.93,44.93,5,0.36,2.49122,84.54,150,0.7051,0.36,8.8851,1,26.49,2,531,NA,0.36,618.435,NA
43,"2018-07-13","Incursion HC","UniqueFlask",2,8.4,0.7251,2,1,0.36,245.48806,0.36,1,37.55269,5,0.36,3,78.84,165,0.99,0.37,9.67082,1.0151,26.65,2,535.5,NA,0.35,620.52,NA
44,"2018-07-14","Incursion HC","UniqueFlask",2,9,0.7602,2,1,0.36,252.87,0.48,1,44.445,5,0.36,3,97.81,164.99638,0.99,0.36,9,1.24,24.26,2,535.5,NA,0.36,626.22,NA
45,"2018-07-15","Incursion HC","UniqueFlask",2,7.26,0.65,2,1.0902,0.36,252.6,0.68,0.95395,45.53,5,0.36,3,97.76,152.1,0.36,0.3801,9.50041,1,25.88,2,523.16,NA,0.3401,587.26667,NA
46,"2018-07-16","Incursion HC","UniqueFlask",2,9.88,0.56,2,1,0.35,260,0.5601,1,38.62022,5.66,0.35,3,112.66,152.99923,0.35,0.35,10,1,24.96,2,523.16,NA,0.35,585,NA
47,"2018-07-17","Incursion HC","UniqueFlask",1.00684,10,0.59,2,1,0.36,260.77,0.7401,1,38.26,5.71,0.36,3,113.51,168.44429,0.5401,0.45,10,1,26.56,2,523.7,NA,0.35,585,NA
48,"2018-07-18","Incursion HC","UniqueFlask",2,10,0.56,2,1,0.36,263.25,0.83,0.9,39.79,5.47031,0.36,3,115.02,155.64412,0.43,0.4401,9.94,1,27.2,2,501.73,NA,0.3601,585,NA
49,"2018-07-19","Incursion HC","UniqueFlask",2,11.24,0.56,2,1,0.36,263.77,0.41,0.93,37.87611,6,0.36,2.94,117.09,152.86,0.36,0.53,10,1,21.98,2,506.21,NA,0.4702,600.24,NA
50,"2018-07-20","Incursion HC","UniqueFlask",2,10.83,0.56,2,1,0.36,275.71,0.36,0.93,40,6,0.36,3,109.64,163.78,0.36,0.53,10.77,1.31,22.43,3,512.88,NA,0.36,589.69333,NA
