"Day","Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Atziri.s.Arsenal","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Call.to.the.First.Ones","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Left.to.Fate","Light.and.Truth","Lingering.Remnants","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Might.is.Right","Mitts","No.Traces","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Rebirth","Scholar.of.the.Seas","Shard.of.Fate","Struck.by.Lightning","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Blazing.Fire","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Coming.Storm","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Eye.of.the.Dragon","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Forsaken","The.Fox","The.Gambler","The.Garish.Power","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Opulent","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Polymath","The.Porcupine","The.Queen","The.Rabid.Rhoa","The.Realm","The.Risk","The.Road.to.Power","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spark.and.the.Flame","The.Spoiled.Prince","The.Standoff","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Valley.of.Steel.Boxes","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wolven.King.s.Bite","The.Wolverine","The.Wrath","The.Wretched","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Blessing.of.God","Forbidden.Power","The.Breach","The.Deceiver","The.Dreamer","The.Insatiable","The.Iron.Bard","The.Obscured","The.Puzzle","The.World.Eater","A.Dab.of.Ink","Beauty.Through.Death","Boon.of.the.First.Ones","Harmony.of.Souls","Immortal.Resolve","Perfection","The.Admirer","The.Army.of.Blood","The.Beast","The.Cacophony","The.Celestial.Stone","The.Darkest.Dream","The.Dreamland","The.Endless.Darkness","The.Fathomless.Depths","The.Hale.Heart","The.Innocent","The.Jeweller.s.Boon","The.Master","The.Master.Artisan","The.Mayor","The.Nurse","The.Price.of.Protection","The.Professor","The.Rite.of.Elements","The.Sacrifice","The.Samurai.s.Eye","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Wilted.Rose","The.Witch","Three.Voices","Akil.s.Prophecy","Alluring.Bounty","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Azyran.s.Reward","Boon.of.Justice","Buried.Treasure","Burning.Blood","Dark.Dreams","Dark.Temptation","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Monochrome","More.is.Never.Enough","Nook.s.Crown","Pride.of.the.First.Ones","Remembrance","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Archmage.s.Right.Hand","The.Bargain","The.Damned","The.Deal","The.Deep.Ones","The.Demon","The.Eye.of.Terror","The.Fool","The.Golden.Era","The.Heroic.Shot","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Primordial","The.Seeker","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Thirst.for.Knowledge","Vanity","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest"
11,"2019-03-18","Synthesis HC","DivinationCard",0.47,34,1,0.47,1.89,0,NA,1,1,5,1,1,0,1,1,0.95,1,0.47,NA,1,0.99,3,1,1,1,0.55,0.46,4,1,645.1,0.91,2,1,35.54,1,0.46,1.99,4,1,1,1,0.99,1,1,1,33.6,5,0.94,0.96,2,33.29,1,0.46,1,1,2,1,1,0.6,1,1,10,2,0.46,1,0.91,1,11,1,0.46,2,0.96,0.46,11.01,3,1,0.46,1.48,6,3,1.26,251.69015,1,1,25.95,1,1,0.46,15,38,1,0.96909,0.46,155.75,1,0.91167,3,1,1,1,1,0.46,0.94,1,1,0.92,5,8,NA,0.94,1,1,4,0.46,32,6,1,0.94,2,1,0.46,1,0.46,1,32.25,1,1,0.99,1,2,0.97,22,6,17,0.76,1,33.92,2.83,1,12,0.97,1,0.46,6,1,3.1,2,20,1,0.98,0.96,0.47,1,1,1.42,0.95,0,5,0.47,1,2,1,0,1,2,2,12,1,3.46,0.46,2,1,0.94,6,4.08,1,17.79,0.73,0.96,1,0.94,0.46,2,1,0.93,0.47,1,0.92,30,2,1,4,1,10.10154,6.16,49,2.88,1,14,2,284.79545,3,2,69.32,10,1,0.58,2,2,5,2.85,1,5,1,10,2,4,10,0.47,12.77,25.68561,2,6,2,11.42719,40,1,2,5.98,5.2,2,1,1,NA,NA,2,1.92,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,12.25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5,50,5,15,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2019-03-19","Synthesis HC","DivinationCard",0.46,33.49,1,0.46,2,5,NA,1,1,5,1,1,0,1,1,1,1,0.46,NA,1,1,3,1,1,1,0.57,0.46,4,1,693.7,0.9,2,0.96,33.04,1,0.46,2,4,1,1,1,0.97,1,1,1,33.6,5,0.94,0.91,2,35.32,1,0.46,1,0.98,2,1,1,0.61,1,1,10.22,2,0.46,1,0.46,1,10.71,1,0.46,2,0.96,0.46,11.19672,3,1,0.46,1.93,6,3,1,242.73184,1,1,24,1,1,0.46,15,30.17813,1,0.92,0.88,169.92344,1,0.88,3,1,1,1,1,0.46,0.92,1,1,0.9,5,8.97,NA,0.95,1,1,4,0.46,33,5,1,1,2,1,0.46,1,0.46,1,34,1,1,0.97,1,2,0.97,21.73,7,16.42,0.82,1,33.06,2.93,1,12,0.91,1,0.46,6,1,2.2,2,20,1,1,1,0.89,1,1,2.36,0.52,0,5,0.46,1,2,1,10,1,2,2,12,1,3.95,0.46,2,0.74,0.97,6,5,1,18.16,0.68,0.98125,1,0.66,0.46,2,1,0.5,0.46,1,0.9,29.43,2,1,3,1,10,5.35,46.54,3,1,14,2,254.38038,3,2,89.32,10,1,0.6,2,1,5,2.3,1,5,1,9.82,2,4,9.99,0.57,13.9,25.07822,2,6.5,2,13,40,1,2,5,5.2,2,1,1,NA,NA,2,1.84,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5,66.49,4.16154,14.73,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2019-03-20","Synthesis HC","DivinationCard",0.46,34.25,1,0.49,2,5,NA,1,1,4.07,0.98,1,6,1,1,0.94,1,0.46,NA,1,0.94,3,1,1,1,0.59,0.46,4,1,700.6,0.52,1.91,1,33.04,1,0.46,2,4,1,1,1,0.46,1,1,1,33.6,5,0.92,0.92,1.66,37.62,1,0.46,1,1,2,1,1,0.75,1,1,10.22,2,0.46,1,0.46,1,11.26,1,0.46,2.07,0.97,0.46,13,3,1,0.46,2,6.6202,3,1,209.97,1,1,22.26,0.98,1,0.46,14.88,25.83182,1,0.92,0.88,167.98,1,0.49,3,1,1,1,0.98,0.46,0.92,1,1,0.92,5,9.93,NA,0.92,1,1,3,0.46,32,5,1,1,2,1,0.46,1,0.46,1,34.29,1,1,1,1,2,0.97,21.59,5,16.38,0.87,1,32.77,3,1.28,13,1,1,0.46,6,1,2.2,2,19.9,1,1,0.97167,0.47,1,1,2.28,0.8,0,5,0.46,1,2,1,9.1,1,2,2,10.47,1,4,0.46,2,1,0.6,6,5,1,19.20829,0.75,1,1,0.46,0.46,2,1,0.55,0.46905,1,0.9,28,1.07,1,3,1,8.67,5.03909,41.76,2.9602,1,13.39,1,279.53364,2.63,2,82,10,1,0.73,2,1,5,2.17,1,5,1,8,2,4,10,0.47,17.64,20.96007,2,6.25,2,12.3,46.19,1,2,5,5.2,2,1,1,NA,NA,2,1.94,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5,66.76679,3.44,11.64,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2019-03-21","Synthesis HC","DivinationCard",0.46,35,1,0.65,2,5,NA,1,1,4,0.92,1,6,1,1,0.95,1,0.46,NA,1,0.92,3,1,1,1,0.46,0.46,4,1,695.1,0.54,2,0.99,33.04,1,0.46,2,3.85,1,1,1,0.46,1,1,1,33.6,4.55,0.8,0.92,1.38,32,1,0.46,1,1,2,1,1,0.81,1,1,10.33,2,0.46,1,0.46,1,10,1,0.46,1.87,0.98,0.46,12.49429,3,1,0.46,2,6.6,3,1,208.82143,1,1,27.85,0.99,1,0.46,15,28.51237,1,0.53,0.99,139.2,1,0.48,3,1,1,1,0.93,0.46,0.92,1,1,0.47,5,9,NA,0.92,1,1,2.86,0.46,25.91515,4.67,1,1,1.98,1,0.46,1,0.46,1,33,1,1,1,1,2,1,22.47,6,15.8,0.52,1,26.45875,3,1.39,13,1,1,0.46,6,1,1.4,2,19.48,1,1,0.97,1,1,1,2.37,0.9,5,5,0.46,1,2,1,8.1,1,2.86015,1.96005,10.47,1,3.75,0.46,2,1,1,6,5,1,20,0.79,1,1,0.46,0.46,2,1,0.52,0.46,1,0.92,27.42,1.24,1,3,1,8,5.05,43.49,3,1,12,1,277.52,3,2,70,8.93,1,0.96,2,1,5.38833,2,1,6,1,6,2,4,10,0.46,17.64,19,2,6,1.82,12,46.97423,1,1.92,4,4.4,2,1,1,NA,NA,2,2,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5,67.05,3,17.6,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2019-03-22","Synthesis HC","DivinationCard",0.46,34.5,1,0.9,2,5,NA,1,1,4,0.92,1,6,0.96,1,0.95,1,0.46,NA,1,0.92,2.12015,1,1,1,1,0.46,4,1,391.4,0.9,1.5,0.99,28.86,1,0.46,2,3.57,1,1,1,0.75,1,1,1,33.6,4.55,0.86,0.92,1.44,31,1,0.46,1,1,2,1,1,0.95,1,1,10.44,2,0.46,1,0.46,1,10,1,0.46,1.87,0.92,0.46,12.22,2.96005,1,0.46,1.95,6.25,3,1,214.36,1,1,27.56,0.99,1,0.46,16.45,30,1,0.54,0.93,138.95,1,0.5,3,1,1,1,0.93,0.46,0.92,1,1,0.6,5,9,NA,0.92,1,1,2.97,0.46,24,5,1,1,2,1,0.46,1,0.46,1,33,1,1,1,1,2,1,22.38,5,15,0.96,1,24,3,1.39,13,1,1,0.46,6.41,1,1.4,2,17.56,1,1,0.92,1,1,1,1.69,0.99,5,5,0.46,1,2,1,8.1,1,2,1.84,10.47,1,3.87,0.46,2,1,1,6,5,1,20.74,1,0.94,1,0.46,0.46,2,1,0.52,0.46,1,0.92,28,1.4,1,3,1,8,4.66,41.8425,2.5,1,12.56,1,275.656,3,2.01,64.56,7.86357,1,0.97,2,1,6.52,2,1,5.99,1,6,2,4,10,0.46,16.58,19,2,6,1,11,53.5,1,1.76,4,4.4,2,1,1,NA,NA,2,2,NA,1,NA,NA,NA,0.94,NA,NA,NA,3,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.94,5.28,50,3,21,2,NA,NA,NA,NA,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2019-03-23","Synthesis HC","DivinationCard",0.44,34.9,1,0.51,2,3,NA,1,1,4,0.9305,1,6,0.95,1,0.88,1,0.44,NA,1,0.88,2.5,0.94,1,1,1,0.44,4,1,306.69,0.88,1.5,0.99,28.86,1,0.44,2,3.03,1,1,1,0.54,1,1.27,1,33.6,4.55,0.8,0.94,1.5,32,0.93,0.44,1,1,2,1,1,0.8,1,1,10.22,2,0.44,1,0.44,1,10,1,0.44,1.81,0.93,0.44,13.33,3,1,0.44,2,7,3,1,225.57,1,1,59.39,1,1,0.44,16,28.89,0.99,0.64,1,169.96,1,0.49,3,1,1,0.93,1,0.44,0.94,1,1,0.64,5.27,9.39,NA,0.84,1,1,3,0.44,30,5,1,1,2,1,0.44,1,0.44,1,31,1,1,1,0.94,2,1,22.11,6,14.85,0.92,1,21.49194,3,1,13,1,1,0.45779,6.12,1,1.4,2,17.96,1,1,0.88,1,1,1,1.71,0.96,5,5,0.44,0.95,2,1,8.1,1,2,2,12,1,4,0.44,2,1,1,6,4.77,1,21,1,1,1,0.47,0.44,2,1,0.55,0.44,1,0.88,25.29,1.25,0.92,3.94,1,8,3.94,40,2.5,1,12,1,211.47,3,3,70,7,1,1,2,1,6.58,2,1,6.33,1,5,2,4,10,0.45,17,22,2,5,1.65,11.73,55.34576,1,1.76,4,4.4,2,1,1,NA,NA,2,2,NA,1,NA,NA,NA,0.88,NA,NA,NA,3,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5.48,50,3,20,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2019-03-24","Synthesis HC","DivinationCard",0.44,34.80824,1,0.48,2,3,NA,1,1,4,0.97,1,6,0.96,1,0.86,1,0.44,NA,1,0.88,3,0.96429,1,1,0.72,0.44,4,1,279.96,0.86253,1.5,0.96,20,1,0.44,2,3,1,1,1,0.68045,1,1.87,1,33.6,4.55,0.48,0.96,1.48,31.83,0.89757,0.44,1,1,1.64,1,1,0.82,1,0.95,10.11,2,0.44,1,0.44,1,10,1,0.44,2.11,0.98,0.44,13,2.43,1,0.44,2,7,3,1,244.10375,1,1,59.39,1,1,0.44,15.67,29.6875,0.88,0.58,0.98875,161.53,1,0.48,3,1,1,0.46,1,0.44,0.96,1,1,0.68,5,9.83,NA,0.48,1,1,2.07,0.44,30,5,1,1,2,0.88,0.44,1.36,0.44,0.97,33,1,1,1,0.88464,2,0.94,22,6,14,0.97,1,20,3,1,13,1,1,0.46,6.71714,1,1.4,2,17,1,1,0.88,1,1,1,1,0.94,5,5,0.44,0.88,1,1,6.4,1,2,2,12,1,4,0.44,2,1,0.96625,6,4,1,20,1,1,1,0.48,0.44,2,1,0.82689,0.44,1,0.99,24.49,1.41,0.99,3,0.92,6.32,4,39.39,2,1,10,1,209.88,3,3,70.24,5.08921,1,1,2,1,6,1.88,1,7,1,5,2,4,10,0.6,17.11,22.61,2,5,1,11.81,60,1,1.76,4.07,4.4,2,1,0.9243,NA,NA,2.39,2,NA,1,NA,NA,NA,0.89,NA,NA,NA,3,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,5.91,48.73,3,18.86,2,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2019-03-25","Synthesis HC","DivinationCard",0.43,36.08,1,0.49,2,3,NA,1,1,4,1,1,6,1,1,0.88,1.85111,0.48,NA,1,0.86,2.5,0.96,1,1,1,0.43,4,1,278.04,0.64,1.5,0.98,20,1,0.43,2,3,1,1,1,0.47,1,1.87,1,30.6,4.55,0.49,0.86,1.5,31.92,0.98,0.43,1,1,2,1,1,0.86,1,0.94,10.11,1.75,0.43,1,0.43,1,10,1,0.43,3.76,1,0.43,12.15,2,1,0.43,2,7,2,1,245,1,1,60,1,1,0.46,15,26,0.89,0.5313,0.9,173.78,1,0.45,3,1,1,0.46,1,0.44,0.98,1,1,0.72,5,9.52,NA,0.46,1,0.99,2,0.43,30,5,1,1,1.95,0.86,0.43,1,0.43,0.98,31,1,1,1,0.86,2,0.94,22,6,13,0.98,1,21.97,3,1,13,0.99,1,0.48,6,1,1.4,2,16,1,1,0.89,1,1,1,1.82,0.98,5,4.92,0.43,0.86,1,1,4.8,1,2,2,12,1,4,0.43,1.76,1,0.86,6,4,1,19.94,1,1,1,0.6,0.43,2,1,0.74,0.43,0.86,1,23.63,1.59,0.99,3,0.91,6,3.12,38.22,2.58,1,10,1,208.53,4,2,77.5,5,1,1,2,1,6,1.83,1,7,1,5,1.97,4,11,0.63,16.99,21.90443,2,5,1,11.67,59.42,1,1.64505,5,4.61,2,1,0.86,NA,NA,3,2,NA,1,NA,NA,NA,0.9,NA,NA,NA,3,NA,NA,NA,NA,0.98,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.97,6,41.7,2,18,2,NA,NA,NA,NA,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2019-03-26","Synthesis HC","DivinationCard",0.44,38.26,1,0.49,1.99,3,NA,1,1,4,1,1,6,1,0.99,0.89,2,0.44,NA,1,0.88,2,0.92,1,1,1,0.44,4,1,279.96,0.53,1.5,1,25.13,1,0.44,2,3,1,1,1,0.44,1,2,1,25.99,4.55,0.56,0.88,1.5,31.86,0.88,0.44,1,0.99381,2,1,1,0.88,1,0.95,10.11,1.71,0.44,1,0.44,1,10,1,0.44,3.76,1,0.44,12.35,3,1,0.44,2,7,2,1,250.31455,1,1,60.4,1,1,0.51,14.93,23,0.88,0.44,0.9,174.98,1,0.46,3,1,1,0.44,1,0.55,1,1,1,0.72,5.76015,9.25,NA,0.47,1,1,2.14,0.44,30,5,1,1,1.94,0.88,0.44,1,0.44,1,33,1,1,1,0.88,2,0.95,22.66,5,13,0.94,1,21,3,1,13,1,1,0.46,7,1,1.4,2,15,1,1,0.88,1,1,1,1,0.99,5,5.59,0.44,0.63,1,1,4,1,2,2,12,1,4,0.44,1.78,1,0.88,6,3.93,1,19,1,1,1,0.86,0.44,2,1,0.7,0.44,0.84,1,17.09,1.59,0.94,3.84,0.89,6,3.22,39.92,3,1,10,1,209.97,4,2,78.90333,5,1,1,2,1,7,1.85,1,7.34,1,5,1.98,4,11,0.88,17.04,21.24,2,5,1,11,60,1,1.57,5,4.51,2,1,0.9,NA,NA,2,2,NA,1,NA,NA,NA,0.91,NA,NA,NA,3,NA,NA,NA,NA,0.88,13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.93,7,34.64,2,19,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2019-03-27","Synthesis HC","DivinationCard",0.44,38.49,1,0.48,1,3,NA,1,1,4,1,1,6,1,1,0.92,2,0.44,NA,1,0.88,2.54,0.94,1,1,1,0.44,4,1,301.94,0.44,1.5,1,26.14,1,0.44,2,3,1,1,1,0.44,1,2,1,25.99,4.55,0.51,0.88,1.49,33,0.88,0.44,1,0.97,1.47,1,1,0.94,1,1,11,0.96,0.47,1,0.44,1,8.92,1,0.44,3,1,0.44,13.69,3,1,0.44,2,7,2,1,252.7,1,1,64,1,1,0.5,15,20,1,0.44,1,174.98,1,0.47,2.85737,1,1,0.44,1,0.52,1,1,1,0.5,5,10,NA,0.47,1,1,2.14,0.44,29,5,1,1,1.76,0.88,0.44,1,0.44,1,33.66,1,0.98,1,0.82,2,1,22,6,13,0.87,1,20,3,1,13,1,1,0.49,7,1,1.4,2,15,1,1,0.84,1,1,1,1,1,5,6.06,0.44,0.61,1,1,4,1,2,2,10.59,1,4,0.44,2,1,0.88,6,5,1,20,1,1,1,0.89,0.44,2,1,0.71,0.44,0.78,1,16.22,1.77,0.83,3.66,0.9,6,3,45.2175,2.75,1,10,1,209.97,4,2,77.5,4.51,1,1,2,1,7,2,1,7,1,5,1.96,4,10,0.88,17.05,20.97,2,5,1,11.26,55.59,1,1.68,4,4.51,2,1,0.92,NA,NA,2,2,NA,1,NA,NA,NA,0.88,NA,NA,NA,3,NA,NA,NA,NA,0.88,13.33,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.92,7,30,2,20,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2019-03-28","Synthesis HC","DivinationCard",0.44,35.49,1,0.44,1.03,3,NA,1,1,3.42,1,1,6,1,1,0.93,2,0.44,NA,1,0.88,2,0.93,1,1,1,0.44,4,1,340.216,0.51,1.5,1,26.9,1,0.44,2,3,0.95,1,1,0.44,1,2,1,26.52,4.55,0.52,0.88,1.5,34.2181,0.88,0.44,1,0.97,2,1,1,0.93188,2,1,18.52,1.16,0.49741,1,0.44,1,10,1,0.44,3,1,0.44,13.81,2.5,1,0.44,2,7,2,1,246.02,1,1,60.4,1,1,0.52,15,25.75,1,0.44,0.91,175.7,1,0.5,2.34,0.92,1,0.47,1,0.55,1,1,1,0.44,5.22,11,NA,0.49,1,1,2,0.44,30,5,1,1,1.74,0.88,0.44,1,0.44,1,33,1,0.96,0.92722,0.83,2,1,22,6,12.06,0.74,1,20,2.3,1,13,1,1,0.5,7,1,1.2,2,17.41,1,1,0.84,1,1,1,1.05,1,5,6.73,0.44,0.46,1,1,3.36,1,2,2,10,1,4,0.44,2,1,0.88,6,5,1,20.66,1,1,1,0.92,0.44,2,1,0.9,0.44,0.8,1,16.08,1.62,0.78,4,0.94,6.06,2.56,41.78,2,1,9,1,224.86357,4,2,70,4,1,1,2,1,7,2,1,8,1,5,1.67,4,10,0.88,17.9065,26.99,2,5,1,11,55.37,0.99,1.32,4.54,4.61,2,1,0.91,NA,NA,2,2,NA,1,NA,NA,NA,0.88,NA,NA,NA,2,NA,NA,NA,NA,0.88,13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,7,30,2,19,1.91,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2019-03-29","Synthesis HC","DivinationCard",0.43,39,0.95,0.43,1,3,NA,1,0.89,3.38,1,1,6,0.95,1,1,2,0.43,NA,1,0.86,2,0.92,1,1,1,0.43,4,1,341.38,0.43,1.5,1,26.08,1,0.43,2,3,0.92,1,1,0.43,1,2,1,22.97,4.55,0.68,0.86,1,35,0.86,0.43,1,0.51,2,1,1,0.91,2,1,18.52,1.1,0.52,1,0.43,1,10,1,0.51,3,1,0.43,14.53,2,1,0.43,2,7,2,1,246.38389,1,1,51.99,1,1,0.8,15,24.07548,1,0.53,0.5,171.22,1,0.5,2.34,0.86,1,0.47,1,0.75,0.98,1,1,0.43,5.22535,11,NA,0.52,1,1,2,0.43,30,5,1,0.97,1.65,0.86,0.43,1,0.43,1,33.88,1,1,0.86,0.83,2,1,22,6,12,0.49,1,20,2.3,1,13,0.86,1,0.51,7,1,1,2,17.82,0.88,1,0.79,1,0.98,1,1.19,1,5,5,0.43,0.86,1,1,2,0.99,2,2,10,1,4,0.43,2,1,0.58,6.04625,5,1,21,1,1,1,0.86,0.43,2,1,0.86,0.43,0.91,1,21.61,1.46,1,4,0.93,6,2.57,42.47,2,1,9,1,225.75,4,2,70.3,4,1,1,2,1,7,2,1,7,1,5,1.83,4,10,0.86,17.30429,26.52,2,5,1,11,60.05,0.94,1.28,4.06,4.52,2,1,0.7,NA,NA,2,2,NA,1,NA,NA,NA,0.89,NA,NA,NA,2,NA,NA,NA,NA,0.86,13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.96,6.82198,30,2,19,1.46,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2019-03-30","Synthesis HC","DivinationCard",0.43,39,0.96,0.43,1,3,NA,1,0.9,3.52,1,0.68,6,0.99,1,1,2,0.43,NA,1,0.86,2,0.94,1,1,1,0.43,4,1,318.97,0.43,1.54,1,26.12,1,0.43,2,3,0.89,1,1,0.43,1,2,1,21.52,4.55,0.86,0.86,1,35,0.86,0.43,1,0.87,2,1,1,0.89083,2,1,12.95,1,0.52,1,0.43,1,10,1,0.5,1.2,1,0.43,17.3,2,1,0.43,1.9,7,2.07519,1,246.72,1,1,51.99,1,1,0.77,15,24,1,0.55,0.5,168.46,1,0.5,2.27,0.86,1,0.49,1,0.67,0.95,1,1,0.43,5.05,11.44,NA,0.51,1,0.99,2,0.43,29.8565,5,1,0.88,1,0.66,0.43,1,0.43,1,33,1,1,0.86,0.84,2,1,22,5,11.06,0.5,1,20.74,2.1,1,13,0.86,1,0.52,7,1,1,2,17.85,0.88,1,0.79,1,0.95,1,1,1,5,6.15,0.43,0.86,1,1,2,0.99,2,2,10,1,4,0.43,2,1,0.52618,6.24,4.64,1,21.49255,1,1,1,0.86,0.43,2,1,0.86,0.43,0.98,1,24.75,1.64,1,4,0.94,6,2.57,44.66,2,1,8,1,211.47,4,2,69.44,4,1,1,2,1,7,2,1,7,1,5,1.7,4,9,0.86,17.56,25.94266,2,5,1.76,11.42,62.04,0.93,1.29,4,4.52,2,0.95,0.62,NA,NA,2,2,NA,1,NA,NA,NA,0.86,NA,NA,NA,3,NA,NA,NA,NA,0.86,12.36,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.82,6,30,2,19,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
