"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Perandus.Manor","Doryani.s.Machinarium","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
123,"2017-12-04","Harbinger","UniqueMap",0.98914,2.99514,0.80886,3.93743,1.98543,0.70743,10.056,2.56571,0.84657,NA,8.96114,0.90514,100.08371,NA,41.78857,5.02229,0.70743,39.29457,67.86543,66.95429,1752.95114,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2,"2018-08-04","Incursion Flashback","UniqueMap",4.76094,4.0855,6.02682,13.1,6,3.345,7,5,4.06375,3.33,9.12243,4,100,54,20,6.95962,3,0,0,0,28.17,NA,NA,NA,NA,NA,NA,NA
3,"2018-08-05","Incursion Flashback","UniqueMap",4,4,4,8.16143,6,3,7.20756,5,3,3,8,4,35.391,27.487,15.03333,6,3,0,251.04,0,30.785,NA,NA,NA,NA,NA,NA,NA
4,"2018-08-06","Incursion Flashback","UniqueMap",4,4,4,8.61121,6,3,9.74789,6,2.61082,3,10.29592,4,30,28.75,14.2,8,3,50,109.065,60,44.94286,NA,NA,NA,NA,NA,NA,NA
5,"2018-08-07","Incursion Flashback","UniqueMap",4,4,4,8,6.57,3,10,5,3,3,13,5,30,23.99,14.96,7.87051,2.66082,50,75.05235,60,41.51,NA,NA,NA,NA,NA,NA,NA
6,"2018-08-08","Incursion Flashback","UniqueMap",4,4.28163,4,8,7,3,12.10204,5,2.9702,3,14,4.21714,40,28.12429,13.51,8,2,0,70,60,62.13306,NA,NA,NA,NA,NA,NA,NA
7,"2018-08-09","Incursion Flashback","UniqueMap",4,4,4,8.96,7,3,12,5.73051,2,3,16.19827,4,38,28.28,13.52,8,2,83.175,80,60,63.4201,NA,NA,NA,NA,NA,NA,NA
8,"2018-08-10","Incursion Flashback","UniqueMap",4,4,4,8.07653,7,3,11,6,2,2.6951,18,5,39.11643,25,13.52,9,2,0,80.14815,60,70,NA,NA,NA,NA,NA,NA,NA
9,"2018-08-11","Incursion Flashback","UniqueMap",4,4,4,9,7,3,11,6,2,2.74,20,5,40.4405,23.03033,13.49,10,1.94,0,79.49648,60,90.53102,NA,NA,NA,NA,NA,NA,NA
10,"2018-08-12","Incursion Flashback","UniqueMap",4,3,3.50041,10,6.88245,2.9451,10,5,2,2.6851,19,7,45,25,13.796,10,1.9302,0,80,0,97.58612,NA,NA,NA,NA,NA,NA,NA
11,"2018-08-13","Incursion Flashback","UniqueMap",3,3,3,9,6,2,10,6,2,2.8202,19.86,8,46.9551,27,13.89,9,2,0,80.99,0,100,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback","UniqueMap",3,3,3,9,6.11327,2,10,6,1.99,2,20,8.77235,45,27,13.99,10,2,0,90,0,98.7,NA,NA,NA,NA,NA,NA,NA
13,"2018-08-15","Incursion Flashback","UniqueMap",3,3,3,9.31633,6.8902,2,12,6,1.8951,2,20,9,45.31,28,14.71,9,1.44531,109,100.37904,0,143.33571,NA,NA,NA,NA,NA,NA,NA
14,"2018-08-16","Incursion Flashback","UniqueMap",3,2.9401,3,9.11,6,2,12.9901,5,2,2,22.0501,9,47.56263,27,17.06,9.86071,2,100.9,100.72379,0,159.05316,NA,NA,NA,NA,NA,NA,NA
15,"2018-08-17","Incursion Flashback","UniqueMap",3,2.88,3,9,6,2,13,5,2,2,25.26633,10,48.89268,26.88421,17.93,9,2,91.18,108.4725,0,201.89796,NA,NA,NA,NA,NA,NA,NA
16,"2018-08-18","Incursion Flashback","UniqueMap",3.00041,3,3,9.54092,5.88,2,12,5,2,2,24.74143,12,50,27,17.22,9.28133,2,91.18,102.50233,0,261.67316,NA,NA,NA,NA,NA,NA,NA
17,"2018-08-19","Incursion Flashback","UniqueMap",3,3,3,9.48082,5.5502,2,12,5,2,2,25,12,53.35217,27.53625,16.96,8.23102,1.8051,92.36,100.87732,0,295.87,NA,NA,NA,NA,NA,NA,NA
18,"2018-08-20","Incursion Flashback","UniqueMap",3,2.89041,3,8.29082,5,2,11,5.04,2,2,25,12,54.05415,27.71,16.32,8.55571,2,90,111.11833,0,261.22837,NA,NA,NA,NA,NA,NA,NA
19,"2018-08-21","Incursion Flashback","UniqueMap",3,2.21031,3,9,5,2,11.18173,3.6301,2,2,27.3602,13,50,29,16,8.00051,1.85031,90,115,0,262.44827,NA,NA,NA,NA,NA,NA,NA
20,"2018-08-22","Incursion Flashback","UniqueMap",3.41082,2.2402,3,9,5,2,12,4.52,2,2,28.35571,13,49.62396,29.11,16.53,9,2,90,115.93,0,270.58592,NA,NA,NA,NA,NA,NA,NA
21,"2018-08-23","Incursion Flashback","UniqueMap",3,2,3,9,5,2,13,5,2,2,28,13.69041,49,30,17.23,8.15,1.54031,90,118.36,0,267.07143,NA,NA,NA,NA,NA,NA,NA
22,"2018-08-24","Incursion Flashback","UniqueMap",3.34551,2,3,8.63,5,2,13,5.57612,1.7702,2,28,12.24,50,35,20.374,8,1.0051,0,132.197,0,259.83184,NA,NA,NA,NA,NA,NA,NA
23,"2018-08-25","Incursion Flashback","UniqueMap",3.74041,2,3,8.24153,5,2,12.96041,5.99,1.8201,2,30.46,13.67,52.46,36.84,22.61,8.68041,1.8,0,150.00097,0,279.72041,NA,NA,NA,NA,NA,NA,NA
24,"2018-08-26","Incursion Flashback","UniqueMap",4,2,3,9,5,2,12.1751,5.75122,2,2,35,15,52.64,39.11857,31.94,8.54571,1.8451,0,166.10154,0,312.79082,NA,NA,NA,NA,NA,NA,NA
25,"2018-08-27","Incursion Flashback","UniqueMap",4,2,3.54,9,5,2,13,5.09531,2,2,30,13.43551,55.82,34.22,31.47,8,1.89,0,192.804,0,366.34347,NA,NA,NA,NA,NA,NA,NA
26,"2018-08-28","Incursion Flashback","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1,"2018-06-01","Incursion","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,NA,NA,NA,NA,NA,NA,NA
2,"2018-06-02","Incursion","UniqueMap",5,6.47667,3,8.7535,2.75,4,9,6.832,3.6,4,9.16043,7.20556,40,20.8,10.3,6.078,3,0,0,0,14.37543,NA,NA,NA,NA,NA,NA,NA
3,"2018-06-03","Incursion","UniqueMap",6,6,3,9.94,5.42625,3,11,8,3.73,3.10029,10,6.13607,24.99,16.228,10.3,7,2,37.5,57.0465,0,21.90054,NA,NA,NA,NA,NA,NA,NA
4,"2018-06-04","Incursion","UniqueMap",6.92742,6,4,11.39743,6,3,14.88467,12,4,3,12.96449,7,25.04321,20,9.94643,7.08837,2,0,50,0,35,NA,NA,NA,NA,NA,NA,NA
5,"2018-06-05","Incursion","UniqueMap",7,5,5,14,6,3,15.18286,10,4,3,13,7,32.15727,24,10,8,3,0,66.21,0,47.14082,NA,NA,NA,NA,NA,NA,NA
6,"2018-06-06","Incursion","UniqueMap",7,4,5,14,6,3,17,10,3,3,16,5,35,20,10.695,8,2.1002,0,57.58,0,49,NA,NA,NA,NA,NA,NA,NA
7,"2018-06-07","Incursion","UniqueMap",6.52531,4.43694,5,13,6,3,17.70851,9,3,3,16.17857,5,35,20,12,8,2,0,55,0,76.2349,NA,NA,NA,NA,NA,NA,NA
8,"2018-06-08","Incursion","UniqueMap",7,4,5.81878,14,6,3,18,9,3,3,17.77061,6.45612,38,21.99889,10.61,8,2,90,78.75769,0,84.78449,NA,NA,NA,NA,NA,NA,NA
9,"2018-06-09","Incursion","UniqueMap",7,4,6,13.6,6,3,18,9,3,3,15.79051,6.7602,40,27,12,7.96041,2,70,85,0,84.15133,NA,NA,NA,NA,NA,NA,NA
10,"2018-06-10","Incursion","UniqueMap",7,4,7,12,7,3,18,8.7951,3,3,17.30061,7,44.7551,34,11.64737,7,2,70,85.0192,0,88,NA,NA,NA,NA,NA,NA,NA
11,"2018-06-11","Incursion","UniqueMap",7,4,7,13.2302,7,3,18,8,3,2.75531,20,7,47.31592,32,12,8,2,70,89.5575,101.01,115,NA,NA,NA,NA,NA,NA,NA
12,"2018-06-12","Incursion","UniqueMap",8,4,6.05612,13.11735,7,3,19.88531,8,3,2.52,19.46551,7,50,31,13.292,8,2,70,107.73438,0,115.59633,NA,NA,NA,NA,NA,NA,NA
13,"2018-06-13","Incursion","UniqueMap",7.75082,4,6.77327,13,7,3,20,8.42122,3,2.67082,20.25592,7,58.5651,33,14,8,2,70,106.06,0,130,NA,NA,NA,NA,NA,NA,NA
14,"2018-06-14","Incursion","UniqueMap",7.9902,4,6.03061,12.95,7,3,19,9,3,2.8,19.51,7,60,33.21714,13.63,8,2,60,99.52,0,138.38,NA,NA,NA,NA,NA,NA,NA
15,"2018-06-15","Incursion","UniqueMap",7.64571,4,6,13,7,3,19.32082,9,3,2,19.74,6,65,32.9551,13,8,2,117.48,117.48,0,164.88735,NA,NA,NA,NA,NA,NA,NA
16,"2018-06-16","Incursion","UniqueMap",8,4,6,12.40592,7,3,18.25102,9,3,2,18.9251,7,64,35,14.14409,8,2,100,120.48706,0,170.9898,NA,NA,NA,NA,NA,NA,NA
17,"2018-06-17","Incursion","UniqueMap",8,4,6,12.6,7,3,19.45041,9.87551,3,2.43633,19.75592,7,64,39.01531,14.16,9,2,100,139.49424,0,194.34224,NA,NA,NA,NA,NA,NA,NA
18,"2018-06-18","Incursion","UniqueMap",8,4,6,14,7,3,21.95061,10,3,3,19.42,6.8802,65,40,15,9,2,205.92,163.64125,0,215.91633,NA,NA,NA,NA,NA,NA,NA
19,"2018-06-19","Incursion","UniqueMap",7.9151,4,6,13,7,3,20.8751,10,3,3,19.6,6,65,42,15,9,2,173.81,179.65333,0,240,NA,NA,NA,NA,NA,NA,NA
20,"2018-06-20","Incursion","UniqueMap",7.87051,4,6,13.1301,7,3,20,10,3,2,20,7,70,42,15,9,2,0,185.22857,0,285.82204,NA,NA,NA,NA,NA,NA,NA
21,"2018-06-21","Incursion","UniqueMap",8,4,6,13.30041,7,3,19.9451,10.9,2.6202,2,22.67,7,85.71327,40,15,9,2,299.04,194.38,0,344.09776,NA,NA,NA,NA,NA,NA,NA
22,"2018-06-22","Incursion","UniqueMap",8,4,6,13.8851,7,2.95571,20,10.92,2.6902,2,22.41102,6.96571,89.24265,40,15.31781,9.59612,2,296.92,179.43361,0,319.14041,NA,NA,NA,NA,NA,NA,NA
23,"2018-06-23","Incursion","UniqueMap",8,4,6,14.02041,7,2.7851,21.6,11,3,2,22.07143,7,84,40,15.75,10,2,0,222.69,0,326.61,NA,NA,NA,NA,NA,NA,NA
24,"2018-06-24","Incursion","UniqueMap",8,4,6.9302,14.04,8,3,22.09184,12,3,2,22.57031,7,83,40,16,10,2,0,236.06429,0,333.17204,NA,NA,NA,NA,NA,NA,NA
25,"2018-06-25","Incursion","UniqueMap",8,4,7,15.36041,7,2,23.02041,13,2.66184,2,22.63041,7,83,40,16,10,2,180,206.60184,0,325.85612,NA,NA,NA,NA,NA,NA,NA
26,"2018-06-26","Incursion","UniqueMap",7,4,7,15.69061,7,2,23.52,13,2.85,2,22.96,7,85,40,16.43,10,2,163.2,216.83082,0,339.90102,NA,NA,NA,NA,NA,NA,NA
27,"2018-06-27","Incursion","UniqueMap",7,3.97041,6,16.17327,7,2,23.49551,13,2,2,23.32102,7,89.67592,42.0051,17,10,2,179.93,233.92531,0,413.84,NA,NA,NA,NA,NA,NA,NA
28,"2018-06-28","Incursion","UniqueMap",7,3.51102,6,15,7,2,23.02551,12.6151,2,2,24.1002,6.90571,90,43.02551,17,10,2,0,190.36143,0,312.39633,NA,NA,NA,NA,NA,NA,NA
29,"2018-06-29","Incursion","UniqueMap",7,3,6,15.74041,7,2,22,12.20204,2,2,24.67133,6,85,44,17.35558,10,2,0,186.84,0,324.29337,NA,NA,NA,NA,NA,NA,NA
30,"2018-06-30","Incursion","UniqueMap",6.19122,3,5,15,6,2,20,12.6,2,2,23.24163,6,81.11173,42.3901,17,10,2,0,154.53,0,259.80102,NA,NA,NA,NA,NA,NA,NA
31,"2018-07-01","Incursion","UniqueMap",6,3,5,14.79633,6,2,20,12,2,2,21.3451,6,80,41,17,10,2,0,158.14633,0,279.90204,NA,NA,NA,NA,NA,NA,NA
32,"2018-07-02","Incursion","UniqueMap",6,3,5,14.8351,6,2,20.1251,10.29735,2,2,20,6,83.04592,40,17.06,9.95592,2,114,171.00184,0,281.67041,NA,NA,NA,NA,NA,NA,NA
33,"2018-07-03","Incursion","UniqueMap",5.3002,3,5,14,6,2,21,10,2,2,20,5.76122,84,40,17,10,2,106.84,160.22082,0,288.96041,NA,NA,NA,NA,NA,NA,NA
34,"2018-07-04","Incursion","UniqueMap",5.85531,3,5,12,5.92082,2,20.8,10,2,2,20,5,80,40,17,10,1.96,98.9,149.25,0,291.39408,NA,NA,NA,NA,NA,NA,NA
35,"2018-07-05","Incursion","UniqueMap",5,3,5,12,6,2,21,9,2,2,20,5,76.32918,39,17,10,1.95,93.51,163.54359,0,288.09898,NA,NA,NA,NA,NA,NA,NA
36,"2018-07-06","Incursion","UniqueMap",5,3,5,12,5.52612,2,20.47531,9,2,2,19.8902,5,75,37,17,10,1.45531,90.29,168.88989,0,291.62633,NA,NA,NA,NA,NA,NA,NA
37,"2018-07-07","Incursion","UniqueMap",5,3,5,12.98041,5,2,19.73612,8,2,2,18.3,5,70,35,18,10,1,85.52,160,0,290,NA,NA,NA,NA,NA,NA,NA
38,"2018-07-08","Incursion","UniqueMap",5,3,4,12,5,2,19.96531,8,2,1.8,17.4,5,70,35,17.44828,10,1,0,160,0,290.59184,NA,NA,NA,NA,NA,NA,NA
39,"2018-07-09","Incursion","UniqueMap",5,2.9,4,11.83,5,2,20,8,2,1.65,16.55041,5,70.14531,36,17.32,10,1.01,0,161.85324,0,306.55,NA,NA,NA,NA,NA,NA,NA
40,"2018-07-10","Incursion","UniqueMap",4,2.62,4,11,5,1.6602,19.56592,8,2,1,15.9,4,70,36.45102,17,10,1,0,160.77048,0,281.52184,NA,NA,NA,NA,NA,NA,NA
41,"2018-07-11","Incursion","UniqueMap",4.5,2.46571,4,11.89122,5,1.78061,18.44592,7.5,2,1,15.91184,4,70,36.14102,16,9.94531,1,0,159.92921,0,279.07041,NA,NA,NA,NA,NA,NA,NA
42,"2018-07-12","Incursion","UniqueMap",4,2,4,12,5,2,18.36,7,2,1.0302,16.34551,4,70,36.40204,16,9.65571,1,0,157.23897,0,273.02245,NA,NA,NA,NA,NA,NA,NA
43,"2018-07-13","Incursion","UniqueMap",4,2,4,11.88051,4,1,17.8401,7.05061,2,1,15.2601,4,69,35,16,10,1,0,178.08,0,269.96776,NA,NA,NA,NA,NA,NA,NA
44,"2018-07-14","Incursion","UniqueMap",4,2,4,11.5,4,1.0401,16,8,2,1,14.78,4,70,35,16,10,1,0,161.36,0,275.61337,NA,NA,NA,NA,NA,NA,NA
45,"2018-07-15","Incursion","UniqueMap",4,2,3.99,11.27,4,1.47,14.9701,7.84,1.96,1,13.9901,4.10061,68,35,16,10,1,190,159.95,0,278.04,NA,NA,NA,NA,NA,NA,NA
46,"2018-07-16","Incursion","UniqueMap",4,2,4,11.07,4,1,15,7,1.96,1,14.21,4,68,35,16,11,1,190,159.85,0,279.57327,NA,NA,NA,NA,NA,NA,NA
47,"2018-07-17","Incursion","UniqueMap",4,2,3.92,10.78,4,1.0602,15,7,1.4802,1,15.3101,4,69,34,16,11,1,190,160,0,283.58,NA,NA,NA,NA,NA,NA,NA
48,"2018-07-18","Incursion","UniqueMap",4,2,3.94,11.46,4,1,16,7,1.47,1,16,4,68.2001,34,16,10.00153,1,190,149.265,0,300.47,NA,NA,NA,NA,NA,NA,NA
49,"2018-07-19","Incursion","UniqueMap",3.9551,2,3.94,12,3.9902,1,15.84,7,1,1,15.9502,4,68,34,16,10,1,190,147.50245,0,310,NA,NA,NA,NA,NA,NA,NA
50,"2018-07-20","Incursion","UniqueMap",4,2,3,13,4,1,15.71133,7,1.32051,1,16.17,4,69,33.9401,16,10,1,190,143.37,0,336.4601,NA,NA,NA,NA,NA,NA,NA
51,"2018-07-21","Incursion","UniqueMap",4,2,3,12.37082,4,1,15.84,7,1.43,1,17.89061,4,69,34.5402,16,10,1,190,146.21512,0,336.97429,NA,NA,NA,NA,NA,NA,NA
52,"2018-07-22","Incursion","UniqueMap",4,2,3.84,13,4,1,16.8,7,1.45,1,18.8,4,69,35,16,10.00112,1,166.75,147.80855,0,326.20104,NA,NA,NA,NA,NA,NA,NA
53,"2018-07-23","Incursion","UniqueMap",4,2,4,12.67612,4,1,16.99,7,1.63061,1,19.74,4,70,35,16.26,11,1,166.47,156.79,0,332.76583,NA,NA,NA,NA,NA,NA,NA
54,"2018-07-24","Incursion","UniqueMap",4,2,3.9901,12.56082,4,1,17.0201,6,1.41,1,20,4,70,35,17,10,1,164.715,150,0,341.42065,NA,NA,NA,NA,NA,NA,NA
55,"2018-07-25","Incursion","UniqueMap",4,2,3,12,4,1,17.67102,6,1.38,1,19.97031,4,70,33,17,10,1,165.265,151.41,0,354.79073,NA,NA,NA,NA,NA,NA,NA
56,"2018-07-26","Incursion","UniqueMap",3.60051,2,2.2302,12.6202,4,1,17.82071,6,1.8,1,19.4702,4,71.72041,35,17.42,10.12,1,165.635,153.16,0,396.01286,NA,NA,NA,NA,NA,NA,NA
57,"2018-07-27","Incursion","UniqueMap",3.68,2,3,12,4,1,14.8901,6.25051,1.8,1,18.48061,4,69.37112,34,17.55,10.3902,1,166.625,180.64,0,391.5,NA,NA,NA,NA,NA,NA,NA
58,"2018-07-28","Incursion","UniqueMap",3.73041,2,3.69031,12,4,1,15.75,6.44,1.46,1,17.26204,4,69,34.84051,18,10.88,1,165.635,194.81475,0,396.06,NA,NA,NA,NA,NA,NA,NA
59,"2018-07-29","Incursion","UniqueMap",4,2,4,10.40061,5,1,17,6.9,1.4702,1,17.7,5,70,35,18,11,1,0,203.26475,0,407.37558,NA,NA,NA,NA,NA,NA,NA
60,"2018-07-30","Incursion","UniqueMap",4,2,4,11.5,5,1,17.55,6.9,1.84,1,16.77163,5,70.42051,35,18.35,11.26184,1,0,216.2712,0,395.5,NA,NA,NA,NA,NA,NA,NA
61,"2018-07-31","Incursion","UniqueMap",4,1.99,4,11,5,1,18,6.75,1.8,1,17.04143,4.6,70,35,19,10.63092,1,0,277.04867,0,431.82333,NA,NA,NA,NA,NA,NA,NA
62,"2018-08-01","Incursion","UniqueMap",3.52133,1.8801,3.9102,11,5,1,19,6.8502,1.8,1,17.9802,4.62,70,35,19,10,1,0,216.51221,0,444.86571,NA,NA,NA,NA,NA,NA,NA
63,"2018-08-02","Incursion","UniqueMap",3.42082,2,4,10.12071,5,1,17.75041,6.94051,1.76,1,16.72,5,70,35,18.43353,10.9201,1,0,220.22826,0,441.62633,NA,NA,NA,NA,NA,NA,NA
64,"2018-08-03","Incursion","UniqueMap",4,2,3.93061,10,5,1,17.1551,6.7502,1.4002,1,17.6,5,71.14735,34,17.6575,10.97061,1,0,228.05284,0,476.8298,NA,NA,NA,NA,NA,NA,NA
65,"2018-08-04","Incursion","UniqueMap",4,2,4,10.01,5,1,17.61,6.38,1.76,1,17.2151,5,73.48,34,17.28,11,1,0,200,0,504.17347,NA,NA,NA,NA,NA,NA,NA
66,"2018-08-05","Incursion","UniqueMap",4,2,4,11,5,1,17.05082,6.95051,2,1,18.80071,5,72.01,34,17.09,10,1,0,175.85085,0,498.05,NA,NA,NA,NA,NA,NA,NA
67,"2018-08-06","Incursion","UniqueMap",4,2,4,10,5,1.40163,18,7,2,1.29,20,5,72.49092,34.29103,17.4,10,1,0,158,0,477.75953,NA,NA,NA,NA,NA,NA,NA
68,"2018-08-07","Incursion","UniqueMap",4,2,4,10,5,1.5,18,6.97,2,1,19,5,75.12,34,19.01,10,1,0,158,0,497.7,NA,NA,NA,NA,NA,NA,NA
69,"2018-08-08","Incursion","UniqueMap",4,2,4,10,5,1.56,16.89224,7,1.64,1,17,5,79.59091,34.19891,18.935,10,1,0,159.476,0,485.09118,NA,NA,NA,NA,NA,NA,NA
70,"2018-08-09","Incursion","UniqueMap",4.00061,2,4,10,5,1.4801,16.78031,7,1.64,1.29031,14.52102,5,80,36.93,20.03,10,1,0,160.65,0,479.94,NA,NA,NA,NA,NA,NA,NA
71,"2018-08-10","Incursion","UniqueMap",4.01,2,4,10,5.77041,1.4751,16.0802,7,1.88,1.89,14,5,80.82,38.9,20.4,10.41061,1,0,161.63067,0,483.35786,NA,NA,NA,NA,NA,NA,NA
72,"2018-08-11","Incursion","UniqueMap",4.43071,2,4,10,5.23,1.52,17,7.74,2,2,14,5,87.43875,39.99324,19.94,10,1,0,164.98,0,493.45565,NA,NA,NA,NA,NA,NA,NA
73,"2018-08-12","Incursion","UniqueMap",5,2,4,10,5.37673,1.67531,18,7.93551,1.97,1.98,13.95102,5,97.8,40,20.55,11,1,0,183.02417,0,491.2068,NA,NA,NA,NA,NA,NA,NA
74,"2018-08-13","Incursion","UniqueMap",4.77,2,4,10,5.6151,2,18,7.90786,2,1.21,15.0751,6,100,47.01,21.57,12,1,0,235.90929,0,491.94,NA,NA,NA,NA,NA,NA,NA
75,"2018-08-14","Incursion","UniqueMap",4.85041,2,4,10,5.71112,2,17.7802,7.23,1.9201,1.88,17.00051,5,99.98359,54.2,21.35,12,1,0,201.54,0,577.36,NA,NA,NA,NA,NA,NA,NA
76,"2018-08-15","Incursion","UniqueMap",5,2.66,4,10,5,1.88041,19,8.48551,1.9051,2,17.17592,5,88.43122,59.98,17.37,12,1,0,203.74,0,577.36,NA,NA,NA,NA,NA,NA,NA
77,"2018-08-16","Incursion","UniqueMap",5,2,4.99,11,7,1.61,19,9,2,1.8501,18,6.88031,87.81,58.3487,17.37,12,1,0,221.108,0,598.43,NA,NA,NA,NA,NA,NA,NA
78,"2018-08-17","Incursion","UniqueMap",4.24571,2,4.88,12,6.58138,1.85,18.83694,9,2,2,18.92,7,86.92122,59.52,23.33,12,1,0,280.15667,0,612.57,NA,NA,NA,NA,NA,NA,NA
79,"2018-08-18","Incursion","UniqueMap",4,2.14,4.67112,12,7,1.73031,19,8,2,2,18,7,89.0101,64.96,23.3,13,1,0,356.46364,0,660.24393,NA,NA,NA,NA,NA,NA,NA
80,"2018-08-19","Incursion","UniqueMap",4.31122,2,5,12,6.27,1.45,19,8.0451,2,2,17.42878,7,88.67,64.16,23.3,12.73551,1,0,443.55,0,692.8056,NA,NA,NA,NA,NA,NA,NA
81,"2018-08-20","Incursion","UniqueMap",5,3,4.14,12,6.16,2,19.51571,9.53,2,2,17.00061,7,89.40551,63.496,28.1,12.8702,1.42,80,447.4,0,671.1,NA,NA,NA,NA,NA,NA,NA
82,"2018-08-21","Incursion","UniqueMap",5,3,4,12,7,2,19,9,2,1.37153,15,6.2601,88.78,60,28.15,12,1.44,80,452.6,0,648.96727,NA,NA,NA,NA,NA,NA,NA
83,"2018-08-22","Incursion","UniqueMap",5,2.7202,4,12,7,2,19,9,1.9151,1,15,7,90.22255,53.03,29.62,12,1,0,458.88889,0,653.25,NA,NA,NA,NA,NA,NA,NA
84,"2018-08-23","Incursion","UniqueMap",4.5101,2.50041,5,12,8,1.53,19,7.28429,2,1,15,7,95.05,56.57,31.13,12.80031,1,0,462.55,0,710.56,NA,NA,NA,NA,NA,NA,NA
85,"2018-08-24","Incursion","UniqueMap",5,3,4.42,13.90612,6.78,1.55,16.96082,9,2,1.9351,15,5.45571,98,57.23,34.28,13,1.2251,0,434.13,0,760,NA,NA,NA,NA,NA,NA,NA
86,"2018-08-25","Incursion","UniqueMap",5,3,5,12.01204,7,2,18.5701,9,2,2,17.31051,6,100,60,34.65,11.9802,1.4,0,361.58909,0,768,NA,NA,NA,NA,NA,NA,NA
87,"2018-08-26","Incursion","UniqueMap",5,2.97,5,11.83041,8.606,2,19,10,2,2,13.84571,6,99.76,65,33.49,13,1.42,0,375.89,0,783.76,NA,NA,NA,NA,NA,NA,NA
88,"2018-08-27","Incursion","UniqueMap",5,2,5,12.57143,7.41,2,19.99378,10,2,2,14,6,99.54,65,33.045,12.57,1,0,301.77667,0,788.16,NA,NA,NA,NA,NA,NA,NA
89,"2018-08-28","Incursion","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1,"2017-03-03","Legacy","UniqueMap",0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2,"2017-03-04","Legacy","UniqueMap",12.91186,9.26625,6.58865,3.5715,6.01105,8.82651,6.75568,9.14,7.85906,NA,12.70472,7.05769,100,NA,81.57333,7.14167,9.77,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
3,"2017-03-05","Legacy","UniqueMap",4.38544,8.72947,3.8786,1.92754,4.56035,4.75228,8.08614,6.34088,3.86702,NA,8.14667,2.94825,70.19491,NA,78.0714,6.38053,3.50912,NA,NA,NA,220.57,NA,NA,NA,NA,NA,NA,NA
4,"2017-03-06","Legacy","UniqueMap",3.90228,10.99333,3.98368,1.96702,4.99439,4.76351,10.50281,8.49088,3.85649,NA,9.46386,3.39842,41.47018,NA,69.83526,7.14684,3,NA,NA,NA,106.45474,NA,NA,NA,NA,NA,NA,NA
5,"2017-03-07","Legacy","UniqueMap",4.01316,10.74877,3.98211,1.99982,4.95474,4.30965,11.12912,9.14351,3.92456,NA,10.0393,3.99421,39.95842,NA,84.6993,6.85368,3.20526,NA,NA,NA,61.54246,NA,NA,NA,NA,NA,NA,NA
6,"2017-03-08","Legacy","UniqueMap",3.41741,10.55724,3.98362,1.99172,4.75345,3.97569,12.77552,9.41052,3.36517,NA,9.83534,3.74793,39.0931,NA,84.8919,6.35638,2.99466,NA,NA,NA,55.59845,NA,NA,NA,NA,NA,NA,NA
7,"2017-03-09","Legacy","UniqueMap",3.29281,9.36386,3.96333,1.97737,4.15667,3.26491,11.63088,8.2007,3.00649,NA,10.25211,2.97982,39.61018,NA,91.98491,5.94105,2.88544,NA,NA,NA,51.09491,NA,NA,NA,NA,NA,NA,NA
8,"2017-03-10","Legacy","UniqueMap",2.77776,7.87897,3.59672,1.89224,4.085,2.94672,11.48879,6.72483,2.79052,NA,9.59379,2.86776,42.10362,NA,88.21241,5.60466,2.54431,NA,NA,NA,39.31879,NA,NA,NA,NA,NA,NA,NA
9,"2017-03-11","Legacy","UniqueMap",2.44123,6.74789,3.2093,1.82667,4.66246,2.74474,9.97404,5.81667,2.34246,NA,9.49175,2.39368,39.35474,NA,89.03526,5.04772,2,NA,NA,NA,42.03281,NA,NA,NA,NA,NA,NA,NA
10,"2017-03-12","Legacy","UniqueMap",2.04614,6.66982,2.94351,1.88228,4.71316,2.31544,10.08491,5.6586,1.99316,NA,9.26246,2.01965,39.11947,NA,90.86614,4.98123,1.99614,NA,NA,NA,45.9886,NA,NA,NA,NA,NA,NA,NA
